T          	Er(t)      	Ephi(t)    	Ez(t)      	Hr(t)      	Hphi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    	Jz(t)      
0.5376     	1.80523e-012	4.18662e-011	0          	0          	0          	3.98789e-011	0.298798   	-0.29827   	0          	
0.5472     	1.93223e-012	4.39623e-011	0          	0          	0          	4.18762e-011	0.295486   	-0.294923  	0          	
0.5568     	2.0656e-012	4.61213e-011	0          	0          	0          	4.39327e-011	0.292188   	-0.291587  	0          	
0.5664     	2.20551e-012	4.83437e-011	0          	0          	0          	4.60488e-011	0.288904   	-0.288264  	0          	
0.576      	2.35216e-012	5.06299e-011	0          	0          	0          	4.82249e-011	0.285634   	-0.284953  	0          	
0.5856     	2.50575e-012	5.29803e-011	0          	0          	0          	5.04613e-011	0.282378   	-0.281654  	0          	
0.5952     	2.66645e-012	5.53955e-011	0          	0          	0          	5.27584e-011	0.279136   	-0.278367  	0          	
0.6048     	2.83447e-012	5.78758e-011	0          	0          	0          	5.51166e-011	0.275908   	-0.275093  	0          	
0.6144     	3.01e-012  	6.04216e-011	0          	0          	0          	5.7536e-011	0.272695   	-0.271832  	0          	
0.624      	3.19324e-012	6.30332e-011	0          	0          	0          	6.00169e-011	0.269496   	-0.268582  	0          	
0.6336     	3.38437e-012	6.57111e-011	0          	0          	0          	6.25597e-011	0.266312   	-0.265346  	0          	
0.6432     	3.58361e-012	6.84556e-011	0          	0          	0          	6.51646e-011	0.263142   	-0.262121  	0          	
0.6528     	3.79114e-012	7.12669e-011	0          	0          	0          	6.78316e-011	0.259988   	-0.25891   	0          	
0.6624     	4.00716e-012	7.41453e-011	0          	0          	0          	7.05611e-011	0.256848   	-0.255711  	0          	
0.672      	4.23188e-012	7.70911e-011	0          	0          	0          	7.33532e-011	0.253723   	-0.252525  	0          	
0.6816     	4.46549e-012	8.01045e-011	0          	0          	0          	7.6208e-011	0.250613   	-0.249352  	0          	
0.6912     	4.70819e-012	8.31857e-011	0          	0          	0          	7.91256e-011	0.247518   	-0.246192  	0          	
0.7008     	4.96018e-012	8.6335e-011	0          	0          	0          	8.21061e-011	0.244438   	-0.243045  	0          	
0.7104     	5.22167e-012	8.95524e-011	0          	0          	0          	8.51496e-011	0.241374   	-0.239911  	0          	
0.72       	5.49284e-012	9.28381e-011	0          	0          	0          	8.82562e-011	0.238326   	-0.23679   	0          	
0.7296     	5.77391e-012	9.61923e-011	0          	0          	0          	9.14257e-011	0.235292   	-0.233681  	0          	
0.7392     	6.06508e-012	9.96151e-011	0          	0          	0          	9.46584e-011	0.232275   	-0.230587  	0          	
0.7488     	6.36654e-012	1.03106e-010	0          	0          	0          	9.7954e-011	0.229273   	-0.227505  	0          	
0.7584     	6.67849e-012	1.06666e-010	0          	0          	0          	1.01313e-010	0.226287   	-0.224437  	0          	
0.768      	7.00115e-012	1.10295e-010	0          	0          	0          	1.04734e-010	0.223317   	-0.221381  	0          	
0.7776     	7.33469e-012	1.13993e-010	0          	0          	0          	1.08218e-010	0.220362   	-0.21834   	0          	
0.7872     	7.67934e-012	1.17759e-010	0          	0          	0          	1.11766e-010	0.217424   	-0.215311  	0          	
0.7968     	8.03528e-012	1.21594e-010	0          	0          	0          	1.15375e-010	0.214502   	-0.212296  	0          	
0.8064     	8.40272e-012	1.25497e-010	0          	0          	0          	1.19047e-010	0.211596   	-0.209295  	0          	
0.816      	8.78185e-012	1.29469e-010	0          	0          	0          	1.22781e-010	0.208707   	-0.206307  	0          	
0.8256     	9.17287e-012	1.3351e-010	0          	0          	0          	1.26578e-010	0.205833   	-0.203333  	0          	
0.8352     	9.57598e-012	1.37618e-010	0          	0          	0          	1.30436e-010	0.202976   	-0.200372  	0          	
0.8448     	9.99138e-012	1.41795e-010	0          	0          	0          	1.34355e-010	0.200136   	-0.197425  	0          	
0.8544     	1.04193e-011	1.4604e-010	0          	0          	0          	1.38336e-010	0.197312   	-0.194491  	0          	
0.864      	1.08598e-011	1.50353e-010	0          	0          	0          	1.42378e-010	0.194505   	-0.191572  	0          	
0.8736     	1.13133e-011	1.54733e-010	0          	0          	0          	1.4648e-010	0.191714   	-0.188666  	0          	
0.8832     	1.17798e-011	1.59181e-010	0          	0          	0          	1.50643e-010	0.188941   	-0.185774  	0          	
0.8928     	1.22595e-011	1.63695e-010	0          	0          	0          	1.54866e-010	0.186184   	-0.182895  	0          	
0.9024     	1.27527e-011	1.68277e-010	0          	0          	0          	1.59148e-010	0.183444   	-0.180031  	0          	
0.912      	1.32596e-011	1.72925e-010	0          	0          	0          	1.6349e-010	0.18072    	-0.17718   	0          	
0.9216     	1.37802e-011	1.77639e-010	0          	0          	0          	1.6789e-010	0.178014   	-0.174344  	0          	
0.9312     	1.43149e-011	1.82419e-010	0          	0          	0          	1.72349e-010	0.175325   	-0.171521  	0          	
0.9408     	1.48638e-011	1.87264e-010	0          	0          	0          	1.76866e-010	0.172653   	-0.168713  	0          	
0.9504     	1.54271e-011	1.92175e-010	0          	0          	0          	1.81439e-010	0.169998   	-0.165918  	0          	
0.96       	1.60049e-011	1.9715e-010	0          	0          	0          	1.8607e-010	0.167361   	-0.163137  	0          	
0.9696     	1.65975e-011	2.02189e-010	0          	0          	0          	1.90757e-010	0.164741   	-0.160371  	0          	
0.9792     	1.7205e-011	2.07292e-010	0          	0          	0          	1.955e-010 	0.162138   	-0.157618  	0          	
0.9888     	1.78276e-011	2.12459e-010	0          	0          	0          	2.00298e-010	0.159552   	-0.15488   	0          	
0.9984     	1.84655e-011	2.17688e-010	0          	0          	0          	2.05151e-010	0.156984   	-0.152156  	0          	
1.008      	1.91188e-011	2.22979e-010	0          	0          	0          	2.10057e-010	0.154433   	-0.149446  	0          	
1.0176     	1.97878e-011	2.28332e-010	0          	0          	0          	2.15017e-010	0.1519     	-0.14675   	0          	
1.0272     	2.04726e-011	2.33747e-010	0          	0          	0          	2.2003e-010	0.149384   	-0.144069  	0          	
1.0368     	2.11733e-011	2.39222e-010	0          	0          	0          	2.25095e-010	0.146886   	-0.141401  	0          	
1.0464     	2.18902e-011	2.44757e-010	0          	0          	0          	2.30211e-010	0.144405   	-0.138748  	0          	
1.056      	2.26233e-011	2.50351e-010	0          	0          	0          	2.35377e-010	0.141943   	-0.136109  	0          	
1.0656     	2.33729e-011	2.56004e-010	0          	0          	0          	2.40594e-010	0.139497   	-0.133485  	0          	
1.0752     	2.41392e-011	2.61715e-010	0          	0          	0          	2.4586e-010	0.13707    	-0.130874  	0          	
1.0848     	2.49221e-011	2.67483e-010	0          	0          	0          	2.51174e-010	0.13466    	-0.128278  	0          	
1.0944     	2.57221e-011	2.73308e-010	0          	0          	0          	2.56535e-010	0.132268   	-0.125696  	0          	
1.104      	2.65391e-011	2.79189e-010	0          	0          	0          	2.61944e-010	0.129894   	-0.123129  	0          	
1.1136     	2.73733e-011	2.85125e-010	0          	0          	0          	2.67398e-010	0.127537   	-0.120576  	0          	
1.1232     	2.82249e-011	2.91115e-010	0          	0          	0          	2.72898e-010	0.125199   	-0.118037  	0          	
1.1328     	2.9094e-011	2.97159e-010	0          	0          	0          	2.78441e-010	0.122878   	-0.115513  	0          	
1.1424     	2.99807e-011	3.03256e-010	0          	0          	0          	2.84028e-010	0.120575   	-0.113003  	0          	
1.152      	3.08853e-011	3.09405e-010	0          	0          	0          	2.89658e-010	0.11829    	-0.110507  	0          	
1.1616     	3.18077e-011	3.15605e-010	0          	0          	0          	2.95329e-010	0.116023   	-0.108026  	0          	
1.1712     	3.27483e-011	3.21855e-010	0          	0          	0          	3.0104e-010	0.113774   	-0.105559  	0          	
1.1808     	3.3707e-011	3.28154e-010	0          	0          	0          	3.06792e-010	0.111543   	-0.103106  	0          	
1.1904     	3.4684e-011	3.34503e-010	0          	0          	0          	3.12581e-010	0.10933    	-0.100668  	0          	
1.2        	3.56795e-011	3.40898e-010	0          	0          	0          	3.18409e-010	0.107134   	-0.0982443 	0          	
1.2096     	3.66936e-011	3.4734e-010	0          	0          	0          	3.24273e-010	0.104957   	-0.0958348 	0          	
1.2192     	3.77263e-011	3.53829e-010	0          	0          	0          	3.30173e-010	0.102798   	-0.0934397 	0          	
1.2288     	3.87778e-011	3.60361e-010	0          	0          	0          	3.36107e-010	0.100656   	-0.0910589 	0          	
1.2384     	3.98482e-011	3.66938e-010	0          	0          	0          	3.42075e-010	0.0985326  	-0.0886924 	0          	
1.248      	4.09376e-011	3.73557e-010	0          	0          	0          	3.48075e-010	0.096427   	-0.0863403 	0          	
1.2576     	4.20461e-011	3.80218e-010	0          	0          	0          	3.54107e-010	0.0943394  	-0.0840025 	0          	
1.2672     	4.31739e-011	3.86919e-010	0          	0          	0          	3.60169e-010	0.0922698  	-0.081679  	0          	
1.2768     	4.43209e-011	3.9366e-010	0          	0          	0          	3.6626e-010	0.090218   	-0.0793699 	0          	
1.2864     	4.54873e-011	4.0044e-010	0          	0          	0          	3.7238e-010	0.0881842  	-0.077075  	0          	
1.296      	4.66732e-011	4.07257e-010	0          	0          	0          	3.78526e-010	0.0861683  	-0.0747944 	0          	
1.3056     	4.78787e-011	4.14111e-010	0          	0          	0          	3.84698e-010	0.0841703  	-0.0725282 	0          	
1.3152     	4.91039e-011	4.20999e-010	0          	0          	0          	3.90894e-010	0.0821902  	-0.0702762 	0          	
1.3248     	5.03488e-011	4.27922e-010	0          	0          	0          	3.97114e-010	0.080228   	-0.0680385 	0          	
1.3344     	5.16135e-011	4.34878e-010	0          	0          	0          	4.03357e-010	0.0782836  	-0.065815  	0          	
1.344      	5.28981e-011	4.41865e-010	0          	0          	0          	4.0962e-010	0.0763571  	-0.0636059 	0          	
1.3536     	5.42026e-011	4.48884e-010	0          	0          	0          	4.15903e-010	0.0744484  	-0.0614109 	0          	
1.3632     	5.55271e-011	4.55931e-010	0          	0          	0          	4.22204e-010	0.0725575  	-0.0592303 	0          	
1.3728     	5.68717e-011	4.63007e-010	0          	0          	0          	4.28523e-010	0.0706844  	-0.0570639 	0          	
1.3824     	5.82364e-011	4.7011e-010	0          	0          	0          	4.34858e-010	0.068829   	-0.0549117 	0          	
1.392      	5.96213e-011	4.77239e-010	0          	0          	0          	4.41208e-010	0.0669913  	-0.0527738 	0          	
1.4016     	6.10264e-011	4.84392e-010	0          	0          	0          	4.47571e-010	0.0651713  	-0.0506501 	0          	
1.4112     	6.24518e-011	4.91568e-010	0          	0          	0          	4.53946e-010	0.063369   	-0.0485406 	0          	
1.4208     	6.38975e-011	4.98767e-010	0          	0          	0          	4.60332e-010	0.0615843  	-0.0464454 	0          	
