T          	Er(t)      	Ephi(t)    	Ez(t)      	Hr(t)      	Hphi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    	Jz(t)      	
0          	0          	0          	0          	0          	0          	0          	0.43252    	-0.43252   	0          	
1.5e-11    	0          	1.01296e-13	0          	0          	0          	5.06481e-14	0.373692   	-0.373692  	0          	
3e-11      	7.44826e-16	3.90449e-13	0          	0          	-3.68126e-14	2.32827e-13	0.322428   	-0.322427  	1.81318e-05	
4.5e-11    	4.16876e-15	9.4063e-13 	1.84063e-14	0          	-1.96367e-13	6.33386e-13	0.27776    	-0.277757  	6.75357e-05	
6e-11      	1.34833e-14	1.8133e-12 	1.11853e-13	0          	-5.97844e-13	1.32698e-12	0.238844   	-0.238835  	0.000157292	
7.5e-11    	3.29977e-14	3.05991e-12	3.78435e-13	0          	-1.36258e-12	2.36942e-12	0.204945   	-0.204926  	0.0002932  	
9e-11      	6.78421e-14	4.72321e-12	9.38945e-13	0          	-2.58751e-12	3.80082e-12	0.175424   	-0.175387  	0.00047843 	
1.05e-10   	1.23736e-13	6.83804e-12	1.90684e-12	0          	-4.33623e-12	5.65247e-12	0.14972    	-0.149657  	0.000714066	
1.2e-10    	2.06861e-13	9.43185e-12	3.36501e-12	0          	-6.64716e-12	7.95127e-12	0.127348   	-0.127249  	0.000999552	
1.35e-10   	3.23791e-13	1.25252e-11	5.36108e-12	0          	-9.54753e-12	1.07198e-11	0.107883   	-0.107736  	0.00133307 	
1.5e-10    	4.81436e-13	1.61326e-11	7.91915e-12	0          	-1.30618e-11	1.39742e-11	0.0909566  	-0.090748  	0.00171182 	
1.65e-10   	6.86939e-13	2.02631e-11	1.10556e-11	0          	-1.72103e-11	1.77223e-11	0.0762455  	-0.0759606 	0.00213233 	
1.8e-10    	9.47561e-13	2.4921e-11 	1.47866e-11	0          	-2.20038e-11	2.19652e-11	0.0634689  	-0.0630919 	0.00259059 	
1.95e-10   	1.27058e-12	3.01065e-11	1.91251e-11	0          	-2.74393e-11	2.66994e-11	0.052382   	-0.0518959 	0.00308225 	
2.1e-10    	1.66322e-12	3.58151e-11	2.40731e-11	0          	-3.3503e-11	3.19184e-11	0.042771   	-0.0421582 	0.00360275 	
2.25e-10   	2.1326e-12 	4.20385e-11	2.96177e-11	0          	-4.01755e-11	3.7613e-11 	0.0344497  	-0.0336919 	0.00414741 	
2.4e-10    	2.68574e-12	4.87647e-11	3.57348e-11	0          	-4.74357e-11	4.37702e-11	0.0272555  	-0.026334  	0.00471154 	
2.55e-10   	3.32942e-12	5.59783e-11	4.23963e-11	0          	-5.52609e-11	5.03725e-11	0.0210465  	-0.0199425 	0.00529047 	
2.7e-10    	4.07019e-12	6.36611e-11	4.95744e-11	0          	-6.36229e-11	5.73982e-11	0.015699   	-0.0143935 	0.00587961 	
2.85e-10   	4.91428e-12	7.17923e-11	5.724e-11  	0          	-7.24871e-11	6.48233e-11	0.0111047  	-0.00957921	0.00647448 	
3e-10      	5.86757e-12	8.03482e-11	6.53591e-11	0          	-8.18128e-11	7.2622e-11 	0.00716937 	-0.00540539	0.00707073 	
3.15e-10   	6.93554e-12	8.93025e-11	7.389e-11  	0          	-9.15571e-11	8.07668e-11	0.00381041 	-0.00179002	0.00766417 	
3.3e-10    	8.12328e-12	9.86267e-11	8.27854e-11	0          	-1.01677e-10	8.92279e-11	0.000955705	0.00133844 	0.00825076 	
3.45e-10   	9.43546e-12	1.0829e-10 	9.19965e-11	0          	-1.12128e-10	9.79727e-11	-0.00145785	0.00404238 	0.00882662 	
3.6e-10    	1.08762e-11	1.1826e-10 	1.01476e-10	0          	-1.22865e-10	1.06966e-10	-0.0034855 	0.0063762  	0.00938804 	
3.75e-10   	1.24493e-11	1.28503e-10	1.11176e-10	0          	-1.33837e-10	1.16173e-10	-0.00517563	0.00838732 	0.00993143 	
3.9e-10    	1.41577e-11	1.38984e-10	1.21047e-10	0          	-1.44992e-10	1.25555e-10	-0.00657064	0.010117   	0.0104534  	
4.05e-10   	1.60041e-11	1.49664e-10	1.31036e-10	0          	-1.56275e-10	1.35076e-10	-0.00770777	0.0116008  	0.0109507  	
4.2e-10    	1.79905e-11	1.60507e-10	1.41087e-10	0          	-1.67636e-10	1.44696e-10	-0.00861973	0.0128693  	0.0114202  	
4.35e-10   	2.01184e-11	1.71472e-10	1.51144e-10	0          	-1.79022e-10	1.54375e-10	-0.0093353 	0.0139478  	0.0118589  	
4.5e-10    	2.23886e-11	1.82519e-10	1.61154e-10	0          	-1.9038e-10	1.64073e-10	-0.00987987	0.0148567  	0.0122637  	
4.65e-10   	2.48014e-11	1.9361e-10 	1.71065e-10	0          	-2.01656e-10	1.73747e-10	-0.0102759 	0.0156118  	0.0126315  	
4.8e-10    	2.73565e-11	2.04701e-10	1.80823e-10	0          	-2.12796e-10	1.83358e-10	-0.0105434 	0.016225   	0.0129586  	
4.95e-10   	3.0053e-11 	2.15753e-10	1.90377e-10	0          	-2.23746e-10	1.92865e-10	-0.0107001 	0.0167068  	0.0132404  	
5.1e-10    	3.28892e-11	2.26724e-10	1.99671e-10	0          	-2.34454e-10	2.02226e-10	-0.0107621 	0.0170698  	0.0134712  	
5.25e-10   	3.58631e-11	2.37572e-10	2.08654e-10	0          	-2.4487e-10	2.11402e-10	-0.0107436 	0.0173329  	0.013645   	
5.4e-10    	3.8972e-11 	2.48258e-10	2.17276e-10	0          	-2.54945e-10	2.20352e-10	-0.0106573 	0.0175248  	0.0137567  	
5.55e-10   	4.22125e-11	2.58741e-10	2.2549e-10 	0          	-2.6463e-10	2.29036e-10	-0.0105141 	0.0176836  	0.0138057  	
5.7e-10    	4.55806e-11	2.68982e-10	2.33253e-10	0          	-2.73878e-10	2.37418e-10	-0.010323  	0.0178517  	0.0138002  	
5.85e-10   	4.90721e-11	2.78942e-10	2.40519e-10	0          	-2.82643e-10	2.4546e-10 	-0.0100911 	0.0180652  	0.0137613  	
6e-10      	5.26818e-11	2.88585e-10	2.47245e-10	0          	-2.90883e-10	2.53127e-10	-0.00982334	0.0183408  	0.0137243  	
6.15e-10   	5.64042e-11	2.97874e-10	2.53391e-10	0          	-2.9856e-10	2.60384e-10	-0.00952354	0.0186664  	0.0137346  	
6.3e-10    	6.02334e-11	3.06775e-10	2.58922e-10	0          	-3.05636e-10	2.672e-10  	-0.00919464	0.0190008  	0.0138365  	
6.45e-10   	6.41628e-11	3.15256e-10	2.63805e-10	0          	-3.12076e-10	2.73544e-10	-0.0088398 	0.0192853  	0.0140574  	
6.6e-10    	6.81855e-11	3.23285e-10	2.6801e-10 	0          	-3.17847e-10	2.79387e-10	-0.00846314	0.019464   	0.0143922  	
6.75e-10   	7.22942e-11	3.30834e-10	2.71511e-10	0          	-3.22922e-10	2.84703e-10	-0.00806999	0.0195038  	0.0147962  	
6.9e-10    	7.6481e-11 	3.37876e-10	2.74283e-10	0          	-3.27273e-10	2.8947e-10 	-0.00766657	0.0194044  	0.0151919  	
7.05e-10   	8.07379e-11	3.44387e-10	2.76303e-10	0          	-3.30881e-10	2.93664e-10	-0.0072593 	0.0191937  	0.0154914  	
7.2e-10    	8.50565e-11	3.50344e-10	2.77557e-10	0          	-3.33727e-10	2.97267e-10	-0.00685382	0.0189102  	0.0156253  	
7.35e-10   	8.94281e-11	3.55727e-10	2.78033e-10	0          	-3.35796e-10	3.00263e-10	-0.00645449	0.0185841  	0.0155668  	
7.5e-10    	9.38437e-11	3.6052e-10 	2.77723e-10	0          	-3.37076e-10	3.02637e-10	-0.00606436	0.0182279  	0.0153384  	
7.65e-10   	9.82942e-11	3.64707e-10	2.7662e-10 	0          	-3.37558e-10	3.04377e-10	-0.00568553	0.0178419  	0.0149975  	
7.8e-10    	1.0277e-10 	3.68274e-10	2.74722e-10	0          	-3.37239e-10	3.05477e-10	-0.00531976	0.0174279  	0.014608   	
7.95e-10   	1.07263e-10	3.7121e-10 	2.72031e-10	0          	-3.36118e-10	3.05926e-10	-0.00496862	0.017002   	0.0142146  	
8.1e-10    	1.11762e-10	3.73501e-10	2.68552e-10	0          	-3.34196e-10	3.05717e-10	-0.00463339	0.0165928  	0.0138326  	
8.25e-10   	1.16257e-10	3.7513e-10 	2.64296e-10	0          	-3.31476e-10	3.04841e-10	-0.00431465	0.0162283  	0.0134592  	
8.4e-10    	1.2074e-10 	3.76074e-10	2.59273e-10	0          	-3.27956e-10	3.03284e-10	-0.00401202	0.0159194  	0.0130946  	
8.55e-10   	1.252e-10  	3.76295e-10	2.53491e-10	0          	-3.23633e-10	3.01021e-10	-0.00372442	0.015653   	0.0127575  	
8.7e-10    	1.29627e-10	3.75738e-10	2.46958e-10	0          	-3.1849e-10	2.98012e-10	-0.00345067	0.0154009  	0.0124824  	
8.85e-10   	1.3401e-10 	3.74328e-10	2.39671e-10	0          	-3.12494e-10	2.942e-10  	-0.00319005	0.015137   	0.012299   	
9e-10      	1.38336e-10	3.71969e-10	2.31615e-10	0          	-3.05587e-10	2.89504e-10	-0.00294266	0.0148516  	0.0122113  	
9.15e-10   	1.42594e-10	3.68565e-10	2.22756e-10	0          	-2.97683e-10	2.83838e-10	-0.00270912	0.0145501  	0.0121894  	
9.3e-10    	1.46768e-10	3.64052e-10	2.1303e-10 	0          	-2.88674e-10	2.77127e-10	-0.00249011	0.0142413  	0.0121847  	
9.45e-10   	1.50843e-10	3.58445e-10	2.02352e-10	0          	-2.78454e-10	2.69349e-10	-0.00228603	0.0139232  	0.0121551  	
9.6e-10    	1.54804e-10	3.51911e-10	1.90624e-10	0          	-2.66965e-10	2.60598e-10	-0.00209701	0.013582   	0.012085   	
9.75e-10   	1.58636e-10	3.44833e-10	1.7777e-10 	0          	-2.5427e-10	2.51146e-10	-0.00192331	0.0132018  	0.011983   	
9.9e-10    	1.6233e-10 	3.37841e-10	1.638e-10  	0          	-2.40637e-10	2.41497e-10	-0.00176558	0.0127799  	0.0118644  	
1.005e-09  	1.65881e-10	3.31784e-10	1.48878e-10	0          	-2.26628e-10	2.32387e-10	-0.00162477	0.0123319  	0.0117306  	
1.02e-09   	1.69299e-10	3.27598e-10	1.3342e-10 	0          	-2.13137e-10	2.2471e-10 	-0.00150171	0.0118823  	0.011565   	
1.035e-09  	1.72603e-10	3.26066e-10	1.18148e-10	0          	-2.01334e-10	2.19334e-10	-0.00139663	0.0114498  	0.0113475  	
1.05e-09   	1.75829e-10	3.27507e-10	1.04089e-10	0          	-1.92486e-10	2.16827e-10	-0.00130907	0.0110371  	0.0110749  	
1.065e-09  	1.79017e-10	3.31486e-10	9.24638e-11	0          	-1.8762e-10	2.17153e-10	-0.00123815	0.010636   	0.0107696  	
1.08e-09   	1.82211e-10	3.36651e-10	8.443e-11  	0          	-1.87106e-10	2.19436e-10	-0.00118303	0.0102399  	0.0104679  	
1.095e-09  	1.85438e-10	3.40832e-10	8.071e-11  	0          	-1.90261e-10	2.2192e-10 	-0.00114314	0.00985456 	0.0101974  	
1.11e-09   	1.88701e-10	3.41471e-10	8.11754e-11	0          	-1.95138e-10	2.22217e-10	-0.001118  	0.00949443 	0.009962   	
1.125e-09  	1.91969e-10	3.36306e-10	8.45339e-11	0          	-1.98681e-10	2.17868e-10	-0.00110692	0.00917082 	0.00974621 	
1.14e-09   	1.95173e-10	3.24142e-10	8.82859e-11	0          	-1.97313e-10	2.0708e-10 	-0.00110881	0.00888106 	0.00953408 	
1.155e-09  	1.98218e-10	3.05408e-10	8.90801e-11	0          	-1.87888e-10	1.89415e-10	-0.00112233	0.00860969 	0.00932571 	
1.17e-09   	2.01004e-10	2.82246e-10	8.34835e-11	0          	-1.68763e-10	1.66149e-10	-0.00114639	0.00834057 	0.00913675 	
1.185e-09  	2.03447e-10	2.57982e-10	6.90084e-11	0          	-1.40584e-10	1.40071e-10	-0.00118035	0.00806897 	0.00898194 	
1.2e-09    	2.05507e-10	2.3611e-10 	4.50762e-11	0          	-1.06424e-10	1.14716e-10	-0.00122398	0.00780304 	0.0088581  	
1.215e-09  	2.07194e-10	2.19151e-10	1.35266e-11	0          	-7.10779e-11	9.32502e-11	-0.00127707	0.00755375 	0.00874241 	
1.23e-09   	2.08566e-10	2.07847e-10	-2.16335e-11	0          	-3.96463e-11	7.74363e-11	-0.00133913	0.00732322 	0.00860795 	
1.245e-09  	2.09704e-10	2.01079e-10	-5.52884e-11	0          	-1.58972e-11	6.7128e-11 	-0.00140941	0.00710244 	0.00844279 	
1.26e-09   	2.10691e-10	1.96562e-10	-8.27838e-11	0          	-1.06152e-12	6.05449e-11	-0.00148717	0.00688038 	0.00825597 	
1.275e-09  	2.11582e-10	1.92013e-10	-1.0143e-10	0          	6.38613e-12	5.52243e-11	-0.00157196	0.00665562 	0.00806543 	
1.29e-09   	2.12394e-10	1.862e-10  	-1.11303e-10	0          	9.82049e-12	4.92033e-11	-0.00166361	0.00643926 	0.00787954 	
1.305e-09  	2.13118e-10	1.79346e-10	-1.14951e-10	0          	1.28217e-11	4.18421e-11	-0.0017619 	0.00624637 	0.00768931 	
1.32e-09   	2.13733e-10	1.72669e-10	-1.161e-10 	0          	1.75797e-11	3.38629e-11	-0.00186626	0.00608396 	0.00747794 	
1.335e-09  	2.14231e-10	1.67342e-10	-1.17934e-10	0          	2.4147e-11 	2.65999e-11	-0.00197571	0.00594671 	0.00723849 	
1.35e-09   	2.14622e-10	1.63506e-10	-1.21794e-10	0          	3.09164e-11	2.09064e-11	-0.0020892 	0.00582411 	0.00698257 	
1.365e-09  	2.14929e-10	1.59946e-10	-1.26931e-10	0          	3.60353e-11	1.63832e-11	-0.0022059 	0.00571189 	0.00673192 	
1.38e-09   	2.1517e-10 	1.5468e-10 	-1.31447e-10	0          	3.89155e-11	1.14268e-11	-0.00232527	0.00561658 	0.00650043 	
1.395e-09  	2.15338e-10	1.46128e-10	-1.33846e-10	0          	4.09141e-11	4.10388e-12	-0.00244685	0.00554898 	0.00628337 	
1.41e-09   	2.15399e-10	1.34127e-10	-1.3429e-10	0          	4.47254e-11	-6.66203e-12	-0.00256995	0.00551304 	0.00606341 	
1.425e-09  	2.15301e-10	1.20152e-10	-1.34777e-10	0          	5.28074e-11	-2.03393e-11	-0.00269364	0.00550103 	0.00582744 	
1.44e-09   	2.15002e-10	1.06538e-10	-1.3807e-10	0          	6.57979e-11	-3.49762e-11	-0.00281695	0.00549971 	0.00557807 	
1.455e-09  	2.14487e-10	9.51907e-11	-1.46012e-10	0          	8.1935e-11 	-4.82514e-11	-0.00293921	0.00550147 	0.00532911 	
1.47e-09   	2.13778e-10	8.65799e-11	-1.5826e-10	0          	9.79054e-11	-5.87422e-11	-0.0030601 	0.00550969 	0.00508984 	
1.485e-09  	2.12914e-10	7.96899e-11	-1.72268e-10	0          	1.10641e-10	-6.66052e-11	-0.00317949	0.00553343 	0.00485326 	
1.5e-09    	2.11934e-10	7.29261e-11	-1.84597e-10	0          	1.18954e-10	-7.32308e-11	-0.00329708	0.00557677 	0.00459975 	
1.515e-09  	2.10857e-10	6.53555e-11	-1.92778e-10	0          	1.23958e-10	-8.01187e-11	-0.00341237	0.00563345 	0.00431257 	
1.53e-09   	2.09679e-10	5.74084e-11	-1.9656e-10	0          	1.28031e-10	-8.77516e-11	-0.00352477	0.0056918  	0.00399037 	
1.545e-09  	2.08389e-10	5.05463e-11	-1.97749e-10	0          	1.33009e-10	-9.52537e-11	-0.00363395	0.00574506 	0.00364493 	
1.56e-09   	2.06988e-10	4.61348e-11	-1.98759e-10	0          	1.38879e-10	-1.01074e-10	-0.00373988	0.00579687 	0.00328656 	
1.575e-09  	2.05502e-10	4.43455e-11	-2.00862e-10	0          	1.43852e-10	-1.04198e-10	-0.00384269	0.00585645 	0.00291141 	
1.59e-09   	2.03969e-10	4.39016e-11	-2.03333e-10	0          	1.45779e-10	-1.05008e-10	-0.00394237	0.00592852 	0.00250274 	
1.605e-09  	2.02425e-10	4.28781e-11	-2.0408e-10	0          	1.43877e-10	-1.05144e-10	-0.00403864	0.00600769 	0.00204454 	
1.62e-09   	2.00879e-10	3.99876e-11	-2.01305e-10	0          	1.39505e-10	-1.06439e-10	-0.00413116	0.00608292 	0.0015341  	
1.635e-09  	1.99314e-10	3.54117e-11	-1.95002e-10	0          	1.35388e-10	-1.09701e-10	-0.00421979	0.00614738 	0.00098104 	
1.65e-09   	1.977e-10  	3.05639e-11	-1.8718e-10	0          	1.33834e-10	-1.14229e-10	-0.0043047 	0.00620397 	0.000393925	
1.665e-09  	1.9602e-10 	2.69689e-11	-1.80622e-10	0          	1.35216e-10	-1.18414e-10	-0.0043862 	0.00626123 	-0.000232592	
1.68e-09   	1.94279e-10	2.51096e-11	-1.77056e-10	0          	1.37837e-10	-1.20981e-10	-0.00446449	0.00632384 	-0.000917746	
1.695e-09  	1.925e-10  	2.41208e-11	-1.76047e-10	0          	1.39279e-10	-1.21922e-10	-0.00453953	0.00638723 	-0.00168212	
1.71e-09   	1.90707e-10	2.25554e-11	-1.75436e-10	0          	1.38211e-10	-1.22418e-10	-0.00461117	0.00644172 	-0.0025351 	
1.725e-09  	1.88907e-10	1.96116e-11	-1.72988e-10	0          	1.35314e-10	-1.23827e-10	-0.00467946	0.00648184 	-0.00347475	
1.74e-09   	1.87086e-10	1.58492e-11	-1.6803e-10	0          	1.32616e-10	-1.26535e-10	-0.00474468	0.00651162 	-0.00450011	
1.755e-09  	1.85225e-10	1.28187e-11	-1.61845e-10	0          	1.3178e-10 	-1.29569e-10	-0.00480725	0.00654059 	-0.00562399	
1.77e-09   	1.8332e-10 	1.18894e-11	-1.56543e-10	0          	1.32686e-10	-1.3131e-10	-0.00486741	0.00657453 	-0.00687387	
1.785e-09  	1.81388e-10	1.32068e-11	-1.53295e-10	0          	1.33427e-10	-1.30721e-10	-0.00492515	0.00661032 	-0.0082807 	
1.8e-09    	1.79466e-10	1.56089e-11	-1.51321e-10	0          	1.31737e-10	-1.2814e-10	-0.00498033	0.00663966 	-0.00986698	
1.815e-09  	1.77582e-10	1.75658e-11	-1.48413e-10	0          	1.26731e-10	-1.24988e-10	-0.00503293	0.00665801 	-0.0116465 	
1.83e-09   	1.75744e-10	1.83827e-11	-1.4262e-10	0          	1.19574e-10	-1.22652e-10	-0.00508318	0.00666948 	-0.0136361 	
1.845e-09  	1.7394e-10 	1.8692e-11 	-1.33749e-10	0          	1.12563e-10	-1.21413e-10	-0.00513138	0.00668296 	-0.0158688 	
1.86e-09   	1.72154e-10	1.98446e-11	-1.23514e-10	0          	1.07338e-10	-1.2031e-10	-0.0051777 	0.0067034  	-0.0183951 	
1.875e-09  	1.70385e-10	2.27116e-11	-1.14206e-10	0          	1.03673e-10	-1.18017e-10	-0.00522205	0.00672708 	-0.0212731 	
1.89e-09   	1.6865e-10 	2.68966e-11	-1.06945e-10	0          	9.9797e-11 	-1.14016e-10	-0.00526426	0.00674546 	-0.0245566 	
1.905e-09  	1.66973e-10	3.10131e-11	-1.00907e-10	0          	9.3975e-11 	-1.09085e-10	-0.00530428	0.00675379 	-0.0282952 	
1.92e-09   	1.65369e-10	3.37959e-11	-9.41425e-11	0          	8.60384e-11	-1.04702e-10	-0.0053423 	0.00675571 	-0.0325452 	
1.935e-09  	1.63829e-10	3.5115e-11 	-8.52877e-11	0          	7.75997e-11	-1.01856e-10	-0.00537862	0.00675933 	-0.0373816 	
1.95e-09   	1.62331e-10	3.60422e-11	-7.47799e-11	0          	7.07776e-11	-1.00268e-10	-0.0054134 	0.00676894 	-0.0429005 	
1.965e-09  	1.60857e-10	3.79185e-11	-6.45637e-11	0          	6.64912e-11	-9.8656e-11	-0.00544659	0.00678064 	-0.0492082 	
1.98e-09   	1.59406e-10	4.12126e-11	-5.65396e-11	0          	6.37454e-11	-9.58391e-11	-0.00547803	0.00678634 	-0.056411  	
1.995e-09  	1.57996e-10	4.51354e-11	-5.10386e-11	0          	6.04993e-11	-9.17301e-11	-0.0055077 	0.00678196 	-0.0646137 	
2.01e-09   	1.56647e-10	4.83304e-11	-4.6591e-11	0          	5.5389e-11 	-8.73938e-11	-0.00553582	0.00677151 	-0.0739303 	
2.025e-09  	1.55362e-10	5.00397e-11	-4.11782e-11	0          	4.88564e-11	-8.41263e-11	-0.00556268	0.00676311 	-0.0844948 	
2.04e-09   	1.54125e-10	5.07402e-11	-3.39199e-11	0          	4.27424e-11	-8.23498e-11	-0.00558843	0.00676091 	-0.0964624 	
2.055e-09  	1.52914e-10	5.17081e-11	-2.57866e-11	0          	3.8702e-11 	-8.12701e-11	-0.00561299	0.00676117 	-0.109999  	
2.07e-09   	1.51719e-10	5.38919e-11	-1.87473e-11	0          	3.67997e-11	-7.95858e-11	-0.00563621	0.0067564  	-0.125269  	
2.085e-09  	1.50549e-10	5.70784e-11	-1.40882e-11	0          	3.54819e-11	-7.66307e-11	-0.00565806	0.00674313 	-0.142432  	
2.1e-09    	1.49422e-10	6.00726e-11	-1.13317e-11	0          	3.29408e-11	-7.29597e-11	-0.00567871	0.00672555 	-0.161655  	
2.115e-09  	1.48349e-10	6.17332e-11	-8.67475e-12	0          	2.86875e-11	-6.98706e-11	-0.00569841	0.00671131 	-0.183116  	
2.13e-09   	1.47321e-10	6.19553e-11	-4.55886e-12	0          	2.39761e-11	-6.82825e-11	-0.00571726	0.00670385 	-0.207005  	
2.145e-09  	1.46317e-10	6.17439e-11	9.81262e-13	0          	2.07152e-11	-6.79487e-11	-0.00573516	0.00669906 	-0.23351   	
2.16e-09   	1.45318e-10	6.23215e-11	6.35117e-12	0          	1.98163e-11	-6.76869e-11	-0.00575195	0.00668953 	-0.262802  	
2.175e-09  	1.44322e-10	6.40621e-11	9.77878e-12	0          	2.04131e-11	-6.64169e-11	-0.00576757	0.00667212 	-0.295029  	
2.19e-09   	1.43346e-10	6.6192e-11 	1.08459e-11	0          	2.06244e-11	-6.40904e-11	-0.00578221	0.00665103 	-0.330324  	
2.205e-09  	1.42403e-10	6.75131e-11	1.08439e-11	0          	1.91832e-11	-6.16973e-11	-0.00579608	0.0066334  	-0.3688    	
2.22e-09   	1.41496e-10	6.74981e-11	1.16533e-11	0          	1.65022e-11	-6.03526e-11	-0.0058093 	0.00662203 	-0.41055   	
2.235e-09  	1.40608e-10	6.6777e-11 	1.41326e-11	0          	1.42479e-11	-6.02808e-11	-0.00582174	0.00661255 	-0.455628  	
2.25e-09   	1.39722e-10	6.65851e-11	1.74231e-11	0          	1.3813e-11 	-6.06027e-11	-0.00583326	0.00659791 	-0.504024  	
2.265e-09  	1.38831e-10	6.76694e-11	1.9769e-11 	0          	1.50483e-11	-6.01099e-11	-0.00584384	0.00657559 	-0.555658  	
2.28e-09   	1.37947e-10	6.96356e-11	2.01169e-11	0          	1.63766e-11	-5.83318e-11	-0.00585366	0.00655009 	-0.610376  	
2.295e-09  	1.37089e-10	7.1317e-11 	1.90762e-11	0          	1.61805e-11	-5.59415e-11	-0.00586293	0.00652837 	-0.667948  	
2.31e-09   	1.36266e-10	7.18265e-11	1.8396e-11 	0          	1.42251e-11	-5.41423e-11	-0.00587173	0.00651278 	-0.72805   	
2.325e-09  	1.3547e-10 	7.13423e-11	1.9427e-11 	0          	1.18464e-11	-5.35906e-11	-0.00587996	0.00649884 	-0.790246  	
2.34e-09   	1.34682e-10	7.09223e-11	2.19404e-11	0          	1.07468e-11	-5.38241e-11	-0.00588745	0.0064799  	-0.85396   	
2.355e-09  	1.3389e-10 	7.15253e-11	2.43497e-11	0          	1.14812e-11	-5.37037e-11	-0.00589419	0.00645405 	-0.918459  	
2.37e-09   	1.33101e-10	7.3133e-11 	2.51308e-11	0          	1.29894e-11	-5.246e-11 	-0.00590035	0.006426   	-0.982852  	
2.385e-09  	1.32329e-10	7.47707e-11	2.41676e-11	0          	1.35829e-11	-5.03935e-11	-0.00590613	0.00640233 	-1.04608   	
2.4e-09    	1.31588e-10	7.53996e-11	2.28249e-11	0          	1.24843e-11	-4.8596e-11	-0.00591157	0.00638479 	-1.1069    	
2.415e-09  	1.30873e-10	7.48624e-11	2.26949e-11	0          	1.05271e-11	-4.7954e-11	-0.00591654	0.00636863 	-1.16385   	
2.43e-09   	1.30168e-10	7.40185e-11	2.41561e-11	0          	9.38729e-12	-4.83446e-11	-0.0059209 	0.0063475  	-1.21526   	
2.445e-09  	1.29457e-10	7.39519e-11	2.6042e-11 	0          	1.00568e-11	-4.87554e-11	-0.00592463	0.00631994 	-1.25921   	
2.46e-09   	1.2874e-10 	7.49825e-11	2.67107e-11	0          	1.19458e-11	-4.82119e-11	-0.00592789	0.0062908  	-1.29355   	
2.475e-09  	1.28031e-10	7.63891e-11	2.55382e-11	0          	1.34277e-11	-4.66598e-11	-0.00593088	0.00626621 	-1.31587   	
2.49e-09   	1.27345e-10	7.70909e-11	2.34803e-11	0          	1.33186e-11	-4.49968e-11	-0.00593361	0.00624735 	-1.32354   	
2.505e-09  	1.26683e-10	7.66537e-11	2.22016e-11	0          	1.19389e-11	-4.4231e-11	-0.00593596	0.00622926 	-1.31369   	
2.52e-09   	1.26033e-10	7.56892e-11	2.25697e-11	0          	1.07909e-11	-4.45475e-11	-0.0059378 	0.006206   	-1.28319   	
2.535e-09  	1.25378e-10	7.52851e-11	2.38901e-11	0          	1.116e-11  	-4.51407e-11	-0.00593911	0.00617669 	-1.2287    	
2.55e-09   	1.24714e-10	7.59985e-11	2.45699e-11	0          	1.2929e-11 	-4.49624e-11	-0.00594007	0.00614637 	-1.14667   	
2.565e-09  	1.24053e-10	7.73468e-11	2.35942e-11	0          	1.46922e-11	-4.36882e-11	-0.00594084	0.00612082 	-1.03338   	
2.58e-09   	1.2341e-10 	7.82648e-11	2.14583e-11	0          	1.50554e-11	-4.20101e-11	-0.00594144	0.00610069 	-0.885023  	
2.595e-09  	1.22792e-10	7.80953e-11	1.97061e-11	0          	1.39168e-11	-4.09882e-11	-0.00594173	0.00608091 	-0.69767   	
2.61e-09   	1.2219e-10 	7.71908e-11	1.95084e-11	0          	1.25488e-11	-4.10696e-11	-0.00594159	0.00605597 	-0.46738   	
2.625e-09  	1.21586e-10	7.65704e-11	2.05928e-11	0          	1.24149e-11	-4.16852e-11	-0.00594101	0.00602557 	-0.190246  	
2.64e-09   	1.20973e-10	7.69598e-11	2.15068e-11	0          	1.38214e-11	-4.17926e-11	-0.00594016	0.0059949  	0.137507   	
2.655e-09  	1.20358e-10	7.81153e-11	2.09627e-11	0          	1.5653e-11 	-4.08534e-11	-0.0059392 	0.00596929 	0.519426   	
2.67e-09   	1.19757e-10	7.90602e-11	1.90181e-11	0          	1.64257e-11	-3.93305e-11	-0.00593811	0.00594882 	0.958725   	
2.685e-09  	1.19179e-10	7.9005e-11 	1.70032e-11	0          	1.56702e-11	-3.82473e-11	-0.00593675	0.00592829 	1.45818    	
2.7e-09    	1.18616e-10	7.80846e-11	1.62752e-11	0          	1.43589e-11	-3.82267e-11	-0.005935  	0.00590259 	2.01999    	
2.715e-09  	1.18054e-10	7.7224e-11 	1.69598e-11	0          	1.39865e-11	-3.89128e-11	-0.00593288	0.00587193 	2.64568    	
2.73e-09   	1.17482e-10	7.72638e-11	1.78482e-11	0          	1.51714e-11	-3.93117e-11	-0.00593054	0.00584158 	3.33587    	
2.745e-09  	1.16904e-10	7.81747e-11	1.75341e-11	0          	1.7086e-11 	-3.87265e-11	-0.00592812	0.00581643 	4.09019    	
2.76e-09   	1.16334e-10	7.90971e-11	1.57259e-11	0          	1.82408e-11	-3.74044e-11	-0.0059256 	0.00579599 	4.90704    	
2.775e-09  	1.15784e-10	7.91621e-11	1.35098e-11	0          	1.78784e-11	-3.62916e-11	-0.00592284	0.00577497 	5.78349    	
2.79e-09   	1.15251e-10	7.8313e-11 	1.2329e-11 	0          	1.66702e-11	-3.61343e-11	-0.00591972	0.0057487  	6.71509    	
