T          	Er(t)      	Ephi(t)    	Ez(t)      	Hr(t)      	Hphi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    	Jz(t)      	
7.65e-09   	3.77526e-11	3.92833e-11	-6.68713e-12	0          	1.01173e-11	-6.34343e-12	-0.00227022	0.00127013 	3.44142e+06	
7.665e-09  	3.76593e-11	3.88365e-11	-6.76322e-12	0          	9.56413e-12	-6.57839e-12	-0.00226163	0.00126424 	3.81e+06   	
7.68e-09   	3.75625e-11	3.86416e-11	-6.32284e-12	0          	9.41657e-12	-6.90473e-12	-0.00225302	0.00125707 	4.13291e+06	
7.695e-09  	3.7461e-11 	3.8803e-11 	-5.79317e-12	0          	9.78709e-12	-6.96554e-12	-0.00224445	0.00125035 	4.40261e+06	
7.71e-09   	3.73586e-11	3.90646e-11	-5.69008e-12	0          	1.02641e-11	-6.67394e-12	-0.00223596	0.00124536 	4.61207e+06	
7.725e-09  	3.72604e-11	3.90701e-11	-6.09649e-12	0          	1.03299e-11	-6.29999e-12	-0.00222754	0.00124164 	4.75496e+06	
7.74e-09   	3.71678e-11	3.87238e-11	-6.58015e-12	0          	9.88471e-12	-6.19619e-12	-0.00221914	0.00123746 	4.82577e+06	
7.755e-09  	3.70766e-11	3.82869e-11	-6.63238e-12	0          	9.34589e-12	-6.4406e-12	-0.00221073	0.00123161 	4.81994e+06	
7.77e-09   	3.69819e-11	3.81113e-11	-6.18247e-12	0          	9.22404e-12	-6.75889e-12	-0.0022023 	0.00122461 	4.73399e+06	
7.785e-09  	3.68825e-11	3.82837e-11	-5.66753e-12	0          	9.60643e-12	-6.80311e-12	-0.00219392	0.00121817 	4.56562e+06	
7.8e-09    	3.67825e-11	3.85384e-11	-5.58884e-12	0          	1.00703e-11	-6.50399e-12	-0.00218562	0.00121345 	4.31382e+06	
7.815e-09  	3.66868e-11	3.85276e-11	-6.00496e-12	0          	1.01121e-11	-6.13998e-12	-0.00217738	0.00120989 	3.97892e+06	
7.83e-09   	3.65965e-11	3.81739e-11	-6.47414e-12	0          	9.65713e-12	-6.05429e-12	-0.00216917	0.00120576 	3.56267e+06	
7.845e-09  	3.65075e-11	3.77474e-11	-6.50266e-12	0          	9.13344e-12	-6.30746e-12	-0.00216093	0.00119997 	3.06828e+06	
7.86e-09   	3.64148e-11	3.75912e-11	-6.04409e-12	0          	9.03715e-12	-6.61708e-12	-0.00215269	0.00119313 	2.5004e+06 	
7.875e-09  	3.63174e-11	3.77738e-11	-5.54458e-12	0          	9.43048e-12	-6.64478e-12	-0.00214449	0.00118696 	1.86516e+06	
7.89e-09   	3.62197e-11	3.80208e-11	-5.49013e-12	0          	9.88042e-12	-6.33878e-12	-0.00213637	0.00118251 	1.17007e+06	
7.905e-09  	3.61265e-11	3.7994e-11 	-5.91509e-12	0          	9.89837e-12	-5.98525e-12	-0.00212832	0.00117909 	424004     	
7.92e-09   	3.60385e-11	3.76335e-11	-6.36912e-12	0          	9.43455e-12	-5.91755e-12	-0.00212027	0.00117501 	-362900    	
7.935e-09  	3.59515e-11	3.7218e-11 	-6.37415e-12	0          	8.92674e-12	-6.17875e-12	-0.00211221	0.00116927 	-1.17936e+06	
7.95e-09   	3.58606e-11	3.70809e-11	-5.90781e-12	0          	8.85579e-12	-6.47911e-12	-0.00210415	0.0011626  	-2.0131e+06	
7.965e-09  	3.57653e-11	3.7273e-11 	-5.42444e-12	0          	9.25909e-12	-6.49038e-12	-0.00209614	0.00115669 	-2.85097e+06	
7.98e-09   	3.56699e-11	3.75118e-11	-5.39403e-12	0          	9.69434e-12	-6.17817e-12	-0.0020882 	0.00115249 	-3.67919e+06	
7.995e-09  	3.5579e-11 	3.74689e-11	-5.82696e-12	0          	9.68863e-12	-5.83565e-12	-0.00208032	0.00114921 	-4.48351e+06	
8.01e-09   	3.54932e-11	3.71024e-11	-6.26519e-12	0          	9.2169e-12 	-5.78575e-12	-0.00207246	0.00114517 	-5.24944e+06	
8.025e-09  	3.54081e-11	3.66985e-11	-6.24698e-12	0          	8.72569e-12	-6.05427e-12	-0.00206457	0.00113949 	-5.96249e+06	
8.04e-09   	3.53191e-11	3.65804e-11	-5.77382e-12	0          	8.67982e-12	-6.34478e-12	-0.00205668	0.00113298 	-6.60841e+06	
8.055e-09  	3.52258e-11	3.67812e-11	-5.30729e-12	0          	9.09208e-12	-6.33977e-12	-0.00204885	0.00112734 	-7.17347e+06	
8.07e-09   	3.51326e-11	3.70112e-11	-5.30067e-12	0          	9.51191e-12	-6.02203e-12	-0.00204109	0.00112337 	-7.64465e+06	
8.085e-09  	3.5044e-11 	3.69524e-11	-5.74066e-12	0          	9.48279e-12	-5.69103e-12	-0.00203339	0.00112022 	-8.00997e+06	
8.1e-09    	3.49603e-11	3.65806e-11	-6.16245e-12	0          	9.00411e-12	-5.65873e-12	-0.00202569	0.00111621 	-8.25868e+06	
8.115e-09  	3.48771e-11	3.61888e-11	-6.12132e-12	0          	8.5302e-12 	-5.93381e-12	-0.00201798	0.00111059 	-8.38151e+06	
8.13e-09   	3.47898e-11	3.60895e-11	-5.64232e-12	0          	8.5091e-12 	-6.21392e-12	-0.00201027	0.00110426 	-8.37092e+06	
8.145e-09  	3.46984e-11	3.62983e-11	-5.19327e-12	0          	8.92929e-12	-6.19279e-12	-0.00200261	0.00109886 	-8.22127e+06	
8.16e-09   	3.46074e-11	3.65188e-11	-5.21015e-12	0          	9.33296e-12	-5.87023e-12	-0.00199503	0.00109512 	-7.92901e+06	
8.175e-09  	3.4521e-11 	3.64442e-11	-5.65627e-12	0          	9.28071e-12	-5.55125e-12	-0.0019875 	0.00109208 	-7.49282e+06	
8.19e-09   	3.44394e-11	3.60678e-11	-6.06101e-12	0          	8.79609e-12	-5.53631e-12	-0.00197997	0.00108811 	-6.91375e+06	
8.205e-09  	3.4358e-11 	3.56887e-11	-5.99731e-12	0          	8.34014e-12	-5.81718e-12	-0.00197243	0.00108255 	-6.19531e+06	
8.22e-09   	3.42724e-11	3.5608e-11 	-5.51342e-12	0          	8.34344e-12	-6.08636e-12	-0.00196489	0.00107639 	-5.34346e+06	
8.235e-09  	3.41829e-11	3.58239e-11	-5.08248e-12	0          	8.77051e-12	-6.04932e-12	-0.0019574 	0.00107124 	-4.36669e+06	
8.25e-09   	3.4094e-11 	3.60344e-11	-5.12251e-12	0          	9.15732e-12	-5.72265e-12	-0.00194999	0.00106771 	-3.27594e+06	
8.265e-09  	3.40098e-11	3.59443e-11	-5.57377e-12	0          	9.0823e-12 	-5.41617e-12	-0.00194263	0.00106478 	-2.08453e+06	
8.28e-09   	3.39302e-11	3.55641e-11	-5.96085e-12	0          	8.59275e-12	-5.4183e-12	-0.00193527	0.00106084 	-808027    	
8.295e-09  	3.38505e-11	3.51982e-11	-5.87495e-12	0          	8.15539e-12	-5.7042e-12	-0.0019279 	0.00105534 	535894     	
8.31e-09   	3.37666e-11	3.51358e-11	-5.38713e-12	0          	8.18267e-12	-5.96193e-12	-0.00192053	0.00104935 	1.92769e+06	
8.325e-09  	3.36789e-11	3.53579e-11	-4.97486e-12	0          	8.61554e-12	-5.90923e-12	-0.00191321	0.00104444 	3.34619e+06	
8.34e-09   	3.3592e-11 	3.55579e-11	-5.03758e-12	0          	8.98484e-12	-5.57919e-12	-0.00190597	0.00104112 	4.76888e+06	
8.355e-09  	3.351e-11  	3.54525e-11	-5.49295e-12	0          	8.88744e-12	-5.28565e-12	-0.00189878	0.00103828 	6.17222e+06	
8.37e-09   	3.34323e-11	3.50693e-11	-5.86176e-12	0          	8.39399e-12	-5.30455e-12	-0.00189158	0.00103437 	7.53203e+06	
8.385e-09  	3.33542e-11	3.4717e-11 	-5.75404e-12	0          	7.97582e-12	-5.59469e-12	-0.00188437	0.00102894 	8.82383e+06	
8.4e-09    	3.3272e-11 	3.46726e-11	-5.26324e-12	0          	8.02663e-12	-5.84049e-12	-0.00187717	0.00102312 	1.00233e+07	
8.415e-09  	3.31861e-11	3.49002e-11	-4.87012e-12	0          	8.46423e-12	-5.77242e-12	-0.00187002	0.00101844 	1.11065e+07	
8.43e-09   	3.31012e-11	3.50891e-11	-4.95502e-12	0          	8.8154e-12 	-5.43974e-12	-0.00186295	0.00101531 	1.20507e+07	
8.445e-09  	3.30212e-11	3.49687e-11	-5.41344e-12	0          	8.69607e-12	-5.15956e-12	-0.00185592	0.00101257 	1.28344e+07	
8.46e-09   	3.29453e-11	3.45832e-11	-5.76337e-12	0          	8.19978e-12	-5.19488e-12	-0.00184888	0.00100868 	1.3438e+07 	
8.475e-09  	3.28689e-11	3.42451e-11	-5.63422e-12	0          	7.80139e-12	-5.48847e-12	-0.00184183	0.00100331 	1.38439e+07	
8.49e-09   	3.27882e-11	3.42183e-11	-5.14138e-12	0          	7.87521e-12	-5.72189e-12	-0.00183479	0.00099766 	1.40374e+07	
8.505e-09  	3.27041e-11	3.44505e-11	-4.76785e-12	0          	8.31647e-12	-5.63877e-12	-0.00182781	0.000993216	1.40064e+07	
8.52e-09   	3.26211e-11	3.46278e-11	-4.87435e-12	0          	8.64894e-12	-5.3042e-12	-0.00182091	0.00099027 	1.37425e+07	
8.535e-09  	3.25431e-11	3.44928e-11	-5.33472e-12	0          	8.5082e-12 	-5.03779e-12	-0.00181404	0.000987604	1.32405e+07	
8.55e-09   	3.24691e-11	3.41058e-11	-5.6652e-12	0          	8.01014e-12	-5.08914e-12	-0.00180716	0.000983739	1.24991e+07	
8.565e-09  	3.23942e-11	3.37823e-11	-5.51508e-12	0          	7.63207e-12	-5.38539e-12	-0.00180027	0.000978442	1.15211e+07	
8.58e-09   	3.2315e-11 	3.37726e-11	-5.02115e-12	0          	7.72838e-12	-5.606e-12 	-0.00179339	0.000972955	1.03131e+07	
8.595e-09  	3.22326e-11	3.40087e-11	-4.66763e-12	0          	8.17223e-12	-5.50818e-12	-0.00178657	0.000968734	8.88607e+06	
8.61e-09   	3.21516e-11	3.41739e-11	-4.79513e-12	0          	8.48548e-12	-5.17249e-12	-0.00177982	0.000965963	7.25494e+06	
8.625e-09  	3.20755e-11	3.40247e-11	-5.25639e-12	0          	8.3239e-12 	-4.9202e-12	-0.00177311	0.000963371	5.43872e+06	
8.64e-09   	3.20032e-11	3.3637e-11 	-5.56692e-12	0          	7.82516e-12	-4.98717e-12	-0.00176639	0.000959527	3.46026e+06	
8.655e-09  	3.19298e-11	3.33284e-11	-5.39639e-12	0          	7.46792e-12	-5.28528e-12	-0.00175965	0.000954297	1.34605e+06	
8.67e-09   	3.18521e-11	3.33355e-11	-4.90237e-12	0          	7.58615e-12	-5.49269e-12	-0.00175293	0.000948977	-874108    	
8.685e-09  	3.17713e-11	3.35746e-11	-4.56931e-12	0          	8.03151e-12	-5.38057e-12	-0.00174628	0.000944974	-3.16745e+06	
8.7e-09    	3.16922e-11	3.37273e-11	-4.71724e-12	0          	8.32507e-12	-5.0445e-12	-0.00173969	0.00094237 	-5.49869e+06	
8.715e-09  	3.1618e-11 	3.35642e-11	-5.1784e-12	0          	8.14327e-12	-4.80667e-12	-0.00173313	0.000939845	-7.83052e+06	
8.73e-09   	3.15473e-11	3.31766e-11	-5.46862e-12	0          	7.64495e-12	-4.88882e-12	-0.00172656	0.000936018	-1.01242e+07	
8.745e-09  	3.14754e-11	3.28833e-11	-5.27835e-12	0          	7.30901e-12	-5.18799e-12	-0.00171998	0.000930856	-1.234e+07 	
8.76e-09   	3.13991e-11	3.29067e-11	-4.78536e-12	0          	7.44852e-12	-5.38185e-12	-0.00171341	0.000925703	-1.4438e+07	
8.775e-09  	3.132e-11  	3.31479e-11	-4.47327e-12	0          	7.8943e-12 	-5.25585e-12	-0.00170691	0.000921912	-1.63788e+07	
8.79e-09   	3.12427e-11	3.32878e-11	-4.64113e-12	0          	8.16774e-12	-4.92016e-12	-0.00170048	0.000919468	-1.8124e+07	
8.805e-09  	3.11703e-11	3.31112e-11	-5.10131e-12	0          	7.96636e-12	-4.69709e-12	-0.00169407	0.000917003	-1.96369e+07	
8.82e-09   	3.11013e-11	3.27245e-11	-5.37101e-12	0          	7.46953e-12	-4.79393e-12	-0.00168765	0.000913191	-2.08835e+07	
8.835e-09  	3.10308e-11	3.24469e-11	-5.16183e-12	0          	7.15527e-12	-5.09338e-12	-0.00168122	0.000908097	-2.18327e+07	
8.85e-09   	3.09559e-11	3.24861e-11	-4.67109e-12	0          	7.31537e-12	-5.27336e-12	-0.00167481	0.00090311 	-2.24573e+07	
8.865e-09  	3.08783e-11	3.27286e-11	-4.38054e-12	0          	7.76048e-12	-5.13394e-12	-0.00166846	0.000899527	-2.27346e+07	
8.88e-09   	3.08028e-11	3.28553e-11	-4.56788e-12	0          	8.01337e-12	-4.79939e-12	-0.00166218	0.000897234	-2.26466e+07	
8.895e-09  	3.07322e-11	3.26657e-11	-5.0263e-12	0          	7.79308e-12	-4.59135e-12	-0.00165592	0.000894823	-2.21809e+07	
8.91e-09   	3.06647e-11	3.22807e-11	-5.27539e-12	0          	7.29876e-12	-4.70238e-12	-0.00164965	0.000891023	-2.13308e+07	
8.925e-09  	3.05956e-11	3.20189e-11	-5.04826e-12	0          	7.00651e-12	-5.0013e-12	-0.00164336	0.000885998	-2.00961e+07	
8.94e-09   	3.0522e-11 	3.20734e-11	-4.56104e-12	0          	7.18642e-12	-5.16712e-12	-0.0016371 	0.000881176	-1.84826e+07	
8.955e-09  	3.0446e-11 	3.23164e-11	-4.2926e-12	0          	7.62971e-12	-5.01476e-12	-0.00163091	0.000877797	-1.65029e+07	
8.97e-09   	3.03723e-11	3.24296e-11	-4.49896e-12	0          	7.86165e-12	-4.6821e-12	-0.00162478	0.000875648	-1.41762e+07	
8.985e-09  	3.03034e-11	3.22275e-11	-4.95486e-12	0          	7.6231e-12 	-4.48933e-12	-0.00161866	0.000873283	-1.15282e+07	
9e-09      	3.02374e-11	3.18449e-11	-5.1833e-12	0          	7.13229e-12	-4.614e-12 	-0.00161253	0.000869493	-8.59082e+06	
9.015e-09  	3.01695e-11	3.15993e-11	-4.93917e-12	0          	6.86227e-12	-4.91163e-12	-0.00160639	0.000864537	-5.40216e+06	
9.03e-09   	3.00973e-11	3.16686e-11	-4.4567e-12	0          	7.06113e-12	-5.06304e-12	-0.00160028	0.00085988 	-2.00585e+06	
9.045e-09  	3.00229e-11	3.19111e-11	-4.21082e-12	0          	7.50144e-12	-4.89826e-12	-0.00159423	0.000856701	1.54933e+06	
9.06e-09   	2.99508e-11	3.20105e-11	-4.43561e-12	0          	7.71203e-12	-4.56823e-12	-0.00158825	0.000854689	5.21018e+06	
9.075e-09  	2.98836e-11	3.17965e-11	-4.88811e-12	0          	7.4559e-12 	-4.39092e-12	-0.00158228	0.000852364	8.91976e+06	
9.09e-09   	2.98191e-11	3.14172e-11	-5.09574e-12	0          	6.96954e-12	-4.52867e-12	-0.00157629	0.000848579	1.26182e+07	
9.105e-09  	2.97525e-11	3.11879e-11	-4.83543e-12	0          	6.7219e-12 	-4.82422e-12	-0.00157029	0.000843693	1.62437e+07	
9.12e-09   	2.96815e-11	3.12713e-11	-4.35871e-12	0          	6.93881e-12	-4.96102e-12	-0.00156432	0.000839202	1.97332e+07	
9.135e-09  	2.96086e-11	3.15127e-11	-4.13554e-12	0          	7.37498e-12	-4.78437e-12	-0.00155842	0.000836219	2.30239e+07	
9.15e-09   	2.95382e-11	3.15981e-11	-4.37787e-12	0          	7.56387e-12	-4.45771e-12	-0.00155257	0.000834337	2.60539e+07	
9.165e-09  	2.94727e-11	3.13726e-11	-4.82581e-12	0          	7.29088e-12	-4.29602e-12	-0.00154674	0.000832045	2.87633e+07	
9.18e-09   	2.94095e-11	3.09973e-11	-5.01222e-12	0          	6.80992e-12	-4.44626e-12	-0.00154089	0.000828263	3.10955e+07	
9.195e-09  	2.93441e-11	3.07846e-11	-4.73626e-12	0          	6.58479e-12	-4.73898e-12	-0.00153503	0.000823447	3.29982e+07	
9.21e-09   	2.92744e-11	3.08814e-11	-4.26591e-12	0          	6.81883e-12	-4.86097e-12	-0.00152921	0.000819122	3.44243e+07	
9.225e-09  	2.92029e-11	3.11208e-11	-4.0652e-12	0          	7.24975e-12	-4.67303e-12	-0.00152345	0.000816331	3.5333e+07 	
9.24e-09   	2.91342e-11	3.1192e-11 	-4.32376e-12	0          	7.4167e-12 	-4.35046e-12	-0.00151774	0.000814572	3.56907e+07	
9.255e-09  	2.90702e-11	3.09558e-11	-4.76562e-12	0          	7.12766e-12	-4.20451e-12	-0.00151205	0.000812306	3.54717e+07	
9.27e-09   	2.90084e-11	3.05852e-11	-4.93005e-12	0          	6.65309e-12	-4.36662e-12	-0.00150633	0.000808524	3.46593e+07	
9.285e-09  	2.89442e-11	3.03891e-11	-4.63859e-12	0          	6.45061e-12	-4.65576e-12	-0.00150061	0.00080378 	3.32456e+07	
9.3e-09    	2.88757e-11	3.04988e-11	-4.17484e-12	0          	6.70092e-12	-4.76283e-12	-0.00149492	0.000799622	3.12331e+07	
9.315e-09  	2.88057e-11	3.07355e-11	-3.99593e-12	0          	7.1256e-12 	-4.56419e-12	-0.0014893 	0.00079702 	2.86338e+07	
9.33e-09   	2.87386e-11	3.07923e-11	-4.26902e-12	0          	7.27054e-12	-4.24642e-12	-0.00148374	0.000795376	2.54703e+07	
9.345e-09  	2.86761e-11	3.05459e-11	-4.70295e-12	0          	6.96639e-12	-4.1163e-12	-0.00147818	0.000793128	2.17752e+07	
9.36e-09   	2.86156e-11	3.01807e-11	-4.84438e-12	0          	6.49932e-12	-4.28964e-12	-0.00147259	0.000789344	1.75913e+07	
9.375e-09  	2.85525e-11	3.00014e-11	-4.53733e-12	0          	6.31972e-12	-4.57447e-12	-0.001467  	0.000784673	1.29709e+07	
9.39e-09   	2.84852e-11	3.01233e-11	-4.08017e-12	0          	6.58554e-12	-4.66651e-12	-0.00146145	0.000780683	7.97554e+06	
9.405e-09  	2.84166e-11	3.03564e-11	-3.92213e-12	0          	7.00316e-12	-4.4578e-12	-0.00145597	0.000778267	2.67501e+06	
9.42e-09   	2.8351e-11 	3.03987e-11	-4.2079e-12	0          	7.12619e-12	-4.14552e-12	-0.00145054	0.00077673 	-2.85328e+06	
9.435e-09  	2.82901e-11	3.01428e-11	-4.632e-12 	0          	6.80808e-12	-4.03128e-12	-0.00144511	0.000774493	-8.52547e+06	
9.45e-09   	2.82308e-11	2.97838e-11	-4.74948e-12	0          	6.34973e-12	-4.21519e-12	-0.00143965	0.000770705	-1.42524e+07	
9.465e-09  	2.81688e-11	2.96212e-11	-4.42686e-12	0          	6.19332e-12	-4.495e-12 	-0.00143419	0.000766108	-1.99409e+07	
9.48e-09   	2.81027e-11	2.97546e-11	-3.9764e-12	0          	6.474e-12  	-4.57196e-12	-0.00142878	0.000762287	-2.54953e+07	
9.495e-09  	2.80355e-11	2.99835e-11	-3.8385e-12	0          	6.8839e-12 	-4.35382e-12	-0.00142343	0.000760054	-3.08188e+07	
9.51e-09   	2.79714e-11	3.00113e-11	-4.13538e-12	0          	6.98532e-12	-4.04771e-12	-0.00141812	0.000758616	-3.58153e+07	
9.525e-09  	2.79119e-11	2.97464e-11	-4.54821e-12	0          	6.65453e-12	-3.94935e-12	-0.00141282	0.000756384	-4.03907e+07	
9.54e-09   	2.78538e-11	2.93943e-11	-4.64132e-12	0          	6.20619e-12	-4.14314e-12	-0.00140749	0.000752588	-4.44548e+07	
9.555e-09  	2.77929e-11	2.92485e-11	-4.30377e-12	0          	6.07332e-12	-4.41724e-12	-0.00140216	0.000748069	-4.7923e+07	
9.57e-09   	2.77279e-11	2.93927e-11	-3.86077e-12	0          	6.36826e-12	-4.47911e-12	-0.00139688	0.000744419	-5.07175e+07	
9.585e-09  	2.76621e-11	2.96166e-11	-3.74303e-12	0          	6.76984e-12	-4.2522e-12	-0.00139166	0.000742365	-5.27693e+07	
9.6e-09    	2.75995e-11	2.96298e-11	-4.05032e-12	0          	6.85002e-12	-3.95291e-12	-0.00138649	0.000741018	-5.40195e+07	
9.615e-09  	2.75414e-11	2.93567e-11	-4.4514e-12	0          	6.50786e-12	-3.87041e-12	-0.00138131	0.000738782	-5.44205e+07	
9.63e-09   	2.74845e-11	2.90121e-11	-4.52083e-12	0          	6.07079e-12	-4.07339e-12	-0.0013761 	0.000734978	-5.39372e+07	
9.645e-09  	2.74246e-11	2.88831e-11	-4.17016e-12	0          	5.96169e-12	-4.3411e-12	-0.0013709 	0.000730538	-5.25482e+07	
9.66e-09   	2.73608e-11	2.90373e-11	-3.73657e-12	0          	6.27018e-12	-4.3879e-12	-0.00136574	0.000727062	-5.02465e+07	
9.675e-09  	2.72962e-11	2.92555e-11	-3.64021e-12	0          	6.66277e-12	-4.15291e-12	-0.00136065	0.000725183	-4.70399e+07	
9.69e-09   	2.72352e-11	2.92542e-11	-3.95849e-12	0          	6.722e-12  	-3.86108e-12	-0.0013556 	0.000723918	-4.29517e+07	
9.705e-09  	2.71784e-11	2.89735e-11	-4.34875e-12	0          	6.3696e-12 	-3.79436e-12	-0.00135055	0.000721672	-3.80205e+07	
9.72e-09   	2.71226e-11	2.86372e-11	-4.39664e-12	0          	5.9448e-12 	-4.00581e-12	-0.00134546	0.000717857	-3.23005e+07	
9.735e-09  	2.70637e-11	2.85248e-11	-4.03606e-12	0          	5.85942e-12	-4.2665e-12	-0.00134038	0.000713502	-2.58605e+07	
9.75e-09   	2.70009e-11	2.86883e-11	-3.61519e-12	0          	6.18042e-12	-4.29829e-12	-0.00133535	0.000710201	-1.87837e+07	
9.765e-09  	2.69377e-11	2.89001e-11	-3.54275e-12	0          	6.56306e-12	-4.05591e-12	-0.00133039	0.000708492	-1.11666e+07	
9.78e-09   	2.68781e-11	2.88843e-11	-3.87392e-12	0          	6.60132e-12	-3.77214e-12	-0.00132546	0.000707301	-3.11792e+06	
9.795e-09  	2.68226e-11	2.85968e-11	-4.2556e-12	0          	6.23947e-12	-3.7211e-12	-0.00132052	0.000705036	5.24304e+06	
9.81e-09   	2.67679e-11	2.82693e-11	-4.28533e-12	0          	5.82747e-12	-3.9403e-12	-0.00131556	0.000701211	1.37878e+07	
9.825e-09  	2.67099e-11	2.81735e-11	-3.91916e-12	0          	5.76522e-12	-4.19333e-12	-0.0013106 	0.000696943	2.23808e+07	
9.84e-09   	2.66483e-11	2.83456e-11	-3.51527e-12	0          	6.09723e-12	-4.21023e-12	-0.00130569	0.00069382 	3.08812e+07	
9.855e-09  	2.65863e-11	2.85503e-11	-3.47007e-12	0          	6.46849e-12	-3.96117e-12	-0.00130085	0.000692277	3.91453e+07	
9.87e-09   	2.65281e-11	2.85201e-11	-3.81668e-12	0          	6.4853e-12 	-3.68605e-12	-0.00129604	0.00069115 	4.70284e+07	
9.885e-09  	2.64739e-11	2.82265e-11	-4.19252e-12	0          	6.11427e-12	-3.65053e-12	-0.00129122	0.00068886 	5.43881e+07	
9.9e-09    	2.64202e-11	2.79085e-11	-4.20777e-12	0          	5.71504e-12	-3.87675e-12	-0.00128637	0.000685023	6.10855e+07	
9.915e-09  	2.63632e-11	2.7829e-11 	-3.84041e-12	0          	5.67478e-12	-4.12153e-12	-0.00128153	0.000680848	6.69889e+07	
9.93e-09   	2.63026e-11	2.80088e-11	-3.45749e-12	0          	6.01574e-12	-4.12367e-12	-0.00127674	0.000677905	7.19754e+07	
9.945e-09  	2.62419e-11	2.82059e-11	-3.44233e-12	0          	6.37372e-12	-3.86866e-12	-0.00127202	0.000676523	7.59333e+07	
9.96e-09   	2.6185e-11 	2.81614e-11	-3.80616e-12	0          	6.36816e-12	-3.60274e-12	-0.00126733	0.00067545 	7.87647e+07	
9.975e-09  	2.61321e-11	2.78625e-11	-4.17789e-12	0          	5.98775e-12	-3.58257e-12	-0.00126262	0.000673128	8.03874e+07	
9.99e-09   	2.60794e-11	2.75545e-11	-4.18106e-12	0          	5.6008e-12 	-3.81504e-12	-0.00125789	0.00066928 	8.07367e+07	
1.0005e-08 	2.60233e-11	2.74912e-11	-3.81522e-12	0          	5.58093e-12	-4.05102e-12	-0.00125316	0.000665203	7.97669e+07	
1.002e-08  	2.59637e-11	2.7678e-11 	-3.45527e-12	0          	5.92842e-12	-4.03858e-12	-0.00124849	0.000662442	7.74529e+07	
1.0035e-08 	2.59043e-11	2.78668e-11	-3.47057e-12	0          	6.27098e-12	-3.77835e-12	-0.00124389	0.000661215	7.37914e+07	
1.005e-08  	2.58487e-11	2.78082e-11	-3.85076e-12	0          	6.24197e-12	-3.52216e-12	-0.00123931	0.000660187	6.88011e+07	
1.0065e-08 	2.57969e-11	2.75048e-11	-4.21719e-12	0          	5.85188e-12	-3.51711e-12	-0.00123471	0.000657825	6.25236e+07	
1.008e-08  	2.57452e-11	2.72072e-11	-4.20746e-12	0          	5.47661e-12	-3.75509e-12	-0.00123009	0.000653968	5.5023e+07 	
1.0095e-08 	2.569e-11  	2.71599e-11	-3.84233e-12	0          	5.47549e-12	-3.98173e-12	-0.00122547	0.000649994	4.63858e+07	
1.011e-08  	2.56314e-11	2.73529e-11	-3.50344e-12	0          	5.82723e-12	-3.95493e-12	-0.00122092	0.000647417	3.67201e+07	
1.0125e-08 	2.55733e-11	2.75328e-11	-3.54552e-12	0          	6.15251e-12	-3.69021e-12	-0.00121643	0.00064634 	2.61544e+07	
1.014e-08  	2.5519e-11 	2.74605e-11	-3.93687e-12	0          	6.09935e-12	-3.44425e-12	-0.00121196	0.000645345	1.48359e+07	
1.0155e-08 	2.54684e-11	2.71532e-11	-4.29235e-12	0          	5.69974e-12	-3.45407e-12	-0.00120747	0.000642938	2.92911e+06	
1.017e-08  	2.54176e-11	2.68666e-11	-4.26429e-12	0          	5.33608e-12	-3.69679e-12	-0.00120296	0.000639074	-9.38697e+06	
1.0185e-08 	2.53632e-11	2.68349e-11	-3.89428e-12	0          	5.35276e-12	-3.91358e-12	-0.00119846	0.000635209	-2.1921e+07	
1.02e-08   	2.53057e-11	2.70333e-11	-3.5697e-12	0          	5.70726e-12	-3.87268e-12	-0.00119402	0.000632817	-3.44722e+07	
1.0215e-08 	2.52487e-11	2.7204e-11 	-3.62994e-12	0          	6.01438e-12	-3.60421e-12	-0.00118964	0.000631882	-4.68335e+07	
1.023e-08  	2.51957e-11	2.7118e-11 	-4.02246e-12	0          	5.93752e-12	-3.36896e-12	-0.00118528	0.000630911	-5.87948e+07	
1.0245e-08 	2.51462e-11	2.68076e-11	-4.35668e-12	0          	5.52972e-12	-3.39334e-12	-0.00118089	0.000628452	-7.01464e+07	
1.026e-08  	2.50963e-11	2.65326e-11	-4.30035e-12	0          	5.17886e-12	-3.64004e-12	-0.00117648	0.000624584	-8.06823e+07	
1.0275e-08 	2.50427e-11	2.65162e-11	-3.91556e-12	0          	5.21373e-12	-3.84652e-12	-0.00117209	0.000620836	-9.0204e+07	
1.029e-08  	2.49862e-11	2.67192e-11	-3.59443e-12	0          	5.57104e-12	-3.79181e-12	-0.00116776	0.00061863 	-9.8524e+07	
1.0305e-08 	2.49304e-11	2.688e-11  	-3.66053e-12	0          	5.86077e-12	-3.52035e-12	-0.00116349	0.00061783 	-1.05469e+08	
1.032e-08  	2.48786e-11	2.67807e-11	-4.04096e-12	0          	5.76236e-12	-3.29622e-12	-0.00115923	0.00061687 	-1.10884e+08	
1.0335e-08 	2.48302e-11	2.6468e-11 	-4.34092e-12	0          	5.34949e-12	-3.33485e-12	-0.00115495	0.000614356	-1.14634e+08	
1.035e-08  	2.47811e-11	2.62049e-11	-4.24427e-12	0          	5.0144e-12 	-3.58476e-12	-0.00115065	0.000610487	-1.16609e+08	
1.0365e-08 	2.47284e-11	2.62036e-11	-3.83328e-12	0          	5.06964e-12	-3.7805e-12	-0.00114636	0.000606861	-1.16722e+08	
