r          	Er(r)      	Ephi(r)    	Ez(r)      	Hr(r)      	Hphi(r)    	Hz(r)      	Jr(r)      	Jphi(r)    	Jz(r)      
-3.56033e-13	3.7244e-13 	-1.69448e-20	32.82      	3.16454e-20	2.87992e-20	3.80698e-13	0          	0          	0          
-3.56068e-13	3.71024e-13	-1.54299e-20	32.88      	3.15867e-20	3.37617e-20	3.75969e-13	0          	0          	0          
-3.56031e-13	3.67738e-13	-1.54585e-20	32.94      	3.14437e-20	2.89641e-20	3.76067e-13	0          	0          	0          
-3.56045e-13	3.68215e-13	-1.66144e-20	33         	3.14545e-20	3.29576e-20	3.73211e-13	0          	0          	0          
-3.56133e-13	3.63221e-13	-1.40253e-20	33.06      	3.12395e-20	2.9743e-20 	3.71179e-13	0          	0          	0          
-3.56161e-13	3.65028e-13	-1.75322e-20	33.12      	3.13234e-20	3.16039e-20	3.70619e-13	0          	0          	0          
-3.56095e-13	3.59117e-13	-1.30457e-20	33.18      	3.10655e-20	3.08932e-20	3.66534e-13	0          	0          	0          
-3.5615e-13	3.61269e-13	-1.78364e-20	33.24      	3.11541e-20	3.00784e-20	3.67617e-13	0          	0          	0          
-3.56159e-13	3.55779e-13	-1.27805e-20	33.3       	3.09224e-20	3.20164e-20	3.6231e-13 	0          	0          	0          
-3.56124e-13	3.56792e-13	-1.74392e-20	33.36      	3.0961e-20 	2.87937e-20	3.64266e-13	0          	0          	0          
-3.56162e-13	3.52654e-13	-1.31928e-20	33.42      	3.07883e-20	3.27585e-20	3.58452e-13	0          	0          	0          
-3.56069e-13	3.52002e-13	-1.6404e-20	33.48      	3.07509e-20	2.80265e-20	3.60124e-13	0          	0          	0          
-3.56034e-13	3.49874e-13	-1.41437e-20	33.54      	3.06633e-20	3.28628e-20	3.55067e-13	0          	0          	0          
-3.56077e-13	3.47053e-13	-1.49342e-20	33.6       	3.05338e-20	2.79343e-20	3.5547e-13 	0          	0          	0          
-3.56064e-13	3.47075e-13	-1.53275e-20	33.66      	3.05372e-20	3.22374e-20	3.52076e-13	0          	0          	0          
-3.56032e-13	3.4225e-13 	-1.34534e-20	33.72      	3.03176e-20	2.85474e-20	3.50609e-13	0          	0          	0          
-3.56021e-13	3.43619e-13	-1.6326e-20	33.78      	3.03899e-20	3.10071e-20	3.49218e-13	0          	0          	0          
-3.55983e-13	3.37885e-13	-1.23284e-20	33.84      	3.01339e-20	2.96231e-20	3.45577e-13	0          	0          	0          
-3.55984e-13	3.39764e-13	-1.68141e-20	33.9       	3.02054e-20	2.94901e-20	3.46188e-13	0          	0          	0          
-3.55927e-13	3.34094e-13	-1.18312e-20	33.96      	2.99575e-20	3.07757e-20	3.4097e-13 	0          	0          	0          
-3.55868e-13	3.35361e-13	-1.6589e-20	34.02      	3.00068e-20	2.80761e-20	3.42729e-13	0          	0          	0          
-3.55842e-13	3.30943e-13	-1.20918e-20	34.08      	2.9809e-20 	3.16473e-20	3.36678e-13	0          	0          	0          
-3.55819e-13	3.30636e-13	-1.56365e-20	34.14      	2.97964e-20	2.71453e-20	3.38626e-13	0          	0          	0          
-3.55755e-13	3.27875e-13	-1.29884e-20	34.2       	2.96801e-20	3.18684e-20	3.33286e-13	0          	0          	0          
-3.55644e-13	3.25306e-13	-1.42091e-20	34.26      	2.95541e-20	2.69493e-20	3.33781e-13	0          	0          	0          
-3.55681e-13	3.24919e-13	-1.41482e-20	34.32      	2.95455e-20	3.13554e-20	3.29868e-13	0          	0          	0          
-3.55577e-13	3.20354e-13	-1.26887e-20	34.38      	2.93317e-20	2.7433e-20 	3.28646e-13	0          	0          	0          
-3.55535e-13	3.21471e-13	-1.52151e-20	34.44      	2.93938e-20	3.01963e-20	3.26876e-13	0          	0          	0          
-3.55517e-13	3.15686e-13	-1.1456e-20	34.5       	2.91276e-20	2.84611e-20	3.23375e-13	0          	0          	0          
-3.55374e-13	3.17595e-13	-1.57757e-20	34.56      	2.9209e-20 	2.86595e-20	3.23626e-13	0          	0          	0          
-3.5531e-13	3.11785e-13	-1.08892e-20	34.62      	2.89566e-20	2.96387e-20	3.18486e-13	0          	0          	0          
-3.55232e-13	3.12942e-13	-1.56073e-20	34.68      	2.89914e-20	2.71888e-20	3.2014e-13 	0          	0          	0          
-3.55169e-13	3.08207e-13	-1.10686e-20	34.74      	2.87847e-20	3.05463e-20	3.14018e-13	0          	0          	0          
-3.55097e-13	3.07948e-13	-1.47035e-20	34.8       	2.8757e-20 	2.61929e-20	3.15753e-13	0          	0          	0          
-3.55015e-13	3.05115e-13	-1.19125e-20	34.86      	2.86477e-20	3.08226e-20	3.10168e-13	0          	0          	0          
-3.54865e-13	3.02611e-13	-1.32661e-20	34.92      	2.85236e-20	2.59062e-20	3.10855e-13	0          	0          	0          
-3.54851e-13	3.0198e-13 	-1.30825e-20	34.98      	2.84922e-20	3.03378e-20	3.06797e-13	0          	0          	0          
-3.54713e-13	2.97418e-13	-1.17171e-20	35.04      	2.82954e-20	2.63777e-20	3.05589e-13	0          	0          	0          
-3.54644e-13	2.98423e-13	-1.41653e-20	35.1       	2.8329e-20 	2.91593e-20	3.03671e-13	0          	0          	0          
-3.54544e-13	2.9263e-13 	-1.04553e-20	35.16      	2.80772e-20	2.74139e-20	3.00106e-13	0          	0          	0          
-3.54431e-13	2.94429e-13	-1.47406e-20	35.22      	2.81404e-20	2.75974e-20	3.00281e-13	0          	0          	0          
-3.54312e-13	2.8856e-13 	-9.89161e-21	35.28      	2.78898e-20	2.86128e-20	2.94918e-13	0          	0          	0          
-3.54186e-13	2.89606e-13	-1.45412e-20	35.34      	2.79241e-20	2.61154e-20	2.96512e-13	0          	0          	0          
-3.54074e-13	2.84821e-13	-1.00862e-20	35.4       	2.77105e-20	2.9494e-20 	2.9025e-13 	0          	0          	0          
-3.53949e-13	2.84377e-13	-1.35839e-20	35.46      	2.76836e-20	2.51176e-20	2.91938e-13	0          	0          	0          
-3.53863e-13	2.81582e-13	-1.09701e-20	35.52      	2.75591e-20	2.97307e-20	2.86223e-13	0          	0          	0          
-3.53686e-13	2.78829e-13	-1.21073e-20	35.58      	2.74278e-20	2.48796e-20	2.86835e-13	0          	0          	0          
-3.53609e-13	2.78157e-13	-1.2147e-20	35.64      	2.73929e-20	2.91596e-20	2.82769e-13	0          	0          	0          
-3.53465e-13	2.73456e-13	-1.05587e-20	35.7       	2.71928e-20	2.54096e-20	2.81231e-13	0          	0          	0          
-3.53311e-13	2.74547e-13	-1.31831e-20	35.76      	2.72257e-20	2.79348e-20	2.79304e-13	0          	0          	0          
-3.53156e-13	2.68658e-13	-9.34751e-21	35.82      	2.69652e-20	2.64489e-20	2.75545e-13	0          	0          	0          
-3.53031e-13	2.70281e-13	-1.36779e-20	35.88      	2.70176e-20	2.63417e-20	2.75872e-13	0          	0          	0          
-3.52887e-13	2.64303e-13	-8.86139e-21	35.94      	2.67622e-20	2.76328e-20	2.70183e-13	0          	0          	0          
-3.52745e-13	2.6527e-13 	-1.33764e-20	36         	2.679e-20  	2.48958e-20	2.71628e-13	0          	0          	0          
-3.52563e-13	2.60553e-13	-9.16087e-21	36.06      	2.65841e-20	2.8445e-20 	2.6538e-13 	0          	0          	0          
-3.52425e-13	2.59666e-13	-1.23099e-20	36.12      	2.65318e-20	2.39773e-20	2.6678e-13 	0          	0          	0          
-3.52276e-13	2.57122e-13	-1.00914e-20	36.18      	2.64237e-20	2.85624e-20	2.61311e-13	0          	0          	0          
-3.52135e-13	2.5387e-13 	-1.07758e-20	36.24      	2.62597e-20	2.38248e-20	2.61372e-13	0          	0          	0          
-3.52007e-13	2.53699e-13	-1.12857e-20	36.3       	2.62549e-20	2.78755e-20	2.57571e-13	0          	0          	0          
-3.51803e-13	2.48465e-13	-9.22295e-21	36.36      	2.6009e-20 	2.44551e-20	2.55494e-13	0          	0          	0          
-3.51616e-13	2.49829e-13	-1.22655e-20	36.42      	2.60686e-20	2.65276e-20	2.53988e-13	0          	0          	0          
-3.51449e-13	2.43515e-13	-8.10221e-21	36.48      	2.5787e-20 	2.55653e-20	2.49777e-13	0          	0          	0          
-3.51265e-13	2.45111e-13	-1.26227e-20	36.54      	2.58402e-20	2.48853e-20	2.50352e-13	0          	0          	0          
-3.51064e-13	2.39145e-13	-7.75479e-21	36.6       	2.55777e-20	2.67483e-20	2.44241e-13	0          	0          	0          
-3.509e-13 	2.3991e-13 	-1.21062e-20	36.66      	2.5602e-20 	2.34637e-20	2.45805e-13	0          	0          	0          
-3.50707e-13	2.35519e-13	-8.27781e-21	36.72      	2.54074e-20	2.743e-20  	2.39507e-13	0          	0          	0          
-3.50509e-13	2.34047e-13	-1.08252e-20	36.78      	2.53208e-20	2.27193e-20	2.40602e-13	0          	0          	0          
-3.5032e-13	2.32038e-13	-9.37117e-21	36.84      	2.52226e-20	2.73066e-20	2.35407e-13	0          	0          	0          
-3.5015e-13	2.28094e-13	-9.20054e-21	36.9       	2.50397e-20	2.28282e-20	2.34799e-13	0          	0          	0          
-3.49927e-13	2.28223e-13	-1.05752e-20	36.96      	2.50374e-20	2.63593e-20	2.31616e-13	0          	0          	0          
-3.49688e-13	2.22495e-13	-7.70395e-21	37.02      	2.47775e-20	2.36735e-20	2.28605e-13	0          	0          	0          
-3.49516e-13	2.23905e-13	-1.13784e-20	37.08      	2.48418e-20	2.48196e-20	2.27935e-13	0          	0          	0          
-3.49306e-13	2.17506e-13	-6.81538e-21	37.14      	2.45548e-20	2.48654e-20	2.22713e-13	0          	0          	0          
-3.49071e-13	2.18907e-13	-1.14249e-20	37.2       	2.45968e-20	2.31853e-20	2.23831e-13	0          	0          	0          
-3.4888e-13	2.13293e-13	-6.78248e-21	37.26      	2.43505e-20	2.59033e-20	2.17345e-13	0          	0          	0          
-3.48728e-13	2.13264e-13	-1.05938e-20	37.32      	2.43317e-20	2.19552e-20	2.18934e-13	0          	0          	0          
-3.4841e-13	2.09589e-13	-7.57099e-21	37.38      	2.41609e-20	2.63091e-20	2.12768e-13	0          	0          	0          
-3.48224e-13	2.07063e-13	-9.10055e-21	37.44      	2.40387e-20	2.15111e-20	2.13255e-13	0          	0          	0          
-3.47972e-13	2.05899e-13	-8.77889e-21	37.5       	2.398e-20  	2.58319e-20	2.08751e-13	0          	0          	0          
-3.47754e-13	2.00939e-13	-7.45201e-21	37.56      	2.37597e-20	2.19404e-20	2.07115e-13	0          	0          	0          
-3.47485e-13	2.01748e-13	-9.86793e-21	37.62      	2.3772e-20 	2.45845e-20	2.04891e-13	0          	0          	0          
-3.47234e-13	1.95434e-13	-6.16323e-21	37.68      	2.3485e-20 	2.29758e-20	2.00934e-13	0          	0          	0          
-3.47007e-13	1.96872e-13	-1.03924e-20	37.74      	2.35461e-20	2.29207e-20	2.00981e-13	0          	0          	0          
-3.4675e-13	1.90638e-13	-5.61979e-21	37.8       	2.32563e-20	2.41645e-20	1.95065e-13	0          	0          	0          
-3.46515e-13	1.91248e-13	-1.00693e-20	37.86      	2.32824e-20	2.13596e-20	1.96667e-13	0          	0          	0          
-3.46262e-13	1.86213e-13	-5.98103e-21	37.92      	2.30485e-20	2.49876e-20	1.90013e-13	0          	0          	0          
-3.46029e-13	1.8483e-13 	-8.88408e-21	37.98      	2.29637e-20	2.04239e-20	1.91269e-13	0          	0          	0          
-3.45753e-13	1.82311e-13	-7.03366e-21	38.04      	2.28564e-20	2.49949e-20	1.85606e-13	0          	0          	0          
-3.45508e-13	1.78194e-13	-7.22701e-21	38.1       	2.26541e-20	2.03586e-20	1.85515e-13	0          	0          	0          
-3.45252e-13	1.77912e-13	-8.29538e-21	38.16      	2.26336e-20	2.4079e-20 	1.81949e-13	0          	0          	0          
-3.44978e-13	1.71846e-13	-5.65869e-21	38.22      	2.23542e-20	2.11246e-20	1.79324e-13	0          	0          	0          
-3.44726e-13	1.73009e-13	-9.1993e-21	38.28      	2.23905e-20	2.24928e-20	1.7839e-13 	0          	0          	0          
-3.44393e-13	1.66122e-13	-4.71458e-21	38.34      	2.20789e-20	2.23336e-20	1.73361e-13	0          	0          	0          
-3.44155e-13	1.67127e-13	-9.29867e-21	38.4       	2.21151e-20	2.07332e-20	1.74652e-13	0          	0          	0          
-3.43853e-13	1.60932e-13	-4.70193e-21	38.46      	2.18272e-20	2.33842e-20	1.68185e-13	0          	0          	0          
-3.43553e-13	1.60446e-13	-8.45998e-21	38.52      	2.1793e-20 	1.9432e-20 	1.69998e-13	0          	0          	0          
-3.4326e-13	1.56342e-13	-5.53356e-21	38.58      	2.16072e-20	2.37142e-20	1.64073e-13	0          	0          	0          
-3.42955e-13	1.53059e-13	-6.98297e-21	38.64      	2.145e-20  	1.89313e-20	1.6498e-13 	0          	0          	0          
-3.42629e-13	1.51453e-13	-6.80422e-21	38.7       	2.13696e-20	2.31654e-20	1.60619e-13	0          	0          	0          
-3.42402e-13	1.45717e-13	-5.33388e-21	38.76      	2.11038e-20	1.93349e-20	1.59419e-13	0          	0          	0          
-3.42068e-13	1.45914e-13	-7.94894e-21	38.82      	2.10922e-20	2.1764e-20 	1.57708e-13	0          	0          	0          
-3.41728e-13	1.38748e-13	-4.12559e-21	38.88      	2.07659e-20	2.03829e-20	1.5401e-13 	0          	0          	0          
-3.414e-13 	1.3936e-13 	-8.43692e-21	38.94      	2.07775e-20	1.99672e-20	1.54759e-13	0          	0          	0          
-3.41134e-13	1.3232e-13 	-3.76029e-21	39         	2.04506e-20	2.15083e-20	1.49352e-13	0          	0          	0          
-3.40782e-13	1.31657e-13	-7.98588e-21	39.06      	2.04081e-20	1.83488e-20	1.51438e-13	0          	0          	0          
-3.40494e-13	1.26343e-13	-4.33399e-21	39.12      	2.01768e-20	2.21356e-20	1.45553e-13	0          	0          	0          
-3.4018e-13	1.2341e-13 	-6.72817e-21	39.18      	2.00218e-20	1.74578e-20	1.47392e-13	0          	0          	0          
-3.39796e-13	1.20318e-13	-5.55112e-21	39.24      	1.98763e-20	2.18548e-20	1.42859e-13	0          	0          	0          
-3.39464e-13	1.14729e-13	-5.09882e-21	39.3       	1.96154e-20	1.75009e-20	1.43001e-13	0          	0          	0          
-3.39084e-13	1.13633e-13	-6.87757e-21	39.36      	1.95472e-20	2.0635e-20 	1.4101e-13 	0          	0          	0          
-3.38802e-13	1.0618e-13 	-3.6964e-21	39.42      	1.92147e-20	1.83546e-20	1.38429e-13	0          	0          	0          
-3.38391e-13	1.06186e-13	-7.67597e-21	39.48      	1.9196e-20 	1.88177e-20	1.39265e-13	0          	0          	0          
-3.38055e-13	9.81772e-14	-3.09281e-21	39.54      	1.88235e-20	1.94754e-20	1.3463e-13 	0          	0          	0          
-3.37684e-13	9.74808e-14	-7.54377e-21	39.6       	1.87851e-20	1.7009e-20 	1.37173e-13	0          	0          	0          
-3.37336e-13	9.07152e-14	-3.47223e-21	39.66      	1.84701e-20	2.02394e-20	1.31945e-13	0          	0          	0          
-3.36946e-13	8.76632e-14	-6.5217e-21	39.72      	1.83138e-20	1.58181e-20	1.34648e-13	0          	0          	0          
-3.3656e-13	8.31405e-14	-4.61363e-21	39.78      	1.81018e-20	2.01714e-20	1.30276e-13	0          	0          	0          
-3.36143e-13	7.73786e-14	-4.9689e-21	39.84      	1.78352e-20	1.55418e-20	1.31545e-13	0          	0          	0          
-3.35728e-13	7.51924e-14	-6.03378e-21	39.9       	1.77193e-20	1.91294e-20	1.29495e-13	0          	0          	0          
-3.35349e-13	6.71142e-14	-3.48476e-21	39.96      	1.73414e-20	1.61422e-20	1.28418e-13	0          	0          	0          
-3.34976e-13	6.62141e-14	-7.08289e-21	40.02      	1.72911e-20	1.73359e-20	1.29286e-13	0          	0          	0          
-3.34543e-13	5.71928e-14	-2.68412e-21	40.08      	1.68783e-20	1.72115e-20	1.25886e-13	0          	0          	0          
-3.34146e-13	5.59327e-14	-7.25575e-21	40.14      	1.67948e-20	1.53727e-20	1.28939e-13	0          	0          	0          
-3.33693e-13	4.77814e-14	-2.87753e-21	40.2       	1.64293e-20	1.80935e-20	1.24318e-13	0          	0          	0          
-3.33276e-13	4.45404e-14	-6.44204e-21	40.26      	1.62699e-20	1.38902e-20	1.28114e-13	0          	0          	0          
-3.32839e-13	3.84267e-14	-3.99766e-21	40.32      	1.59806e-20	1.81822e-20	1.24129e-13	0          	0          	0          
-3.32391e-13	3.22709e-14	-4.9418e-21	40.38      	1.56925e-20	1.33626e-20	1.26665e-13	0          	0          	0          
-3.31922e-13	2.86806e-14	-5.49958e-21	40.44      	1.55213e-20	1.72157e-20	1.24967e-13	0          	0          	0          
-3.31489e-13	1.99724e-14	-3.42104e-21	40.5       	1.51131e-20	1.38027e-20	1.25066e-13	0          	0          	0          
-3.31004e-13	1.80114e-14	-6.72793e-21	40.56      	1.50053e-20	1.54204e-20	1.26514e-13	0          	0          	0          
-3.30535e-13	7.87641e-15	-2.50563e-21	40.62      	1.45518e-20	1.48044e-20	1.24133e-13	0          	0          	0          
-3.30057e-13	5.93269e-15	-7.08049e-21	40.68      	1.4446e-20 	1.33439e-20	1.28032e-13	0          	0          	0          
-3.29567e-13	-3.62093e-15	-2.63655e-21	40.74      	1.40002e-20	1.5687e-20 	1.24342e-13	0          	0          	0          
-3.29077e-13	-7.44628e-15	-6.40615e-21	40.8       	1.38138e-20	1.17137e-20	1.29025e-13	0          	0          	0          
-3.28553e-13	-1.49784e-14	-3.72254e-21	40.86      	1.34661e-20	1.58257e-20	1.25905e-13	0          	0          	0          
-3.28054e-13	-2.18432e-14	-4.98967e-21	40.92      	1.31343e-20	1.10131e-20	1.29561e-13	0          	0          	0          
-3.27529e-13	-2.68283e-14	-5.27109e-21	40.98      	1.28937e-20	1.48986e-20	1.28694e-13	0          	0          	0          
-3.27018e-13	-3.6459e-14	-3.49205e-21	41.04      	1.24514e-20	1.13204e-20	1.30002e-13	0          	0          	0          
-3.26452e-13	-3.96859e-14	-6.57288e-21	41.1       	1.22913e-20	1.3105e-20 	1.32168e-13	0          	0          	0          
-3.25914e-13	-5.08378e-14	-2.57541e-21	41.16      	1.17804e-20	1.22184e-20	1.31099e-13	0          	0          	0          
-3.25341e-13	-5.40081e-14	-7.03918e-21	41.22      	1.16205e-20	1.10026e-20	1.35613e-13	0          	0          	0          
-3.24787e-13	-6.45958e-14	-2.64883e-21	41.28      	1.11293e-20	1.30665e-20	1.33242e-13	0          	0          	0          
-3.24221e-13	-6.9709e-14	-6.48379e-21	41.34      	1.08804e-20	9.25531e-21	1.3887e-13 	0          	0          	0          
-3.23638e-13	-7.84073e-14	-3.70747e-21	41.4       	1.04808e-20	1.32224e-20	1.36807e-13	0          	0          	0          
-3.23014e-13	-8.64007e-14	-5.13368e-21	41.46      	1.0109e-20 	8.42227e-21	1.41569e-13	0          	0          	0          
-3.22445e-13	-9.26014e-14	-5.27524e-21	41.52      	9.81032e-21	1.23194e-20	1.4164e-13 	0          	0          	0          
-3.2182e-13	-1.0335e-13	-3.63711e-21	41.58      	9.31146e-21	8.62414e-21	1.44256e-13	0          	0          	0          
-3.21208e-13	-1.07867e-13	-6.64151e-21	41.64      	9.08276e-21	1.04844e-20	1.47437e-13	0          	0          	0          
-3.20575e-13	-1.20117e-13	-2.69907e-21	41.7       	8.52993e-21	9.49592e-21	1.47561e-13	0          	0          	0          
-3.19932e-13	-1.245e-13 	-7.172e-21 	41.76      	8.30245e-21	8.30037e-21	1.53345e-13	0          	0          	0          
-3.19259e-13	-1.36456e-13	-2.8154e-21	41.82      	7.75568e-21	1.03384e-20	1.52083e-13	0          	0          	0          
-3.18603e-13	-1.42711e-13	-6.61205e-21	41.88      	7.4581e-21 	6.52019e-21	1.5876e-13 	0          	0          	0          
-3.17944e-13	-1.52693e-13	-3.93354e-21	41.94      	6.99372e-21	1.04394e-20	1.57988e-13	0          	0          	0          
-3.1728e-13	-1.61993e-13	-5.26657e-21	42         	6.55984e-21	5.68481e-21	1.63664e-13	0          	0          	0          
-3.16569e-13	-1.69361e-13	-5.52544e-21	42.06      	6.19982e-21	9.47974e-21	1.65108e-13	0          	0          	0          
-3.15836e-13	-1.81595e-13	-3.7809e-21	42.12      	5.64419e-21	5.87524e-21	1.68703e-13	0          	0          	0          
-3.1513e-13	-1.87243e-13	-6.88053e-21	42.18      	5.3669e-21 	7.58945e-21	1.73237e-13	0          	0          	0          
-3.14393e-13	-2.01009e-13	-2.89042e-21	42.24      	4.73498e-21	6.727e-21  	1.74537e-13	0          	0          	0          
-3.13639e-13	-2.06756e-13	-7.35929e-21	42.3       	4.45486e-21	5.37114e-21	1.81575e-13	0          	0          	0          
-3.1291e-13	-2.19905e-13	-3.05559e-21	42.36      	3.85053e-21	7.54259e-21	1.81321e-13	0          	0          	0          
-3.1213e-13	-2.27565e-13	-6.74239e-21	42.42      	3.49003e-21	3.58993e-21	1.89543e-13	0          	0          	0          
-3.11368e-13	-2.38852e-13	-4.23149e-21	42.48      	2.96116e-21	7.57039e-21	1.89807e-13	0          	0          	0          
-3.1055e-13	-2.49517e-13	-5.34417e-21	42.54      	2.47219e-21	2.82502e-21	1.96896e-13	0          	0          	0          
-3.09786e-13	-2.58203e-13	-5.85032e-21	42.6       	2.05319e-21	6.49576e-21	1.99621e-13	0          	0          	0          
-3.0899e-13	-2.71829e-13	-3.8546e-21	42.66      	1.42608e-21	3.1091e-21 	2.04267e-13	0          	0          	0          
-3.08124e-13	-2.78714e-13	-7.13896e-21	42.72      	1.10288e-21	4.53011e-21	2.10229e-13	0          	0          	0          
-3.07292e-13	-2.9382e-13	-3.05644e-21	42.78      	4.01588e-22	3.99868e-21	2.12423e-13	0          	0          	0          
-3.0643e-13	-3.00919e-13	-7.4641e-21	42.84      	5.60867e-23	2.32524e-21	2.20943e-13	0          	0          	0          
-3.05549e-13	-3.15393e-13	-3.33127e-21	42.9       	-6.00496e-22	4.73309e-21	2.21922e-13	0          	0          	0          
-3.04679e-13	-3.2462e-13	-6.71212e-21	42.96      	-1.04716e-21	6.61633e-22	2.31218e-13	0          	0          	0          
-3.03816e-13	-3.36914e-13	-4.55408e-21	43.02      	-1.61784e-21	4.64475e-21	2.33012e-13	0          	0          	0          
-3.0287e-13	-3.49369e-13	-5.21646e-21	43.08      	-2.19118e-21	3.19352e-23	2.41154e-13	0          	0          	0          
-3.01976e-13	-3.59018e-13	-6.12752e-21	43.14      	-2.64209e-21	3.45327e-21	2.45332e-13	0          	0          	0          
-3.01004e-13	-3.74071e-13	-3.76335e-21	43.2       	-3.34267e-21	4.55359e-22	2.51107e-13	0          	0          	0          
-3.00086e-13	-3.8241e-13	-7.24906e-21	43.26      	-3.74074e-21	1.42154e-21	2.58471e-13	0          	0          	0          
-2.99093e-13	-3.98498e-13	-3.09046e-21	43.32      	-4.47827e-21	1.40949e-21	2.61774e-13	0          	0          	0          
-2.98155e-13	-4.07331e-13	-7.34229e-21	43.38      	-4.90312e-21	-7.0162e-22	2.71448e-13	0          	0          	0          
-2.97151e-13	-4.22596e-13	-3.50925e-21	43.44      	-5.59813e-21	2.07039e-21	2.73885e-13	0          	0          	0          
-2.96136e-13	-4.3376e-13	-6.33667e-21	43.5       	-6.13275e-21	-2.15552e-21	2.83954e-13	0          	0          	0          
-2.95096e-13	-4.46699e-13	-4.79268e-21	43.56      	-6.73108e-21	1.78564e-21	2.87526e-13	0          	0          	0          
-2.9406e-13	-4.60916e-13	-4.74524e-21	43.62      	-7.38737e-21	-2.5045e-21	2.96139e-13	0          	0          	0          
-2.92994e-13	-4.71587e-13	-6.24022e-21	43.68      	-7.87839e-21	4.20827e-22	3.0243e-13 	0          	0          	0          
-2.91953e-13	-4.88152e-13	-3.36399e-21	43.74      	-8.64645e-21	-1.87225e-21	3.08463e-13	0          	0          	0          
-2.90857e-13	-4.97701e-13	-7.08413e-21	43.8       	-9.09972e-21	-1.61263e-21	3.17689e-13	0          	0          	0          
-2.89748e-13	-5.1484e-13	-2.84668e-21	43.86      	-9.89204e-21	-8.90635e-22	3.21712e-13	0          	0          	0          
-2.88636e-13	-5.25372e-13	-6.82174e-21	43.92      	-1.03882e-20	-3.56824e-21	3.32844e-13	0          	0          	0          
-2.87506e-13	-5.41137e-13	-3.41905e-21	43.98      	-1.11073e-20	-3.51241e-22	3.36393e-13	0          	0          	0          
-2.86335e-13	-5.54245e-13	-5.54086e-21	44.04      	-1.17318e-20	-4.70197e-21	3.47262e-13	0          	0          	0          
-2.85195e-13	-5.67461e-13	-4.70661e-21	44.1       	-1.23415e-20	-8.15428e-22	3.52402e-13	0          	0          	0          
-2.84036e-13	-5.83728e-13	-3.82639e-21	44.16      	-1.30943e-20	-4.71613e-21	3.61444e-13	0          	0          	0          
-2.82846e-13	-5.94799e-13	-5.97488e-21	44.22      	-1.36053e-20	-2.31378e-21	3.69384e-13	0          	0          	0          
-2.81627e-13	-6.12967e-13	-2.50037e-21	44.28      	-1.44396e-20	-3.83341e-21	3.75745e-13	0          	0          	0          
-2.80416e-13	-6.23427e-13	-6.43244e-21	44.34      	-1.49443e-20	-4.32234e-21	3.86518e-13	0          	0          	0          
-2.79138e-13	-6.41468e-13	-2.15654e-21	44.4       	-1.57593e-20	-2.79989e-21	3.91158e-13	0          	0          	0          
-2.77861e-13	-6.53438e-13	-5.75718e-21	44.46      	-1.63339e-20	-6.04167e-21	4.03381e-13	0          	0          	0          
-2.76603e-13	-6.69612e-13	-2.86746e-21	44.52      	-1.70732e-20	-2.3671e-21	4.08019e-13	0          	0          	0          
-2.75279e-13	-6.84453e-13	-4.11284e-21	44.58      	-1.77649e-20	-6.76855e-21	4.19351e-13	0          	0          	0          
-2.73983e-13	-6.97823e-13	-4.14013e-21	44.64      	-1.8387e-20	-3.05527e-21	4.26039e-13	0          	0          	0          
-2.7268e-13	-7.15656e-13	-2.27923e-21	44.7       	-1.92111e-20	-6.32342e-21	4.34987e-13	0          	0          	0          
-2.7134e-13	-7.2717e-13	-5.11056e-21	44.76      	-1.9745e-20	-4.68003e-21	4.44664e-13	0          	0          	0          
-2.69985e-13	-7.46409e-13	-1.04572e-21	44.82      	-2.06239e-20	-5.16228e-21	4.50959e-13	0          	0          	0          
-2.68596e-13	-7.57857e-13	-5.05956e-21	44.88      	-2.11621e-20	-6.59967e-21	4.63103e-13	0          	0          	0          
-2.67205e-13	-7.76163e-13	-9.35028e-22	44.94      	-2.20019e-20	-4.09046e-21	4.68143e-13	0          	0          	0          
-2.65804e-13	-7.89735e-13	-3.8108e-21	45         	-2.26358e-20	-7.92165e-21	4.80832e-13	0          	0          	0          
-2.64378e-13	-8.05436e-13	-1.80432e-21	45.06      	-2.33717e-20	-3.88333e-21	4.86627e-13	0          	0          	0          
-2.62912e-13	-8.22163e-13	-1.81385e-21	45.12      	-2.4137e-20	-8.06723e-21	4.97789e-13	0          	0          	0          
-2.61475e-13	-8.35223e-13	-2.932e-21 	45.18      	-2.47513e-20	-4.83579e-21	5.06112e-13	0          	0          	0          
-2.59987e-13	-8.54423e-13	5.15399e-23	45.24      	-2.56219e-20	-7.09696e-21	5.14423e-13	0          	0          	0          
-2.58504e-13	-8.66214e-13	-3.39621e-21	45.3       	-2.61781e-20	-6.55289e-21	5.25682e-13	0          	0          	0          
-2.57001e-13	-8.85775e-13	1.0488e-21 	45.36      	-2.70676e-20	-5.70279e-21	5.31606e-13	0          	0          	0          
-2.55444e-13	-8.98426e-13	-2.66946e-21	45.42      	-2.76641e-20	-8.19901e-21	5.44781e-13	0          	0          	0          
-2.53929e-13	-9.16276e-13	8.96232e-22	45.48      	-2.84802e-20	-4.76032e-21	5.50092e-13	0          	0          	0          
-2.52325e-13	-9.31498e-13	-8.5893e-22	45.54      	-2.91907e-20	-8.93446e-21	5.62876e-13	0          	0          	0          
-2.50726e-13	-9.46482e-13	-2.18246e-23	45.6       	-2.98826e-20	-4.86912e-21	5.69872e-13	0          	0          	0          
