T          	Er(t)      	Ephi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    
0          	0          	0          	0          	0.502891   	-0.502891  
0.00735    	0          	3.60401e-020	6.00668e-031	0.50029    	-0.50029   
0.0147     	1.46504e-033	1.43975e-019	3.00024e-030	0.497689   	-0.497689  
0.02205    	8.78271e-033	3.59473e-019	8.99145e-030	0.495087   	-0.495087  
0.0294     	3.07131e-032	7.18022e-019	2.09584e-029	0.492486   	-0.492486  
0.03675    	8.18311e-032	1.25492e-018	4.18736e-029	0.489884   	-0.489884  
0.0441     	1.83962e-031	2.00529e-018	7.52946e-029	0.487282   	-0.487282  
0.05145    	3.67607e-031	3.00407e-018	1.25362e-028	0.48468    	-0.48468   
0.0588     	6.73367e-031	4.28601e-018	1.96793e-028	0.482079   	-0.482079  
0.06615    	1.15335e-030	5.88569e-018	2.94886e-028	0.479477   	-0.479477  
0.0735     	1.87258e-030	7.83751e-018	4.25506e-028	0.476876   	-0.476876  
0.08085    	2.9104e-030	1.01757e-017	5.95094e-028	0.474276   	-0.474276  
0.0882     	4.36185e-030	1.29342e-017	8.10654e-028	0.471676   	-0.471675  
0.09555    	6.33906e-030	1.6147e-017	1.07976e-027	0.469076   	-0.469076  
0.1029     	8.97261e-030	1.98478e-017	1.41053e-027	0.466477   	-0.466477  
0.11025    	1.24129e-029	2.407e-017 	1.81167e-027	0.463878   	-0.463878  
0.1176     	1.68316e-029	2.88469e-017	2.29241e-027	0.461281   	-0.46128   
0.12495    	2.24229e-029	3.42118e-017	2.86255e-027	0.458684   	-0.458683  
0.1323     	2.94047e-029	4.01976e-017	3.53244e-027	0.456088   	-0.456087  
0.13965    	3.80204e-029	4.68371e-017	4.31296e-027	0.453493   	-0.453491  
0.147      	4.85398e-029	5.41629e-017	5.21556e-027	0.450898   	-0.450897  
0.15435    	6.12607e-029	6.22076e-017	6.2522e-027	0.448305   	-0.448304  
0.1617     	7.65099e-029	7.10034e-017	7.43541e-027	0.445713   	-0.445711  
0.16905    	9.46451e-029	8.05824e-017	8.77821e-027	0.443123   	-0.44312   
0.1764     	1.16055e-028	9.09766e-017	1.02942e-026	0.440533   	-0.440531  
0.18375    	1.41163e-028	1.02218e-016	1.19975e-026	0.437945   	-0.437942  
0.1911     	1.70425e-028	1.14337e-016	1.39027e-026	0.435359   	-0.435355  
0.19845    	2.04334e-028	1.27367e-016	1.6025e-026	0.432773   	-0.432769  
0.2058     	2.4342e-028	1.41338e-016	1.838e-026 	0.43019    	-0.430185  
0.21315    	2.88249e-028	1.56282e-016	2.0984e-026	0.427608   	-0.427602  
0.2205     	3.3943e-028	1.72228e-016	2.38537e-026	0.425027   	-0.425021  
0.22785    	3.97609e-028	1.89209e-016	2.70062e-026	0.422449   	-0.422441  
0.2352     	4.63478e-028	2.07255e-016	3.04593e-026	0.419872   	-0.419864  
0.24255    	5.37769e-028	2.26396e-016	3.42313e-026	0.417297   	-0.417288  
0.2499     	6.2126e-028	2.46662e-016	3.83408e-026	0.414724   	-0.414714  
0.25725    	7.14774e-028	2.68084e-016	4.28071e-026	0.412154   	-0.412142  
0.2646     	8.19182e-028	2.90691e-016	4.765e-026 	0.409585   	-0.409571  
0.27195    	9.35401e-028	3.14514e-016	5.28896e-026	0.407018   	-0.407003  
0.2793     	1.0644e-027	3.39582e-016	5.85467e-026	0.404454   	-0.404437  
0.28665    	1.2072e-027	3.65924e-016	6.46425e-026	0.401892   	-0.401873  
0.294      	1.36486e-027	3.9357e-016	7.11987e-026	0.399332   	-0.399312  
0.30135    	1.53852e-027	4.22549e-016	7.82374e-026	0.396774   	-0.396752  
0.3087     	1.72934e-027	4.5289e-016	8.57813e-026	0.39422    	-0.394195  
0.31605    	1.93856e-027	4.84621e-016	9.38536e-026	0.391667   	-0.391641  
0.3234     	2.16747e-027	5.17772e-016	1.02478e-025	0.389117   	-0.389088  
0.33075    	2.41742e-027	5.52371e-016	1.11678e-025	0.38657    	-0.386539  
0.3381     	2.68981e-027	5.88446e-016	1.21479e-025	0.384026   	-0.383992  
0.34545    	2.9861e-027	6.26026e-016	1.31906e-025	0.381484   	-0.381447  
0.3528     	3.30782e-027	6.65138e-016	1.42983e-025	0.378946   	-0.378905  
0.36015    	3.65656e-027	7.05811e-016	1.54738e-025	0.37641    	-0.376366  
0.3675     	4.03396e-027	7.48072e-016	1.67196e-025	0.373877   	-0.37383   
0.37485    	4.44176e-027	7.91949e-016	1.80384e-025	0.371348   	-0.371296  
0.3822     	4.88172e-027	8.37469e-016	1.9433e-025	0.368821   	-0.368766  
0.38955    	5.3557e-027	8.8466e-016	2.09061e-025	0.366297   	-0.366238  
0.3969     	5.8656e-027	9.33549e-016	2.24606e-025	0.363777   	-0.363714  
0.40425    	6.41342e-027	9.84162e-016	2.40993e-025	0.36126    	-0.361192  
0.4116     	7.00121e-027	1.03653e-015	2.58251e-025	0.358747   	-0.358673  
0.41895    	7.63109e-027	1.09067e-015	2.76411e-025	0.356237   	-0.356158  
0.4263     	8.30526e-027	1.14662e-015	2.95501e-025	0.35373    	-0.353646  
0.43365    	9.026e-027 	1.2044e-015	3.15552e-025	0.351227   	-0.351137  
0.441      	9.79564e-027	1.26403e-015	3.36595e-025	0.348727   	-0.348632  
0.44835    	1.06166e-026	1.32555e-015	3.58662e-025	0.346231   	-0.34613   
0.4557     	1.14914e-026	1.38898e-015	3.81783e-025	0.343739   	-0.343631  
0.46305    	1.24226e-026	1.45434e-015	4.05992e-025	0.341251   	-0.341136  
0.4704     	1.34128e-026	1.52167e-015	4.31321e-025	0.338766   	-0.338644  
0.47775    	1.44648e-026	1.59098e-015	4.57802e-025	0.336285   	-0.336156  
0.4851     	1.55814e-026	1.6623e-015	4.85469e-025	0.333809   	-0.333671  
0.49245    	1.67655e-026	1.73566e-015	5.14356e-025	0.331336   	-0.33119   
0.4998     	1.802e-026 	1.81108e-015	5.44496e-025	0.328867   	-0.328713  
0.50715    	1.9348e-026	1.88859e-015	5.75926e-025	0.326403   	-0.32624   
0.5145     	2.07527e-026	1.96821e-015	6.08679e-025	0.323942   	-0.32377   
0.52185    	2.22373e-026	2.04997e-015	6.4279e-025	0.321486   	-0.321305  
0.5292     	2.38051e-026	2.13388e-015	6.78297e-025	0.319034   	-0.318843  
0.53655    	2.54595e-026	2.21999e-015	7.15235e-025	0.316587   	-0.316385  
0.5439     	2.72039e-026	2.3083e-015	7.5364e-025	0.314144   	-0.313931  
0.55125    	2.90421e-026	2.39884e-015	7.9355e-025	0.311705   	-0.311482  
0.5586     	3.09776e-026	2.49165e-015	8.35002e-025	0.309271   	-0.309036  
0.56595    	3.30142e-026	2.58673e-015	8.78034e-025	0.306842   	-0.306594  
0.5733     	3.51557e-026	2.68412e-015	9.22683e-025	0.304417   	-0.304157  
0.58065    	3.74061e-026	2.78384e-015	9.68989e-025	0.301996   	-0.301724  
0.588      	3.97695e-026	2.8859e-015	1.01699e-024	0.299581   	-0.299295  
0.59535    	4.225e-026 	2.99035e-015	1.06673e-024	0.29717    	-0.296871  
0.6027     	4.48518e-026	3.09719e-015	1.11824e-024	0.294764   	-0.294451  
0.61005    	4.75792e-026	3.20645e-015	1.17156e-024	0.292363   	-0.292035  
0.6174     	5.04366e-026	3.31816e-015	1.22674e-024	0.289967   	-0.289624  
0.62475    	5.34287e-026	3.43233e-015	1.28382e-024	0.287576   	-0.287217  
0.6321     	5.656e-026 	3.54899e-015	1.34283e-024	0.28519    	-0.284815  
0.63945    	5.98352e-026	3.66817e-015	1.40382e-024	0.282809   	-0.282417  
0.6468     	6.32591e-026	3.78987e-015	1.46683e-024	0.280434   	-0.280024  
0.65415    	6.68367e-026	3.91414e-015	1.5319e-024	0.278063   	-0.277636  
0.6615     	7.05731e-026	4.04098e-015	1.59908e-024	0.275698   	-0.275252  
0.66885    	7.44733e-026	4.17042e-015	1.6684e-024	0.273338   	-0.272873  
0.6762     	7.85426e-026	4.30248e-015	1.73992e-024	0.270983   	-0.270499  
0.68355    	8.27863e-026	4.43719e-015	1.81367e-024	0.268634   	-0.26813   
0.6909     	8.72099e-026	4.57456e-015	1.8897e-024	0.26629    	-0.265765  
0.69825    	9.18189e-026	4.71462e-015	1.96806e-024	0.263952   	-0.263406  
0.7056     	9.6619e-026	4.85738e-015	2.04878e-024	0.261619   	-0.261051  
0.71295    	1.01616e-025	5.00288e-015	2.13191e-024	0.259292   	-0.258702  
0.7203     	1.06816e-025	5.15112e-015	2.2175e-024	0.256971   	-0.256357  
0.72765    	1.12224e-025	5.30213e-015	2.3056e-024	0.254655   	-0.254018  
0.735      	1.17848e-025	5.45593e-015	2.39624e-024	0.252345   	-0.251683  
0.74235    	1.23692e-025	5.61255e-015	2.48948e-024	0.250041   	-0.249354  
0.7497     	1.29764e-025	5.772e-015 	2.58536e-024	0.247743   	-0.24703   
0.75705    	1.3607e-025	5.9343e-015	2.68394e-024	0.24545    	-0.244711  
0.7644     	1.42616e-025	6.09947e-015	2.78525e-024	0.243164   	-0.242397  
0.77175    	1.49409e-025	6.26754e-015	2.88934e-024	0.240883   	-0.240089  
0.7791     	1.56457e-025	6.43851e-015	2.99627e-024	0.238609   	-0.237786  
0.78645    	1.63765e-025	6.61242e-015	3.10608e-024	0.23634    	-0.235488  
0.7938     	1.7134e-025	6.78929e-015	3.21881e-024	0.234078   	-0.233196  
0.80115    	1.79191e-025	6.96912e-015	3.33453e-024	0.231822   	-0.230909  
0.8085     	1.87324e-025	7.15195e-015	3.45327e-024	0.229572   	-0.228628  
0.81585    	1.95747e-025	7.33778e-015	3.57509e-024	0.227328   	-0.226352  
0.8232     	2.04466e-025	7.52665e-015	3.70004e-024	0.225091   	-0.224082  
0.83055    	2.13491e-025	7.71857e-015	3.82816e-024	0.22286    	-0.221817  
0.8379     	2.22828e-025	7.91355e-015	3.95951e-024	0.220635   	-0.219558  
0.84525    	2.32485e-025	8.11162e-015	4.09413e-024	0.218417   	-0.217304  
0.8526     	2.42471e-025	8.31279e-015	4.23209e-024	0.216206   	-0.215056  
0.85995    	2.52793e-025	8.51709e-015	4.37342e-024	0.214      	-0.212814  
0.8673     	2.6346e-025	8.72454e-015	4.51819e-024	0.211802   	-0.210578  
0.87465    	2.7448e-025	8.93514e-015	4.66644e-024	0.20961    	-0.208347  
0.882      	2.85862e-025	9.14892e-015	4.81822e-024	0.207424   	-0.206122  
0.88935    	2.97613e-025	9.3659e-015	4.9736e-024	0.205246   	-0.203903  
0.8967     	3.09744e-025	9.58609e-015	5.13261e-024	0.203074   	-0.201689  
0.90405    	3.22263e-025	9.80952e-015	5.29532e-024	0.200908   	-0.199482  
0.9114     	3.35178e-025	1.00362e-014	5.46177e-024	0.19875    	-0.197281  
0.91875    	3.48499e-025	1.02661e-014	5.63202e-024	0.196598   	-0.195085  
0.9261     	3.62236e-025	1.04994e-014	5.80613e-024	0.194454   	-0.192895  
0.93345    	3.76397e-025	1.07359e-014	5.98414e-024	0.192316   	-0.190712  
0.9408     	3.90993e-025	1.09758e-014	6.16612e-024	0.190185   	-0.188534  
0.94815    	4.06032e-025	1.1219e-014	6.35211e-024	0.188061   	-0.186363  
0.9555     	4.21525e-025	1.14655e-014	6.54217e-024	0.185945   	-0.184197  
0.96285    	4.37482e-025	1.17154e-014	6.73636e-024	0.183835   	-0.182038  
0.9702     	4.53912e-025	1.19688e-014	6.93474e-024	0.181732   	-0.179885  
0.97755    	4.70826e-025	1.22255e-014	7.13734e-024	0.179637   	-0.177738  
0.9849     	4.88234e-025	1.24856e-014	7.34425e-024	0.177549   	-0.175597  
0.99225    	5.06147e-025	1.27492e-014	7.5555e-024	0.175468   	-0.173462  
0.9996     	5.24575e-025	1.30162e-014	7.77116e-024	0.173394   	-0.171334  
1.00695    	5.43529e-025	1.32867e-014	7.99128e-024	0.171327   	-0.169212  
1.0143     	5.6302e-025	1.35607e-014	8.21592e-024	0.169268   	-0.167096  
1.02165    	5.83058e-025	1.38382e-014	8.44513e-024	0.167216   	-0.164987  
1.029      	6.03656e-025	1.41192e-014	8.67898e-024	0.165172   	-0.162884  
1.03635    	6.24825e-025	1.44038e-014	8.91752e-024	0.163135   	-0.160787  
1.0437     	6.46575e-025	1.46919e-014	9.1608e-024	0.161106   	-0.158697  
1.05105    	6.68918e-025	1.49835e-014	9.4089e-024	0.159084   	-0.156613  
1.0584     	6.91867e-025	1.52788e-014	9.66186e-024	0.157069   	-0.154535  
1.06575    	7.15432e-025	1.55776e-014	9.91974e-024	0.155063   	-0.152464  
1.0731     	7.39627e-025	1.58801e-014	1.01826e-023	0.153063   	-0.1504    
1.08045    	7.64462e-025	1.61862e-014	1.04505e-023	0.151072   	-0.148342  
1.0878     	7.89951e-025	1.64959e-014	1.07235e-023	0.149088   	-0.14629   
1.09515    	8.16106e-025	1.68093e-014	1.10017e-023	0.147112   	-0.144245  
1.1025     	8.42939e-025	1.71264e-014	1.12851e-023	0.145143   	-0.142207  
1.10985    	8.70464e-025	1.74471e-014	1.15737e-023	0.143182   	-0.140175  
1.1172     	8.98693e-025	1.77715e-014	1.18677e-023	0.141229   	-0.13815   
1.12455    	9.27638e-025	1.80997e-014	1.21671e-023	0.139284   	-0.136132  
1.1319     	9.57314e-025	1.84316e-014	1.2472e-023	0.137347   	-0.13412   
1.13925    	9.87734e-025	1.87672e-014	1.27824e-023	0.135418   	-0.132115  
1.1466     	1.01891e-024	1.91066e-014	1.30983e-023	0.133496   	-0.130117  
1.15395    	1.05086e-024	1.94498e-014	1.34199e-023	0.131583   	-0.128125  
1.1613     	1.08359e-024	1.97968e-014	1.37472e-023	0.129677   	-0.12614   
1.16865    	1.11712e-024	2.01475e-014	1.40803e-023	0.12778    	-0.124162  
1.176      	1.15146e-024	2.05021e-014	1.44192e-023	0.12589    	-0.122191  
1.18335    	1.18663e-024	2.08605e-014	1.4764e-023	0.124008   	-0.120226  
1.1907     	1.22264e-024	2.12228e-014	1.51147e-023	0.122135   	-0.118268  
1.19805    	1.2595e-024	2.15889e-014	1.54714e-023	0.12027    	-0.116317  
1.2054     	1.29724e-024	2.19588e-014	1.58343e-023	0.118413   	-0.114373  
1.21275    	1.33586e-024	2.23327e-014	1.62032e-023	0.116564   	-0.112436  
1.2201     	1.37538e-024	2.27105e-014	1.65784e-023	0.114723   	-0.110506  
1.22745    	1.41581e-024	2.30921e-014	1.69598e-023	0.11289    	-0.108583  
1.2348     	1.45718e-024	2.34777e-014	1.73475e-023	0.111066   	-0.106666  
1.24215    	1.49949e-024	2.38672e-014	1.77416e-023	0.10925    	-0.104757  
1.2495     	1.54276e-024	2.42607e-014	1.81422e-023	0.107442   	-0.102854  
1.25685    	1.58701e-024	2.46581e-014	1.85493e-023	0.105643   	-0.100959  
1.2642     	1.63225e-024	2.50595e-014	1.8963e-023	0.103851   	-0.0990703 
1.27155    	1.67851e-024	2.54649e-014	1.93833e-023	0.102069   	-0.0971888 
1.2789     	1.72578e-024	2.58742e-014	1.98104e-023	0.100294   	-0.0953144 
1.28625    	1.7741e-024	2.62876e-014	2.02442e-023	0.0985282  	-0.0934469 
1.2936     	1.82348e-024	2.6705e-014	2.06848e-023	0.0967707  	-0.0915866 
1.30095    	1.87393e-024	2.71264e-014	2.11323e-023	0.0950216  	-0.0897333 
1.3083     	1.92547e-024	2.75519e-014	2.15868e-023	0.0932809  	-0.087887  
1.31565    	1.97812e-024	2.79815e-014	2.20484e-023	0.0915488  	-0.0860479 
1.323      	2.0319e-024	2.84151e-014	2.2517e-023	0.0898252  	-0.0842159 
1.33035    	2.08682e-024	2.88528e-014	2.29928e-023	0.0881101  	-0.082391  
1.3377     	2.1429e-024	2.92945e-014	2.34758e-023	0.0864036  	-0.0805733 
1.34505    	2.20015e-024	2.97404e-014	2.39661e-023	0.0847056  	-0.0787627 
1.3524     	2.25861e-024	3.01904e-014	2.44638e-023	0.0830163  	-0.0769593 
1.35975    	2.31828e-024	3.06445e-014	2.49689e-023	0.0813355  	-0.075163  
1.3671     	2.37918e-024	3.11028e-014	2.54814e-023	0.0796634  	-0.0733739 
1.37445    	2.44133e-024	3.15652e-014	2.60016e-023	0.078      	-0.0715921 
1.3818     	2.50474e-024	3.20318e-014	2.65293e-023	0.0763452  	-0.0698174 
1.38915    	2.56945e-024	3.25025e-014	2.70648e-023	0.0746992  	-0.06805   
1.3965     	2.63546e-024	3.29774e-014	2.7608e-023	0.0730618  	-0.0662898 
1.40385    	2.7028e-024	3.34565e-014	2.8159e-023	0.0714332  	-0.0645369 
1.4112     	2.77148e-024	3.39399e-014	2.87179e-023	0.0698133  	-0.0627912 
1.41855    	2.84152e-024	3.44274e-014	2.92847e-023	0.0682022  	-0.0610528 
1.4259     	2.91295e-024	3.49191e-014	2.98596e-023	0.0665998  	-0.0593216 
1.43325    	2.98578e-024	3.54151e-014	3.04426e-023	0.0650063  	-0.0575978 
1.4406     	3.06003e-024	3.59153e-014	3.10337e-023	0.0634215  	-0.0558812 
1.44795    	3.13572e-024	3.64198e-014	3.16331e-023	0.0618456  	-0.054172  
1.4553     	3.21287e-024	3.69285e-014	3.22407e-023	0.0602786  	-0.05247   
1.46265    	3.29151e-024	3.74416e-014	3.28567e-023	0.0587204  	-0.0507754 
1.47       	3.37165e-024	3.79589e-014	3.34811e-023	0.057171   	-0.0490881 
1.47735    	3.45331e-024	3.84804e-014	3.4114e-023	0.0556306  	-0.0474082 
1.4847     	3.53651e-024	3.90063e-014	3.47555e-023	0.0540991  	-0.0457356 
1.49205    	3.62128e-024	3.95365e-014	3.54056e-023	0.0525764  	-0.0440704 
1.4994     	3.70764e-024	4.00711e-014	3.60644e-023	0.0510627  	-0.0424125 
1.50675    	3.7956e-024	4.06099e-014	3.6732e-023	0.049558   	-0.040762  
1.5141     	3.88519e-024	4.11531e-014	3.74084e-023	0.0480622  	-0.0391189 
1.52145    	3.97643e-024	4.17007e-014	3.80937e-023	0.0465753  	-0.0374831 
1.5288     	4.06934e-024	4.22526e-014	3.8788e-023	0.0450974  	-0.0358548 
1.53615    	4.16395e-024	4.28088e-014	3.94913e-023	0.0436286  	-0.0342338 
1.5435     	4.26027e-024	4.33695e-014	4.02038e-023	0.0421687  	-0.0326203 
1.55085    	4.35832e-024	4.39345e-014	4.09254e-023	0.0407178  	-0.0310142 
1.5582     	4.45814e-024	4.45039e-014	4.16562e-023	0.039276   	-0.0294155 
1.56555    	4.55974e-024	4.50778e-014	4.23964e-023	0.0378432  	-0.0278242 
1.5729     	4.66315e-024	4.5656e-014	4.3146e-023	0.0364194  	-0.0262403 
1.58025    	4.76838e-024	4.62387e-014	4.3905e-023	0.0350047  	-0.0246639 
1.5876     	4.87547e-024	4.68257e-014	4.46735e-023	0.033599   	-0.0230949 
1.59495    	4.98443e-024	4.74173e-014	4.54517e-023	0.0322025  	-0.0215333 
1.6023     	5.09529e-024	4.80132e-014	4.62395e-023	0.030815   	-0.0199792 
1.60965    	5.20806e-024	4.86137e-014	4.7037e-023	0.0294365  	-0.0184326 
1.617      	5.32279e-024	4.92185e-014	4.78443e-023	0.0280672  	-0.0168934 
1.62435    	5.43948e-024	4.98279e-014	4.86615e-023	0.026707   	-0.0153616 
1.6317     	5.55817e-024	5.04417e-014	4.94886e-023	0.0253559  	-0.0138373 
1.63905    	5.67887e-024	5.106e-014 	5.03258e-023	0.0240139  	-0.0123205 
1.6464     	5.80162e-024	5.16828e-014	5.1173e-023	0.0226811  	-0.0108112 
1.65375    	5.92643e-024	5.23101e-014	5.20304e-023	0.0213574  	-0.00930928
1.6611     	6.05333e-024	5.29419e-014	5.2898e-023	0.0200428  	-0.00781487
1.66845    	6.18235e-024	5.35783e-014	5.37759e-023	0.0187373  	-0.00632794
1.6758     	6.31352e-024	5.42191e-014	5.46642e-023	0.017441   	-0.00484848
1.68315    	6.44684e-024	5.48645e-014	5.55628e-023	0.0161539  	-0.00337651
1.6905     	6.58236e-024	5.55144e-014	5.6472e-023	0.0148759  	-0.00191201
1.69785    	6.7201e-024	5.61689e-014	5.73918e-023	0.0136071  	-0.000455003
1.7052     	6.86008e-024	5.68279e-014	5.83222e-023	0.0123475  	0.000994524
1.71255    	7.00233e-024	5.74914e-014	5.92633e-023	0.011097   	0.00243657 
1.7199     	7.14687e-024	5.81596e-014	6.02152e-023	0.00985569 	0.00387112 
1.72725    	7.29374e-024	5.88323e-014	6.11779e-023	0.00862357 	0.00529819 
1.7346     	7.44295e-024	5.95095e-014	6.21516e-023	0.00740064 	0.00671778 
1.74195    	7.59454e-024	6.01914e-014	6.31363e-023	0.0061869  	0.00812987 
1.7493     	7.74853e-024	6.08778e-014	6.4132e-023	0.00498234 	0.00953448 
1.75665    	7.90495e-024	6.15689e-014	6.51389e-023	0.00378698 	0.0109316  
1.764      	8.06383e-024	6.22645e-014	6.61569e-023	0.00260081 	0.0123212  
1.77135    	8.22519e-024	6.29648e-014	6.71863e-023	0.00142383 	0.0137034  
1.7787     	8.38906e-024	6.36697e-014	6.8227e-023	0.000256045	0.015078   
1.78605    	8.55546e-024	6.43792e-014	6.92791e-023	-0.000902541	0.0164452  
1.7934     	8.72444e-024	6.50933e-014	7.03427e-023	-0.00205193	0.0178049  
1.80075    	8.896e-024 	6.58121e-014	7.14179e-023	-0.00319212	0.0191571  
1.8081     	9.07019e-024	6.65355e-014	7.25047e-023	-0.00432311	0.0205019  
1.81545    	9.24703e-024	6.72635e-014	7.36032e-023	-0.00544491	0.0218391  
1.8228     	9.42655e-024	6.79962e-014	7.47135e-023	-0.00655751	0.0231689  
1.83015    	9.60878e-024	6.87336e-014	7.58356e-023	-0.00766091	0.0244912  
1.8375     	9.79375e-024	6.94756e-014	7.69696e-023	-0.00875512	0.025806   
1.84485    	9.98148e-024	7.02223e-014	7.81157e-023	-0.00984013	0.0271134  
1.8522     	1.0172e-023	7.09736e-014	7.92738e-023	-0.010916  	0.0284133  
1.85955    	1.03654e-023	7.17297e-014	8.0444e-023	-0.0119826 	0.0297057  
1.8669     	1.05616e-023	7.24904e-014	8.16264e-023	-0.01304   	0.0309907  
1.87425    	1.07606e-023	7.32558e-014	8.28211e-023	-0.0140883 	0.0322682  
1.8816     	1.09627e-023	7.40259e-014	8.40281e-023	-0.0151274 	0.0335383  
1.88895    	1.11676e-023	7.48007e-014	8.52475e-023	-0.0161573 	0.0348009  
1.8963     	1.13755e-023	7.55802e-014	8.64795e-023	-0.017178  	0.036056   
1.90365    	1.15864e-023	7.63644e-014	8.77239e-023	-0.0181895 	0.0373038  
1.911      	1.18004e-023	7.71534e-014	8.8981e-023	-0.0191919 	0.0385441  
1.91835    	1.20174e-023	7.7947e-014	9.02509e-023	-0.0201851 	0.0397769  
1.9257     	1.22376e-023	7.87454e-014	9.15334e-023	-0.0211692 	0.0410023  
1.93305    	1.24608e-023	7.95485e-014	9.28288e-023	-0.0221441 	0.0422203  
1.9404     	1.26872e-023	8.03563e-014	9.41372e-023	-0.0231099 	0.0434309  
1.94775    	1.29168e-023	8.11689e-014	9.54585e-023	-0.0240665 	0.0446341  
1.9551     	1.31496e-023	8.19862e-014	9.67928e-023	-0.025014  	0.0458298  
1.96245    	1.33857e-023	8.28082e-014	9.81403e-023	-0.0259523 	0.0470182  
1.9698     	1.36251e-023	8.36351e-014	9.9501e-023	-0.0268815 	0.0481991  
1.97715    	1.38678e-023	8.44666e-014	1.00875e-022	-0.0278016 	0.0493727  
1.9845     	1.41138e-023	8.53029e-014	1.02262e-022	-0.0287126 	0.0505388  
1.99185    	1.43632e-023	8.6144e-014	1.03663e-022	-0.0296145 	0.0516976  
1.9992     	1.46161e-023	8.69898e-014	1.05077e-022	-0.0305073 	0.052849   
2.00655    	1.48724e-023	8.78404e-014	1.06505e-022	-0.031391  	0.0539931  
2.0139     	1.51321e-023	8.86958e-014	1.07946e-022	-0.0322656 	0.0551298  
2.02125    	1.53954e-023	8.9556e-014	1.09401e-022	-0.0331311 	0.0562591  
2.0286     	1.56622e-023	9.04209e-014	1.1087e-022	-0.0339876 	0.0573811  
2.03595    	1.59327e-023	9.12906e-014	1.12353e-022	-0.034835  	0.0584958  
2.0433     	1.62067e-023	9.21651e-014	1.13849e-022	-0.0356734 	0.0596031  
2.05065    	1.64844e-023	9.30444e-014	1.1536e-022	-0.0365027 	0.0607031  
2.058      	1.67657e-023	9.39285e-014	1.16884e-022	-0.037323  	0.0617957  
2.06535    	1.70508e-023	9.48174e-014	1.18423e-022	-0.0381343 	0.0628811  
2.0727     	1.73397e-023	9.57111e-014	1.19976e-022	-0.0389366 	0.0639592  
2.08005    	1.76323e-023	9.66096e-014	1.21543e-022	-0.0397298 	0.0650299  
2.0874     	1.79287e-023	9.75129e-014	1.23125e-022	-0.0405141 	0.0660934  
2.09475    	1.8229e-023	9.8421e-014	1.24721e-022	-0.0412894 	0.0671496  
2.1021     	1.85332e-023	9.93339e-014	1.26331e-022	-0.0420558 	0.0681986  
2.10945    	1.88414e-023	1.00252e-013	1.27956e-022	-0.0428132 	0.0692403  
2.1168     	1.91534e-023	1.01174e-013	1.29595e-022	-0.0435616 	0.0702747  
2.12415    	1.94695e-023	1.02101e-013	1.3125e-022	-0.0443011 	0.0713019  
2.1315     	1.97896e-023	1.03034e-013	1.32918e-022	-0.0450317 	0.0723219  
2.13885    	2.01138e-023	1.03971e-013	1.34602e-022	-0.0457534 	0.0733346  
2.1462     	2.04421e-023	1.04913e-013	1.36301e-022	-0.0464662 	0.0743401  
2.15355    	2.07746e-023	1.05859e-013	1.38015e-022	-0.0471701 	0.0753384  
2.1609     	2.11112e-023	1.06811e-013	1.39743e-022	-0.0478652 	0.0763296  
2.16825    	2.1452e-023	1.07767e-013	1.41487e-022	-0.0485514 	0.0773135  
2.1756     	2.17971e-023	1.08728e-013	1.43246e-022	-0.0492287 	0.0782903  
2.18295    	2.21465e-023	1.09694e-013	1.4502e-022	-0.0498973 	0.0792599  
2.1903     	2.25002e-023	1.10665e-013	1.4681e-022	-0.050557  	0.0802223  
2.19765    	2.28583e-023	1.11641e-013	1.48615e-022	-0.0512079 	0.0811776  
2.205      	2.32208e-023	1.12621e-013	1.50435e-022	-0.05185   	0.0821258  
2.21235    	2.35877e-023	1.13607e-013	1.52271e-022	-0.0524834 	0.0830669  
2.2197     	2.39591e-023	1.14597e-013	1.54123e-022	-0.053108  	0.0840008  
2.22705    	2.4335e-023	1.15592e-013	1.5599e-022	-0.0537238 	0.0849277  
2.2344     	2.47154e-023	1.16592e-013	1.57873e-022	-0.054331  	0.0858474  
2.24175    	2.51005e-023	1.17596e-013	1.59771e-022	-0.0549294 	0.0867601  
2.2491     	2.54902e-023	1.18606e-013	1.61686e-022	-0.0555192 	0.0876657  
2.25645    	2.58845e-023	1.19621e-013	1.63617e-022	-0.0561002 	0.0885643  
2.2638     	2.62836e-023	1.2064e-013	1.65563e-022	-0.0566727 	0.0894558  
2.27115    	2.66874e-023	1.21664e-013	1.67526e-022	-0.0572364 	0.0903403  
2.2785     	2.7096e-023	1.22693e-013	1.69505e-022	-0.0577916 	0.0912178  
2.28585    	2.75094e-023	1.23727e-013	1.715e-022 	-0.0583381 	0.0920883  
2.2932     	2.79277e-023	1.24766e-013	1.73511e-022	-0.0588761 	0.0929517  
2.30055    	2.83509e-023	1.25809e-013	1.75539e-022	-0.0594054 	0.0938082  
2.3079     	2.87791e-023	1.26858e-013	1.77583e-022	-0.0599263 	0.0946578  
2.31525    	2.92122e-023	1.27911e-013	1.79643e-022	-0.0604386 	0.0955003  
2.3226     	2.96504e-023	1.28969e-013	1.8172e-022	-0.0609423 	0.096336   
2.32995    	3.00936e-023	1.30033e-013	1.83814e-022	-0.0614376 	0.0971647  
2.3373     	3.05419e-023	1.311e-013 	1.85925e-022	-0.0619244 	0.0979865  
2.34465    	3.09954e-023	1.32173e-013	1.88052e-022	-0.0624027 	0.0988013  
