r          	Er(r)      	Ephi(r)    	Ez(r)      	Hr(r)      	Hphi(r)    	Hz(r)      	Jr(r)      	Jphi(r)    	Jz(r)      
121.128    	-4.0483e-12	4.08536e-12	-2.3767e-21	3.42363e-19	2.20226e-19	4.85504e-12	0          	0          	0          
121.716    	-4.04971e-12	4.33806e-12	-1.32323e-19	3.52608e-19	1.76086e-19	5.11021e-12	0          	0          	0          
122.304    	-4.04948e-12	3.99993e-12	-1.04095e-19	3.37686e-19	3.10364e-19	4.49905e-12	0          	0          	0          
122.892    	-4.04574e-12	3.27065e-12	4.34472e-20	3.05163e-19	2.03555e-19	3.98644e-12	0          	0          	0          
123.48     	-4.04278e-12	3.42241e-12	-6.13955e-20	3.10728e-19	1.15919e-19	4.22507e-12	0          	0          	0          
124.068    	-4.03884e-12	3.21134e-12	-8.10253e-20	3.01092e-19	2.50333e-19	3.71522e-12	0          	0          	0          
124.656    	-4.03094e-12	2.36563e-12	8.43156e-20	2.6342e-19 	1.87341e-19	3.00465e-12	0          	0          	0          
125.244    	-4.02303e-12	2.34378e-12	2.3905e-20 	2.61152e-19	5.67541e-20	3.16018e-12	0          	0          	0          
125.832    	-4.01487e-12	2.27988e-12	-4.64676e-20	2.57599e-19	1.71931e-19	2.80712e-12	0          	0          	0          
126.42     	-4.00262e-12	1.37835e-12	1.15968e-19	2.17427e-19	1.66611e-19	1.92442e-12	0          	0          	0          
127.008    	-3.98916e-12	1.10088e-12	1.19508e-19	2.03786e-19	5.39151e-21	1.8987e-12 	0          	0          	0          
127.596    	-3.97613e-12	1.16143e-12	8.70611e-21	2.05257e-19	7.50347e-20	1.73318e-12	0          	0          	0          
128.184    	-3.95932e-12	3.08007e-13	1.37805e-19	1.67055e-19	1.32113e-19	7.60271e-13	0          	0          	0          
128.772    	-3.93992e-12	-2.87057e-13	2.16155e-19	1.39404e-19	-3.26203e-20	4.42923e-13	0          	0          	0          
129.36     	-3.92114e-12	-1.91555e-13	9.32997e-20	1.41958e-19	-3.46125e-20	4.35725e-13	0          	0          	0          
129.948    	-3.89946e-12	-8.71182e-13	1.56258e-19	1.11116e-19	7.14668e-20	-4.8875e-13	0          	0          	0          
130.536    	-3.87388e-12	-1.77963e-12	2.99857e-19	6.97149e-20	-5.69976e-20	-1.17385e-12	0          	0          	0          
131.124    	-3.84838e-12	-1.81337e-12	2.09972e-19	6.61766e-20	-1.43428e-19	-1.14576e-12	0          	0          	0          
131.712    	-3.82128e-12	-2.22185e-12	1.87094e-19	4.68146e-20	-2.58639e-20	-1.86004e-12	0          	0          	0          
132.3      	-3.78949e-12	-3.33049e-12	3.57472e-19	-3.36547e-21	-7.78654e-20	-2.89137e-12	0          	0          	0          
132.888    	-3.75639e-12	-3.6929e-12	3.48938e-19	-2.15892e-20	-2.3263e-19	-3.04262e-12	0          	0          	0          
133.476    	-3.72291e-12	-3.84419e-12	2.53768e-19	-3.02407e-20	-1.60792e-19	-3.44534e-12	0          	0          	0          
134.064    	-3.68497e-12	-4.92385e-12	3.87617e-19	-7.92747e-20	-1.18828e-19	-4.65086e-12	0          	0          	0          
134.652    	-3.64376e-12	-5.75387e-12	4.84492e-19	-1.18092e-19	-2.88139e-19	-5.217e-12 	0          	0          	0          
135.24     	-3.60253e-12	-5.83932e-12	3.74986e-19	-1.24475e-19	-3.1533e-19	-5.37732e-12	0          	0          	0          
135.828    	-3.55824e-12	-6.6286e-12	4.1133e-19 	-1.61111e-19	-2.0922e-19	-6.45752e-12	0          	0          	0          
136.416    	-3.50898e-12	-7.86871e-12	5.82444e-19	-2.17906e-19	-3.15497e-19	-7.54313e-12	0          	0          	0          
137.004    	-3.45861e-12	-8.23033e-12	5.4435e-19 	-2.3683e-19	-4.51423e-19	-7.75603e-12	0          	0          	0          
137.592    	-3.40698e-12	-8.61908e-12	4.72585e-19	-2.56538e-19	-3.63218e-19	-8.44439e-12	0          	0          	0          
138.18     	-3.35018e-12	-9.9473e-12	6.27545e-19	-3.17233e-19	-3.52451e-19	-9.86216e-12	0          	0          	0          
138.768    	-3.28985e-12	-1.08839e-11	7.18548e-19	-3.6154e-19	-5.33185e-19	-1.05355e-11	0          	0          	0          
139.356    	-3.22913e-12	-1.10989e-11	6.12627e-19	-3.7436e-19	-5.55631e-19	-1.08544e-11	0          	0          	0          
139.944    	-3.16481e-12	-1.20792e-11	6.5371e-19 	-4.2017e-19	-4.55863e-19	-1.21442e-11	0          	0          	0          
140.532    	-3.0949e-12	-1.3545e-11	8.35668e-19	-4.87634e-19	-5.66213e-19	-1.3471e-11	0          	0          	0          
141.12     	-3.02322e-12	-1.4106e-11	8.19563e-19	-5.1614e-19	-7.19128e-19	-1.38636e-11	0          	0          	0          
141.708    	-2.9502e-12	-1.45776e-11	7.36829e-19	-5.40388e-19	-6.48626e-19	-1.46324e-11	0          	0          	0          
142.296    	-2.87162e-12	-1.6064e-11	8.76675e-19	-6.08842e-19	-6.17841e-19	-1.62837e-11	0          	0          	0          
142.884    	-2.78838e-12	-1.73548e-11	1.01119e-18	-6.6943e-19	-7.98318e-19	-1.73202e-11	0          	0          	0          
143.472    	-2.70424e-12	-1.77441e-11	9.28316e-19	-6.9087e-19	-8.72652e-19	-1.77286e-11	0          	0          	0          
144.06     	-2.61696e-12	-1.86782e-11	9.18555e-19	-7.35666e-19	-7.72498e-19	-1.90212e-11	0          	0          	0          
144.648    	-2.52329e-12	-2.04268e-11	1.10638e-18	-8.16263e-19	-8.32064e-19	-2.07586e-11	0          	0          	0          
145.236    	-2.42619e-12	-2.14587e-11	1.17092e-18	-8.66251e-19	-1.02293e-18	-2.15468e-11	0          	0          	0          
145.824    	-2.32802e-12	-2.19226e-11	1.07263e-18	-8.9136e-19	-1.02323e-18	-2.22018e-11	0          	0          	0          
146.412    	-2.22503e-12	-2.33163e-11	1.13641e-18	-9.5672e-19	-9.42531e-19	-2.39152e-11	0          	0          	0          
147        	-2.11561e-12	-2.51285e-11	1.32714e-18	-1.04084e-18	-1.07092e-18	-2.55879e-11	0          	0          	0          
147.588    	-2.00369e-12	-2.59759e-11	1.33337e-18	-1.08338e-18	-1.23626e-18	-2.627e-11 	0          	0          	0          
148.176    	-1.88995e-12	-2.66567e-11	1.25036e-18	-1.11839e-18	-1.18942e-18	-2.72512e-11	0          	0          	0          
148.764    	-1.77023e-12	-2.83995e-11	1.36713e-18	-1.1996e-18	-1.14664e-18	-2.92403e-11	0          	0          	0          
149.352    	-1.64439e-12	-3.01933e-11	1.54448e-18	-1.28363e-18	-1.31559e-18	-3.08311e-11	0          	0          	0          
149.94     	-1.51649e-12	-3.0973e-11	1.5188e-18 	-1.32382e-18	-1.45255e-18	-3.1531e-11	0          	0          	0          
150.528    	-1.38597e-12	-3.18947e-11	1.45847e-18	-1.36988e-18	-1.38693e-18	-3.28071e-11	0          	0          	0          
151.116    	-1.24875e-12	-3.38805e-11	1.60323e-18	-1.46234e-18	-1.37695e-18	-3.49829e-11	0          	0          	0          
151.704    	-1.1056e-12	-3.5685e-11	1.76684e-18	-1.54754e-18	-1.56334e-18	-3.6565e-11	0          	0          	0          
152.292    	-9.60432e-13	-3.64913e-11	1.72674e-18	-1.58948e-18	-1.68128e-18	-3.73447e-11	0          	0          	0          
152.88     	-8.12167e-13	-3.75899e-11	1.67662e-18	-1.64385e-18	-1.6091e-18	-3.88199e-11	0          	0          	0          
153.468    	-6.56792e-13	-3.9738e-11	1.83014e-18	-1.74403e-18	-1.61208e-18	-4.1142e-11	0          	0          	0          
154.056    	-4.95393e-13	-4.163e-11 	1.99653e-18	-1.83368e-18	-1.80467e-18	-4.28138e-11	0          	0          	0          
154.644    	-3.31853e-13	-4.25141e-11	1.96422e-18	-1.87965e-18	-1.9273e-18	-4.36789e-11	0          	0          	0          
155.232    	-1.6514e-13	-4.36823e-11	1.91291e-18	-1.93772e-18	-1.86301e-18	-4.5232e-11	0          	0          	0          
155.82     	8.83769e-15	-4.59397e-11	2.05818e-18	-2.04331e-18	-1.86113e-18	-4.76996e-11	0          	0          	0          
156.408    	1.89415e-13	-4.80432e-11	2.2379e-18 	-2.14279e-18	-2.04949e-18	-4.9603e-11	0          	0          	0          
156.996    	3.72551e-13	-4.90866e-11	2.22494e-18	-2.1964e-18	-2.19225e-18	-5.05853e-11	0          	0          	0          
157.584    	5.58555e-13	-5.02209e-11	2.15324e-18	-2.25368e-18	-2.14034e-18	-5.20874e-11	0          	0          	0          
158.172    	7.51612e-13	-5.24904e-11	2.26447e-18	-2.36038e-18	-2.1082e-18	-5.46464e-11	0          	0          	0          
158.76     	9.52107e-13	-5.48842e-11	2.46543e-18	-2.47303e-18	-2.27287e-18	-5.68928e-11	0          	0          	0          
159.348    	1.15594e-12	-5.61907e-11	2.50511e-18	-2.53875e-18	-2.45364e-18	-5.80593e-11	0          	0          	0          
159.936    	1.36201e-12	-5.72101e-11	2.42763e-18	-2.59178e-18	-2.44673e-18	-5.93817e-11	0          	0          	0          
160.524    	1.57432e-12	-5.93214e-11	2.48519e-18	-2.69223e-18	-2.38906e-18	-6.18881e-11	0          	0          	0          
161.112    	1.79495e-12	-6.2029e-11	2.68743e-18	-2.81907e-18	-2.5059e-18	-6.45748e-11	0          	0          	0          
161.7      	2.02057e-12	-6.38389e-11	2.78827e-18	-2.90734e-18	-2.71155e-18	-6.61746e-11	0          	0          	0          
162.288    	2.2483e-12 	-6.48731e-11	2.71544e-18	-2.96178e-18	-2.76353e-18	-6.73682e-11	0          	0          	0          
162.876    	2.48082e-12	-6.66542e-11	2.69189e-18	-3.04847e-18	-2.68299e-18	-6.96013e-11	0          	0          	0          
163.464    	2.72183e-12	-6.94831e-11	2.85696e-18	-3.18098e-18	-2.71546e-18	-7.26021e-11	0          	0          	0          
164.052    	2.96984e-12	-7.19182e-11	3.03941e-18	-3.29689e-18	-2.91711e-18	-7.48328e-11	0          	0          	0          
164.64     	3.22066e-12	-7.31977e-11	3.04706e-18	-3.36274e-18	-3.06863e-18	-7.60681e-11	0          	0          	0          
165.228    	3.47438e-12	-7.45161e-11	2.97586e-18	-3.43006e-18	-3.04085e-18	-7.77816e-11	0          	0          	0          
165.816    	3.73539e-12	-7.70796e-11	3.04211e-18	-3.55155e-18	-2.99687e-18	-8.07514e-11	0          	0          	0          
166.404    	4.00545e-12	-8.01652e-11	3.23126e-18	-3.69619e-18	-3.11734e-18	-8.38174e-11	0          	0          	0          
166.992    	4.28111e-12	-8.22893e-11	3.32533e-18	-3.79935e-18	-3.31032e-18	-8.57416e-11	0          	0          	0          
167.58     	4.55924e-12	-8.35517e-11	3.24771e-18	-3.86491e-18	-3.36143e-18	-8.71508e-11	0          	0          	0          
168.168    	4.84213e-12	-8.5464e-11	3.18486e-18	-3.95846e-18	-3.27093e-18	-8.95465e-11	0          	0          	0          
168.756    	5.13399e-12	-8.86055e-11	3.3132e-18 	-4.10557e-18	-3.25806e-18	-9.29848e-11	0          	0          	0          
169.344    	5.43463e-12	-9.172e-11 	3.54818e-18	-4.25203e-18	-3.44154e-18	-9.59642e-11	0          	0          	0          
169.932    	5.73956e-12	-9.35587e-11	3.66678e-18	-4.34341e-18	-3.67376e-18	-9.76253e-11	0          	0          	0          
170.52     	6.04633e-12	-9.47019e-11	3.60485e-18	-4.40451e-18	-3.7488e-18	-9.90064e-11	0          	0          	0          
171.108    	6.35808e-12	-9.67678e-11	3.51706e-18	-4.50557e-18	-3.66941e-18	-1.01615e-10	0          	0          	0          
171.696    	6.67947e-12	-1.00204e-10	3.55165e-18	-4.6662e-18	-3.6152e-18	-1.05384e-10	0          	0          	0          
172.284    	7.01063e-12	-1.0371e-10	3.67011e-18	-4.83002e-18	-3.69248e-18	-1.08791e-10	0          	0          	0          
172.872    	7.34719e-12	-1.05955e-10	3.73805e-18	-4.93905e-18	-3.81857e-18	-1.10837e-10	0          	0          	0          
173.46     	7.68577e-12	-1.0723e-10	3.73353e-18	-5.00573e-18	-3.87138e-18	-1.12246e-10	0          	0          	0          
174.048    	8.02789e-12	-1.08953e-10	3.78338e-18	-5.09187e-18	-3.87549e-18	-1.14423e-10	0          	0          	0          
174.636    	8.37731e-12	-1.11808e-10	3.98441e-18	-5.22771e-18	-3.97176e-18	-1.17641e-10	0          	0          	0          
175.224    	8.73483e-12	-1.14917e-10	4.24412e-18	-5.37532e-18	-4.21561e-18	-1.20741e-10	0          	0          	0          
175.812    	9.0969e-12 	-1.16994e-10	4.34739e-18	-5.47853e-18	-4.46608e-18	-1.22636e-10	0          	0          	0          
176.4      	9.45985e-12	-1.1798e-10	4.18286e-18	-5.53408e-18	-4.51228e-18	-1.23687e-10	0          	0          	0          
176.988    	9.82425e-12	-1.19144e-10	3.87963e-18	-5.59657e-18	-4.30111e-18	-1.25289e-10	0          	0          	0          
177.576    	1.01942e-11	-1.2154e-10	3.7083e-18 	-5.71183e-18	-4.01675e-18	-1.28162e-10	0          	0          	0          
178.164    	1.05719e-11	-1.2465e-10	3.85057e-18	-5.85791e-18	-3.92859e-18	-1.31371e-10	0          	0          	0          
178.752    	1.09543e-11	-1.26817e-10	4.26079e-18	-5.96341e-18	-4.16454e-18	-1.33238e-10	0          	0          	0          
179.34     	1.13348e-11	-1.27016e-10	4.72706e-18	-5.98428e-18	-4.62283e-18	-1.33159e-10	0          	0          	0          
179.928    	1.17096e-11	-1.26025e-10	5.04085e-18	-5.95446e-18	-5.07623e-18	-1.3233e-10	0          	0          	0          
180.516    	1.20809e-11	-1.25681e-10	5.11205e-18	-5.95365e-18	-5.34121e-18	-1.32559e-10	0          	0          	0          
181.104    	1.24539e-11	-1.26969e-10	4.9636e-18 	-6.0241e-18	-5.36172e-18	-1.34356e-10	0          	0          	0          
181.692    	1.28307e-11	-1.2889e-10	4.66856e-18	-6.12149e-18	-5.17935e-18	-1.36267e-10	0          	0          	0          
182.28     	1.32063e-11	-1.29264e-10	4.31753e-18	-6.15011e-18	-4.87207e-18	-1.36118e-10	0          	0          	0          
182.868    	1.35712e-11	-1.26707e-10	4.02772e-18	-6.04938e-18	-4.5353e-18	-1.33003e-10	0          	0          	0          
183.456    	1.39187e-11	-1.21961e-10	3.93789e-18	-5.85212e-18	-4.29388e-18	-1.28207e-10	0          	0          	0          
184.044    	1.42493e-11	-1.17413e-10	4.15053e-18	-5.66335e-18	-4.28459e-18	-1.24261e-10	0          	0          	0          
184.632    	1.45709e-11	-1.15232e-10	4.65235e-18	-5.57891e-18	-4.58715e-18	-1.22966e-10	0          	0          	0          
185.22     	1.48918e-11	-1.15643e-10	5.28411e-18	-5.60944e-18	-5.15064e-18	-1.23928e-10	0          	0          	0          
185.808    	1.52135e-11	-1.1657e-10	5.79853e-18	-5.66439e-18	-5.78466e-18	-1.24624e-10	0          	0          	0          
186.396    	1.55276e-11	-1.14778e-10	5.9776e-18 	-5.6018e-18	-6.23762e-18	-1.21805e-10	0          	0          	0          
186.984    	1.58173e-11	-1.07639e-10	5.73633e-18	-5.3056e-18	-6.31782e-18	-1.13233e-10	0          	0          	0          
187.572    	1.60636e-11	-9.43914e-11	5.15248e-18	-4.74121e-18	-5.98231e-18	-9.86782e-11	0          	0          	0          
188.16     	1.62517e-11	-7.62658e-11	4.41063e-18	-3.96147e-18	-5.34377e-18	-7.97541e-11	0          	0          	0          
188.748    	1.63742e-11	-5.55815e-11	3.69818e-18	-3.06747e-18	-4.59742e-18	-5.88447e-11	0          	0          	0          
189.336    	1.64305e-11	-3.44737e-11	3.11218e-18	-2.15276e-18	-3.9144e-18	-3.78643e-11	0          	0          	0          
189.924    	1.64229e-11	-1.3987e-11	2.62331e-18	-1.26344e-18	-3.35999e-18	-1.75267e-11	0          	0          	0          
190.512    	1.63535e-11	6.05621e-12	2.10888e-18	-3.91986e-19	-2.87566e-18	2.58371e-12	0          	0          	0          
191.1      	1.62217e-11	2.6495e-11 	1.42972e-18	4.98465e-19	-2.32671e-18	2.33436e-11	0          	0          	0          
191.688    	1.60246e-11	4.80342e-11	5.06021e-19	1.43929e-18	-1.58324e-18	4.53188e-11	0          	0          	0          
192.276    	1.57593e-11	7.07047e-11	-6.46093e-19	2.43258e-18	-5.88736e-19	6.83432e-11	0          	0          	0          
192.864    	1.54253e-11	9.38188e-11	-1.92935e-18	3.44887e-18	6.16703e-19	9.15933e-11	0          	0          	0          
193.452    	1.50248e-11	1.16315e-10	-3.21386e-18	4.44204e-18	1.92225e-18	1.13986e-10	0          	0          	0          
194.04     	1.45636e-11	1.37197e-10	-4.38835e-18	5.36838e-18	3.19854e-18	1.34591e-10	0          	0          	0          
194.628    	1.40488e-11	1.55805e-10	-5.38931e-18	6.19863e-18	4.34483e-18	1.52845e-10	0          	0          	0          
195.216    	1.34889e-11	1.71856e-10	-6.20234e-18	6.91988e-18	5.31086e-18	1.68544e-10	0          	0          	0          
195.804    	1.28918e-11	1.85343e-10	-6.84587e-18	7.53118e-18	6.09226e-18	1.81723e-10	0          	0          	0          
196.392    	1.22651e-11	1.96415e-10	-7.35234e-18	8.03856e-18	6.71241e-18	1.92555e-10	0          	0          	0          
196.98     	1.16156e-11	2.05318e-10	-7.75591e-18	8.45237e-18	7.20481e-18	2.01301e-10	0          	0          	0          
197.568    	1.0949e-11 	2.12364e-10	-8.08733e-18	8.78596e-18	7.60289e-18	2.08283e-10	0          	0          	0          
198.156    	1.027e-11  	2.17889e-10	-8.37176e-18	9.05381e-18	7.93604e-18	2.13829e-10	0          	0          	0          
198.744    	9.58226e-12	2.22177e-10	-8.62643e-18	9.26824e-18	8.22757e-18	2.18197e-10	0          	0          	0          
199.332    	8.88912e-12	2.25392e-10	-8.85845e-18	9.43627e-18	8.49222e-18	2.21509e-10	0          	0          	0          
199.92     	8.19372e-12	2.27546e-10	-9.06465e-18	9.55838e-18	8.73428e-18	2.23743e-10	0          	0          	0          
200.508    	7.49951e-12	2.28534e-10	-9.23475e-18	9.62991e-18	8.94828e-18	2.24773e-10	0          	0          	0          
201.096    	6.81033e-12	2.282e-10  	-9.35627e-18	9.64393e-18	9.12282e-18	2.24437e-10	0          	0          	0          
201.684    	6.13043e-12	2.26393e-10	-9.41854e-18	9.59364e-18	9.24554e-18	2.22588e-10	0          	0          	0          
202.272    	5.46442e-12	2.22977e-10	-9.41352e-18	9.47292e-18	9.30639e-18	2.19088e-10	0          	0          	0          
202.86     	4.81725e-12	2.17811e-10	-9.33381e-18	9.2755e-18 	9.29768e-18	2.13791e-10	0          	0          	0          
203.448    	4.19429e-12	2.10728e-10	-9.16984e-18	8.99374e-18	9.21156e-18	2.06515e-10	0          	0          	0          
204.036    	3.6014e-12 	2.01537e-10	-8.90885e-18	8.61911e-18	9.03748e-18	1.97071e-10	0          	0          	0          
204.624    	3.04483e-12	1.90084e-10	-8.53722e-18	8.14459e-18	8.76201e-18	1.85321e-10	0          	0          	0          
205.212    	2.53084e-12	1.76338e-10	-8.04545e-18	7.56849e-18	8.37188e-18	1.71278e-10	0          	0          	0          
205.8      	2.06512e-12	1.60471e-10	-7.43363e-18	6.89804e-18	7.85941e-18	1.5517e-10 	0          	0          	0          
206.388    	1.65212e-12	1.42901e-10	-6.71521e-18	6.15116e-18	7.22776e-18	1.37475e-10	0          	0          	0          
206.976    	1.29439e-12	1.24269e-10	-5.91724e-18	5.35561e-18	6.49391e-18	1.18877e-10	0          	0          	0          
207.564    	9.92249e-13	1.0536e-10 	-5.07706e-18	4.54553e-18	5.68794e-18	1.00181e-10	0          	0          	0          
208.152    	7.43714e-13	8.69891e-11	-4.23647e-18	3.75648e-18	4.84896e-18	8.21908e-11	0          	0          	0          
208.74     	5.44752e-13	6.98879e-11	-3.43534e-18	3.02048e-18	4.01898e-18	6.56043e-11	0          	0          	0          
209.328    	3.8981e-13 	5.46145e-11	-2.70616e-18	2.36209e-18	3.23655e-18	5.09294e-11	0          	0          	0          
209.916    	2.72452e-13	4.15072e-11	-2.07078e-18	1.79635e-18	2.53184e-18	3.84506e-11	0          	0          	0          
210.504    	1.85987e-13	3.0682e-11 	-1.53952e-18	1.32861e-18	1.92391e-18	2.82353e-11	0          	0          	0          
211.092    	1.24008e-13	2.20644e-11	-1.11239e-18	9.55928e-19	1.42045e-18	2.01723e-11	0          	0          	0          
211.68     	8.07697e-14	1.54419e-11	-7.81517e-19	6.69314e-19	1.01935e-18	1.40268e-11	0          	0          	0          
212.268    	5.13994e-14	1.05219e-11	-5.34142e-19	4.56248e-19	7.11353e-19	9.49711e-12	0          	0          	0          
212.856    	3.19656e-14	6.98365e-12	-3.5535e-19	3.02934e-19	4.82992e-19	6.26427e-12	0          	0          	0          
213.444    	1.9433e-14 	4.51736e-12	-2.30245e-19	1.96018e-19	3.19254e-19	4.02734e-12	0          	0          	0          
214.032    	1.1552e-14 	2.84923e-12	-1.45383e-19	1.23671e-19	2.05556e-19	2.52501e-12	0          	0          	0          
214.62     	6.71703e-15	1.75323e-12	-8.95115e-20	7.61204e-20	1.28997e-19	1.54466e-12	0          	0          	0          
215.208    	3.82151e-15	1.05304e-12	-5.37698e-20	4.57318e-20	7.89466e-20	9.22476e-13	0          	0          	0          
215.796    	2.12802e-15	6.17689e-13	-3.15307e-20	2.68314e-20	4.7146e-20 	5.38083e-13	0          	0          	0          
216.384    	1.16023e-15	3.54019e-13	-1.80591e-20	1.53814e-20	2.74886e-20	3.06712e-13	0          	0          	0          
216.972    	6.19561e-16	1.98348e-13	-1.01078e-20	8.61951e-21	1.56563e-20	1.70926e-13	0          	0          	0          
217.56     	3.24142e-16	1.08686e-13	-5.53127e-21	4.72398e-21	8.71521e-21	9.31711e-14	0          	0          	0          
218.148    	1.66202e-16	5.82714e-14	-2.96082e-21	2.53319e-21	4.74386e-21	4.96984e-14	0          	0          	0          
218.736    	8.35459e-17	3.05819e-14	-1.551e-21 	1.32968e-21	2.52613e-21	2.59523e-14	0          	0          	0          
219.324    	4.11845e-17	1.57173e-14	-7.95456e-22	6.83482e-22	1.31657e-21	1.32727e-14	0          	0          	0          
219.912    	1.99155e-17	7.91342e-15	-3.99578e-22	3.44173e-22	6.7187e-22 	6.6506e-15 	0          	0          	0          
220.5      	9.44978e-18	3.90472e-15	-1.96671e-22	1.69848e-22	3.35857e-22	3.2662e-15 	0          	0          	0          
221.088    	4.40097e-18	1.8889e-15 	-9.48849e-23	8.21744e-23	1.64521e-22	1.57275e-15	0          	0          	0          
221.676    	2.01228e-18	8.96135e-16	-4.48875e-23	3.899e-23  	7.90039e-23	7.42777e-16	0          	0          	0          
222.264    	9.03555e-19	4.17085e-16	-2.08293e-23	1.81491e-23	3.72039e-23	3.44177e-16	0          	0          	0          
222.852    	3.98527e-19	1.90502e-16	-9.48391e-24	8.29043e-24	1.71865e-23	1.56519e-16	0          	0          	0          
223.44     	1.72704e-19	8.54139e-17	-4.23836e-24	3.71751e-24	7.7909e-24 	6.98777e-17	0          	0          	0          
224.028    	7.35521e-20	3.76043e-17	-1.85967e-24	1.63683e-24	3.46674e-24	3.06354e-17	0          	0          	0          
224.616    	3.07915e-20	1.6261e-17 	-8.01353e-25	7.07872e-25	1.51467e-24	1.31929e-17	0          	0          	0          
225.204    	1.26738e-20	6.90829e-18	-3.3922e-25	3.00758e-25	6.49974e-25	5.58217e-18	0          	0          	0          
225.792    	5.12999e-21	2.88416e-18	-1.41098e-25	1.25575e-25	2.74016e-25	2.32124e-18	0          	0          	0          
226.38     	2.04243e-21	1.18358e-18	-5.76835e-26	5.1537e-26 	1.13519e-25	9.48843e-19	0          	0          	0          
226.968    	7.9999e-22 	4.77538e-19	-2.31834e-26	2.07953e-26	4.62255e-26	3.81354e-19	0          	0          	0          
227.556    	3.08329e-22	1.89473e-19	-9.1621e-27	8.25158e-27	1.85062e-26	1.50736e-19	0          	0          	0          
228.144    	1.16954e-22	7.39451e-20	-3.56126e-27	3.22056e-27	7.28573e-27	5.86077e-20	0          	0          	0          
228.732    	4.36679e-23	2.83912e-20	-1.36174e-27	1.23662e-27	2.82127e-27	2.24197e-20	0          	0          	0          
229.32     	1.60522e-23	1.07265e-20	-5.12333e-28	4.67239e-28	1.07479e-27	8.43967e-21	0          	0          	0          
229.908    	5.81038e-24	3.98851e-21	-1.89699e-28	1.73749e-28	4.02899e-28	3.12699e-21	0          	0          	0          
230.496    	2.07128e-24	1.45991e-21	-6.91377e-29	6.36014e-29	1.48644e-28	1.14054e-21	0          	0          	0          
231.084    	7.27292e-25	5.26117e-22	-2.48072e-29	2.29218e-29	5.39827e-29	4.09597e-22	0          	0          	0          
231.672    	2.51581e-25	1.86703e-22	-8.76457e-30	8.13472e-30	1.93018e-29	1.44856e-22	0          	0          	0          
232.26     	8.57452e-26	6.52535e-23	-3.04962e-30	2.84329e-30	6.79601e-30	5.04568e-23	0          	0          	0          
232.848    	2.87983e-26	2.24652e-23	-1.04519e-30	9.78932e-31	2.35664e-30	1.73132e-23	0          	0          	0          
233.436    	9.53253e-27	7.61971e-24	-3.52893e-31	3.3205e-31 	8.04977e-31	5.85294e-24	0          	0          	0          
234.024    	3.11022e-27	2.54655e-24	-1.17397e-31	1.10979e-31	2.70891e-31	1.94973e-24	0          	0          	0          
234.612    	1.0004e-27 	8.3871e-25 	-3.84859e-32	3.65529e-32	8.98235e-32	6.40088e-25	0          	0          	0          
235.2      	3.17252e-28	2.72257e-25	-1.24347e-32	1.18662e-32	2.93516e-32	2.07124e-25	0          	0          	0          
235.788    	9.92069e-29	8.7119e-26 	-3.9602e-33	3.79722e-33	9.45327e-33	6.60697e-26	0          	0          	0          
236.376    	3.05939e-29	2.74832e-26	-1.24338e-33	1.19796e-33	3.00122e-33	2.07785e-26	0          	0          	0          
236.964    	9.30533e-30	8.54869e-27	-3.84905e-34	3.72643e-34	9.39369e-34	6.44342e-27	0          	0          	0          
237.552    	2.79178e-30	2.62217e-27	-1.17494e-34	1.14307e-34	2.89902e-34	1.97044e-27	0          	0          	0          
238.14     	8.26287e-31	7.93235e-28	-3.53709e-35	3.45807e-35	8.82259e-35	5.94302e-28	0          	0          	0          
238.728    	2.41282e-31	2.36686e-28	-1.05025e-35	1.03186e-35	2.64803e-35	1.76805e-28	0          	0          	0          
239.316    	6.95195e-32	6.9666e-29 	-3.0761e-36	3.03731e-36	7.83934e-36	5.18888e-29	0          	0          	0          
239.904    	1.9766e-32 	2.02299e-29	-8.88834e-37	8.82022e-37	2.28937e-36	1.50242e-29	0          	0          	0          
240.492    	5.54631e-33	5.7961e-30 	-2.53395e-37	2.52719e-37	6.59594e-37	4.29231e-30	0          	0          	0          
241.08     	1.53604e-33	1.63867e-30	-7.12814e-38	7.14513e-38	1.87503e-37	1.21009e-30	0          	0          	0          
241.668    	4.19905e-34	4.57195e-31	-1.97878e-38	1.99359e-38	5.25962e-38	3.36676e-31	0          	0          	0          
242.256    	1.13316e-34	1.25895e-31	-5.42134e-39	5.48984e-39	1.45599e-38	9.2452e-32 	0          	0          	0          
242.844    	3.01894e-35	3.42178e-32	-1.46603e-39	1.49217e-39	3.97794e-39	2.50593e-32	0          	0          	0          
243.432    	7.94114e-36	9.18061e-33	-3.91322e-40	4.00364e-40	1.07276e-39	6.70516e-33	0          	0          	0          
244.02     	2.06257e-36	2.43167e-33	-1.03134e-40	1.06046e-40	2.85571e-40	1.77123e-33	0          	0          	0          
244.608    	5.29012e-37	6.35897e-34	-2.68433e-41	2.77331e-41	7.50437e-41	4.61957e-34	0          	0          	0          
245.196    	1.33994e-37	1.64193e-34	-6.9028e-42	7.16204e-42	1.94752e-41	1.18967e-34	0          	0          	0          
245.784    	3.35201e-38	4.18643e-35	-1.74181e-42	1.82449e-42	5.01104e-42	3.02538e-35	0          	0          	0          
246.372    	8.28232e-39	1.05411e-35	-4.52619e-43	4.59626e-43	1.26677e-42	7.59801e-36	0          	0          	0          
