T          	Er(t)      	Ephi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    
0          	0          	0          	0          	0.512241   	-0.512241  
0.00735    	0          	2.88542e-018	4.80903e-029	0.500932   	-0.500932  
0.0147     	5.00941e-031	1.14777e-017	2.3938e-028	0.489858   	-0.489858  
0.02205    	2.99449e-030	2.85355e-017	7.14941e-028	0.479014   	-0.479014  
0.0294     	1.04418e-029	5.67556e-017	1.66076e-027	0.468396   	-0.468395  
0.03675    	2.77414e-029	9.87739e-017	3.3067e-027	0.457998   	-0.457998  
0.0441     	6.21862e-029	1.57167e-016	5.9255e-027	0.447817   	-0.447817  
0.05145    	1.2391e-028	2.34452e-016	9.83174e-027	0.437848   	-0.437848  
0.0588     	2.26324e-028	3.33089e-016	1.53809e-026	0.428086   	-0.428086  
0.06615    	3.86541e-028	4.5548e-016	2.29682e-026	0.418528   	-0.418527  
0.0735     	6.25793e-028	6.03973e-016	3.30279e-026	0.409169   	-0.409167  
0.08085    	9.69833e-028	7.80859e-016	4.60321e-026	0.400005   	-0.400002  
0.0882     	1.44933e-027	9.88377e-016	6.24899e-026	0.391031   	-0.391028  
0.09555    	2.10027e-027	1.22871e-015	8.29466e-026	0.382245   	-0.38224   
0.1029     	2.9643e-027	1.50399e-015	1.07982e-025	0.373642   	-0.373636  
0.11025    	4.08911e-027	1.8163e-015	1.38211e-025	0.365218   	-0.365211  
0.1176     	5.52881e-027	2.16767e-015	1.74282e-025	0.356971   	-0.356961  
0.12495    	7.34425e-027	2.56008e-015	2.16873e-025	0.348895   	-0.348883  
0.1323     	9.60334e-027	2.99545e-015	2.66697e-025	0.340989   	-0.340973  
0.13965    	1.23814e-026	3.47568e-015	3.24496e-025	0.333247   	-0.333228  
0.147      	1.57616e-026	4.00259e-015	3.91042e-025	0.325667   	-0.325644  
0.15435    	1.9835e-026	4.57797e-015	4.67135e-025	0.318246   	-0.318218  
0.1617     	2.47009e-026	5.20357e-015	5.53604e-025	0.310981   	-0.310947  
0.16905    	3.04676e-026	5.88108e-015	6.51304e-025	0.303867   	-0.303828  
0.1764     	3.72521e-026	6.61216e-015	7.61119e-025	0.296903   	-0.296857  
0.18375    	4.51804e-026	7.3984e-015	8.83955e-025	0.290085   	-0.290031  
0.1911     	5.43882e-026	8.24137e-015	1.02074e-024	0.28341    	-0.283347  
0.19845    	6.5021e-026	9.14259e-015	1.17244e-024	0.276875   	-0.276803  
0.2058     	7.7234e-026	1.01035e-014	1.34003e-024	0.270478   	-0.270396  
0.21315    	9.11926e-026	1.11257e-014	1.52451e-024	0.264215   	-0.264122  
0.2205     	1.07073e-025	1.22104e-014	1.7269e-024	0.258084   	-0.257979  
0.22785    	1.25061e-025	1.3359e-014	1.94825e-024	0.252083   	-0.251964  
0.2352     	1.45356e-025	1.45728e-014	2.18961e-024	0.246208   	-0.246074  
0.24255    	1.68164e-025	1.58531e-014	2.45208e-024	0.240457   	-0.240308  
0.2499     	1.93707e-025	1.72012e-014	2.73675e-024	0.234828   	-0.234661  
0.25725    	2.22214e-025	1.86183e-014	3.04474e-024	0.229318   	-0.229133  
0.2646     	2.5393e-025	2.01054e-014	3.37718e-024	0.223925   	-0.22372   
0.27195    	2.89109e-025	2.16638e-014	3.73524e-024	0.218647   	-0.21842   
0.2793     	3.28018e-025	2.32945e-014	4.12006e-024	0.21348    	-0.213231  
0.28665    	3.70936e-025	2.49986e-014	4.53284e-024	0.208424   	-0.20815   
0.294      	4.18153e-025	2.6777e-014	4.97477e-024	0.203475   	-0.203175  
0.30135    	4.69973e-025	2.86309e-014	5.44705e-024	0.198632   	-0.198305  
0.3087     	5.26713e-025	3.0561e-014	5.95092e-024	0.193893   	-0.193536  
0.31605    	5.88702e-025	3.25684e-014	6.48759e-024	0.189255   	-0.188866  
0.3234     	6.56281e-025	3.46539e-014	7.05832e-024	0.184716   	-0.184295  
0.33075    	7.29805e-025	3.68183e-014	7.66436e-024	0.180275   	-0.179819  
0.3381     	8.09642e-025	3.90626e-014	8.30697e-024	0.17593    	-0.175436  
0.34545    	8.96173e-025	4.13873e-014	8.98742e-024	0.171678   	-0.171145  
0.3528     	9.89792e-025	4.37934e-014	9.707e-024 	0.167518   	-0.166944  
0.36015    	1.09091e-024	4.62814e-014	1.0467e-023	0.163448   	-0.162831  
0.3675     	1.19994e-024	4.88522e-014	1.12687e-023	0.159466   	-0.158804  
0.37485    	1.31732e-024	5.15063e-014	1.21134e-023	0.155571   	-0.154861  
0.3822     	1.4435e-024	5.42444e-014	1.30025e-023	0.15176    	-0.151001  
0.38955    	1.57894e-024	5.70671e-014	1.39371e-023	0.148033   	-0.147222  
0.3969     	1.72412e-024	5.99749e-014	1.49187e-023	0.144387   	-0.143522  
0.40425    	1.87953e-024	6.29684e-014	1.59486e-023	0.140822   	-0.139899  
0.4116     	2.04566e-024	6.6048e-014	1.70281e-023	0.137334   	-0.136352  
0.41895    	2.22303e-024	6.92144e-014	1.81585e-023	0.133923   	-0.13288   
0.4263     	2.41219e-024	7.24678e-014	1.93412e-023	0.130588   	-0.12948   
0.43365    	2.61366e-024	7.58088e-014	2.05775e-023	0.127327   	-0.126152  
0.441      	2.828e-024 	7.92377e-014	2.18686e-023	0.124138   	-0.122893  
0.44835    	3.0558e-024	8.27549e-014	2.32161e-023	0.12102    	-0.119703  
0.4557     	3.29764e-024	8.63607e-014	2.46211e-023	0.117971   	-0.11658   
0.46305    	3.55411e-024	9.00556e-014	2.6085e-023	0.114991   	-0.113523  
0.4704     	3.82582e-024	9.38396e-014	2.76091e-023	0.112078   	-0.110529  
0.47775    	4.11342e-024	9.77132e-014	2.91948e-023	0.109231   	-0.107599  
0.4851     	4.41753e-024	1.01677e-013	3.08434e-023	0.106448   	-0.10473   
0.49245    	4.73882e-024	1.0573e-013	3.25562e-023	0.103728   	-0.101921  
0.4998     	5.07794e-024	1.09873e-013	3.43345e-023	0.10107    	-0.0991718 
0.50715    	5.4356e-024	1.14107e-013	3.61797e-023	0.0984725  	-0.09648   
0.5145     	5.81247e-024	1.18431e-013	3.8093e-023	0.0959349  	-0.0938449 
0.52185    	6.20927e-024	1.22846e-013	4.00757e-023	0.0934557  	-0.0912652 
0.5292     	6.62673e-024	1.27351e-013	4.21292e-023	0.0910338  	-0.0887399 
0.53655    	7.06557e-024	1.31948e-013	4.42548e-023	0.0886681  	-0.0862677 
0.5439     	7.52656e-024	1.36635e-013	4.64536e-023	0.0863576  	-0.0838475 
0.55125    	8.01045e-024	1.41412e-013	4.8727e-023	0.0841011  	-0.0814784 
0.5586     	8.51802e-024	1.46281e-013	5.10763e-023	0.0818976  	-0.0791592 
0.56595    	9.05007e-024	1.5124e-013	5.35027e-023	0.0797462  	-0.0768889 
0.5733     	9.60739e-024	1.5629e-013	5.60075e-023	0.0776458  	-0.0746665 
0.58065    	1.01908e-023	1.61431e-013	5.85919e-023	0.0755954  	-0.0724909 
0.588      	1.08011e-023	1.66663e-013	6.12571e-023	0.0735941  	-0.0703613 
0.59535    	1.14392e-023	1.71984e-013	6.40043e-023	0.0716409  	-0.0682767 
0.6027     	1.21059e-023	1.77397e-013	6.68348e-023	0.069735   	-0.0662361 
0.61005    	1.28021e-023	1.82899e-013	6.97498e-023	0.0678754  	-0.0642386 
0.6174     	1.35287e-023	1.88492e-013	7.27504e-023	0.0660612  	-0.0622833 
0.62475    	1.42865e-023	1.94174e-013	7.58378e-023	0.0642916  	-0.0603694 
0.6321     	1.50765e-023	1.99946e-013	7.90132e-023	0.0625658  	-0.058496  
0.63945    	1.58995e-023	2.05807e-013	8.22777e-023	0.0608828  	-0.0566622 
0.6468     	1.67566e-023	2.11758e-013	8.56324e-023	0.0592418  	-0.0548673 
0.65415    	1.76486e-023	2.17797e-013	8.90785e-023	0.0576422  	-0.0531104 
0.6615     	1.85765e-023	2.23925e-013	9.26171e-023	0.056083   	-0.0513907 
0.66885    	1.95413e-023	2.30141e-013	9.62492e-023	0.0545635  	-0.0497075 
0.6762     	2.05439e-023	2.36445e-013	9.9976e-023	0.0530829  	-0.04806   
0.68355    	2.15853e-023	2.42837e-013	1.03798e-022	0.0516406  	-0.0464475 
0.6909     	2.26665e-023	2.49316e-013	1.07718e-022	0.0502357  	-0.0448692 
0.69825    	2.37886e-023	2.55883e-013	1.11735e-022	0.0488676  	-0.0433244 
0.7056     	2.49525e-023	2.62535e-013	1.1585e-022	0.0475355  	-0.0418125 
0.71295    	2.61592e-023	2.69274e-013	1.20066e-022	0.0462387  	-0.0403327 
0.7203     	2.74099e-023	2.76098e-013	1.24382e-022	0.0449766  	-0.0388845 
0.72765    	2.87056e-023	2.83007e-013	1.28799e-022	0.0437486  	-0.037467  
0.735      	3.00472e-023	2.90002e-013	1.3332e-022	0.0425539  	-0.0360798 
0.74235    	3.1436e-023	2.9708e-013	1.37944e-022	0.0413919  	-0.0347221 
0.7497     	3.28729e-023	3.04242e-013	1.42672e-022	0.040262   	-0.0333934 
0.75705    	3.43591e-023	3.11488e-013	1.47506e-022	0.0391636  	-0.032093  
0.7644     	3.58956e-023	3.18816e-013	1.52445e-022	0.038096   	-0.0308204 
0.77175    	3.74835e-023	3.26226e-013	1.57492e-022	0.0370586  	-0.029575  
0.7791     	3.91241e-023	3.33718e-013	1.62646e-022	0.036051   	-0.0283562 
0.78645    	4.08183e-023	3.41291e-013	1.67909e-022	0.0350724  	-0.0271634 
0.7938     	4.25674e-023	3.48944e-013	1.73282e-022	0.0341224  	-0.0259962 
0.80115    	4.43724e-023	3.56677e-013	1.78764e-022	0.0332004  	-0.0248541 
0.8085     	4.62345e-023	3.6449e-013	1.84357e-022	0.0323058  	-0.0237363 
0.81585    	4.81549e-023	3.72381e-013	1.90062e-022	0.031438   	-0.0226426 
0.8232     	5.01347e-023	3.80349e-013	1.95879e-022	0.0305967  	-0.0215723 
0.83055    	5.21751e-023	3.88396e-013	2.01809e-022	0.0297812  	-0.0205251 
0.8379     	5.42773e-023	3.96518e-013	2.07852e-022	0.028991   	-0.0195003 
0.84525    	5.64424e-023	4.04717e-013	2.14009e-022	0.0282256  	-0.0184976 
0.8526     	5.86717e-023	4.12991e-013	2.20281e-022	0.0274846  	-0.0175165 
0.85995    	6.09663e-023	4.21339e-013	2.26668e-022	0.0267674  	-0.0165565 
0.8673     	6.33274e-023	4.29761e-013	2.33172e-022	0.0260737  	-0.0156172 
0.87465    	6.57563e-023	4.38256e-013	2.39791e-022	0.0254028  	-0.0146982 
0.882      	6.82541e-023	4.46823e-013	2.46527e-022	0.0247544  	-0.013799  
0.88935    	7.08221e-023	4.55461e-013	2.5338e-022	0.0241279  	-0.0129193 
0.8967     	7.34615e-023	4.64171e-013	2.60351e-022	0.0235231  	-0.0120586 
0.90405    	7.61735e-023	4.7295e-013	2.6744e-022	0.0229393  	-0.0112165 
0.9114     	7.89593e-023	4.81798e-013	2.74648e-022	0.0223762  	-0.0103927 
0.91875    	8.18202e-023	4.90714e-013	2.81974e-022	0.0218333  	-0.00958673
0.9261     	8.47574e-023	4.99698e-013	2.89419e-022	0.0213103  	-0.00879829
0.93345    	8.77722e-023	5.08748e-013	2.96984e-022	0.0208067  	-0.00802698
0.9408     	9.08658e-023	5.17865e-013	3.04669e-022	0.0203221  	-0.00727245
0.94815    	9.40394e-023	5.27046e-013	3.12473e-022	0.0198562  	-0.00653435
0.9555     	9.72944e-023	5.3629e-013	3.20398e-022	0.0194085  	-0.00581235
0.96285    	1.00632e-022	5.45598e-013	3.28443e-022	0.0189786  	-0.00510609
0.9702     	1.04053e-022	5.54969e-013	3.36609e-022	0.0185661  	-0.00441527
0.97755    	1.07559e-022	5.644e-013 	3.44895e-022	0.0181708  	-0.00373956
0.9849     	1.11152e-022	5.73892e-013	3.53302e-022	0.0177921  	-0.00307863
0.99225    	1.14832e-022	5.83443e-013	3.6183e-022	0.0174298  	-0.0024322 
0.9996     	1.18601e-022	5.93053e-013	3.70479e-022	0.0170835  	-0.00179995
1.00695    	1.22461e-022	6.0272e-013	3.79248e-022	0.0167529  	-0.00118159
1.0143     	1.26411e-022	6.12444e-013	3.88139e-022	0.0164375  	-0.000576829
1.02165    	1.30454e-022	6.22223e-013	3.9715e-022	0.0161371  	1.46111e-005
1.029      	1.34591e-022	6.32057e-013	4.06283e-022	0.0158513  	0.00059301 
1.03635    	1.38823e-022	6.41945e-013	4.15536e-022	0.0155797  	0.00115864 
1.0437     	1.43152e-022	6.51885e-013	4.24909e-022	0.0153222  	0.00171176 
1.05105    	1.47578e-022	6.61877e-013	4.34403e-022	0.0150782  	0.00225264 
1.0584     	1.52103e-022	6.7192e-013	4.44017e-022	0.0148476  	0.00278153 
1.06575    	1.56728e-022	6.82012e-013	4.53752e-022	0.0146299  	0.00329867 
1.0731     	1.61455e-022	6.92153e-013	4.63606e-022	0.014425   	0.00380433 
1.08045    	1.66284e-022	7.02341e-013	4.73579e-022	0.0142324  	0.00429872 
1.0878     	1.71217e-022	7.12576e-013	4.83672e-022	0.014052   	0.00478209 
1.09515    	1.76255e-022	7.22857e-013	4.93884e-022	0.0138833  	0.00525467 
1.1025     	1.814e-022 	7.33181e-013	5.04214e-022	0.0137261  	0.00571668 
1.10985    	1.86652e-022	7.43549e-013	5.14662e-022	0.0135801  	0.00616834 
1.1172     	1.92013e-022	7.5396e-013	5.25228e-022	0.013445   	0.00660986 
1.12455    	1.97484e-022	7.64411e-013	5.35911e-022	0.0133206  	0.00704146 
1.1319     	2.03067e-022	7.74903e-013	5.46711e-022	0.0132066  	0.00746335 
1.13925    	2.08762e-022	7.85433e-013	5.57627e-022	0.0131026  	0.00787572 
1.1466     	2.1457e-022	7.96002e-013	5.68658e-022	0.0130085  	0.00827878 
1.15395    	2.20494e-022	8.06607e-013	5.79805e-022	0.0129239  	0.00867272 
1.1613     	2.26533e-022	8.17248e-013	5.91066e-022	0.0128487  	0.00905772 
1.16865    	2.3269e-022	8.27923e-013	6.02441e-022	0.0127824  	0.00943398 
1.176      	2.38966e-022	8.38632e-013	6.13929e-022	0.012725   	0.00980167 
1.18335    	2.45361e-022	8.49373e-013	6.25529e-022	0.0126761  	0.010161   
1.1907     	2.51877e-022	8.60145e-013	6.37241e-022	0.0126356  	0.0105121  
1.19805    	2.58515e-022	8.70948e-013	6.49064e-022	0.012603   	0.0108551  
1.2054     	2.65276e-022	8.81779e-013	6.60997e-022	0.0125783  	0.0111903  
1.21275    	2.72161e-022	8.92638e-013	6.73039e-022	0.0125611  	0.0115178  
1.2201     	2.79172e-022	9.03523e-013	6.8519e-022	0.0125513  	0.0118377  
1.22745    	2.86309e-022	9.14434e-013	6.97448e-022	0.0125486  	0.0121503  
1.2348     	2.93574e-022	9.25369e-013	7.09813e-022	0.0125528  	0.0124556  
1.24215    	3.00968e-022	9.36327e-013	7.22283e-022	0.0125636  	0.0127538  
1.2495     	3.08492e-022	9.47307e-013	7.34858e-022	0.0125808  	0.0130451  
1.25685    	3.16147e-022	9.58308e-013	7.47537e-022	0.0126043  	0.0133296  
1.2642     	3.23934e-022	9.69328e-013	7.60318e-022	0.0126337  	0.0136075  
1.27155    	3.31854e-022	9.80367e-013	7.73201e-022	0.012669   	0.0138788  
1.2789     	3.39908e-022	9.91423e-013	7.86184e-022	0.0127098  	0.0141437  
1.28625    	3.48097e-022	1.00249e-012	7.99266e-022	0.012756   	0.0144025  
1.2936     	3.56423e-022	1.01358e-012	8.12446e-022	0.0128073  	0.0146551  
1.30095    	3.64886e-022	1.02468e-012	8.25723e-022	0.0128636  	0.0149017  
1.3083     	3.73487e-022	1.03579e-012	8.39096e-022	0.0129247  	0.0151424  
1.31565    	3.82228e-022	1.04692e-012	8.52563e-022	0.0129903  	0.0153775  
1.323      	3.91109e-022	1.05805e-012	8.66123e-022	0.0130603  	0.0156069  
1.33035    	4.00131e-022	1.06919e-012	8.79775e-022	0.0131345  	0.0158308  
1.3377     	4.09295e-022	1.08034e-012	8.93517e-022	0.0132127  	0.0160493  
1.34505    	4.18603e-022	1.0915e-012	9.07349e-022	0.0132946  	0.0162625  
1.3524     	4.28054e-022	1.10266e-012	9.21267e-022	0.0133802  	0.0164706  
1.35975    	4.37651e-022	1.11383e-012	9.35272e-022	0.0134693  	0.0166737  
1.3671     	4.47393e-022	1.12499e-012	9.49362e-022	0.0135616  	0.0168717  
1.37445    	4.57282e-022	1.13616e-012	9.63535e-022	0.0136569  	0.017065   
1.3818     	4.67319e-022	1.14733e-012	9.77789e-022	0.0137552  	0.0172535  
1.38915    	4.77505e-022	1.1585e-012	9.92123e-022	0.0138563  	0.0174373  
1.3965     	4.87839e-022	1.16967e-012	1.00654e-021	0.0139599  	0.0176166  
1.40385    	4.98324e-022	1.18083e-012	1.02103e-021	0.0140659  	0.0177915  
1.4112     	5.0896e-022	1.19199e-012	1.03559e-021	0.0141742  	0.017962   
1.41855    	5.19747e-022	1.20314e-012	1.05023e-021	0.0142846  	0.0181282  
1.4259     	5.30687e-022	1.21429e-012	1.06494e-021	0.0143968  	0.0182902  
1.43325    	5.4178e-022	1.22542e-012	1.07972e-021	0.0145109  	0.0184482  
1.4406     	5.53027e-022	1.23655e-012	1.09457e-021	0.0146265  	0.0186021  
1.44795    	5.64429e-022	1.24767e-012	1.10948e-021	0.0147437  	0.0187522  
1.4553     	5.75986e-022	1.25877e-012	1.12446e-021	0.0148621  	0.0188984  
1.46265    	5.87699e-022	1.26986e-012	1.1395e-021	0.0149817  	0.0190408  
1.47       	5.99569e-022	1.28094e-012	1.15461e-021	0.0151023  	0.0191795  
1.47735    	6.11596e-022	1.292e-012 	1.16977e-021	0.0152238  	0.0193147  
1.4847     	6.23781e-022	1.30305e-012	1.18499e-021	0.015346   	0.0194463  
1.49205    	6.36125e-022	1.31407e-012	1.20027e-021	0.0154688  	0.0195745  
1.4994     	6.48628e-022	1.32508e-012	1.21559e-021	0.0155921  	0.0196993  
1.50675    	6.6129e-022	1.33607e-012	1.23097e-021	0.0157157  	0.0198208  
1.5141     	6.74113e-022	1.34703e-012	1.2464e-021	0.0158394  	0.019939   
1.52145    	6.87096e-022	1.35798e-012	1.26188e-021	0.0159633  	0.0200541  
1.5288     	7.00241e-022	1.36889e-012	1.2774e-021	0.0160871  	0.020166   
1.53615    	7.13547e-022	1.37979e-012	1.29296e-021	0.0162106  	0.020275   
1.5435     	7.27015e-022	1.39065e-012	1.30857e-021	0.0163339  	0.0203809  
1.55085    	7.40646e-022	1.40149e-012	1.32421e-021	0.0164567  	0.0204839  
1.5582     	7.5444e-022	1.4123e-012	1.33989e-021	0.016579   	0.0205841  
1.56555    	7.68397e-022	1.42308e-012	1.3556e-021	0.0167006  	0.0206815  
1.5729     	7.82518e-022	1.43383e-012	1.37135e-021	0.0168214  	0.0207762  
1.58025    	7.96803e-022	1.44454e-012	1.38712e-021	0.0169413  	0.0208682  
1.5876     	8.11252e-022	1.45522e-012	1.40293e-021	0.0170602  	0.0209575  
1.59495    	8.25866e-022	1.46587e-012	1.41876e-021	0.017178   	0.0210443  
1.6023     	8.40645e-022	1.47648e-012	1.43461e-021	0.0172946  	0.0211286  
1.60965    	8.55588e-022	1.48705e-012	1.45048e-021	0.0174098  	0.0212105  
1.617      	8.70697e-022	1.49759e-012	1.46637e-021	0.0175235  	0.0212899  
1.62435    	8.85972e-022	1.50808e-012	1.48227e-021	0.0176358  	0.021367   
1.6317     	9.01413e-022	1.51854e-012	1.49819e-021	0.0177463  	0.0214418  
1.63905    	9.17019e-022	1.52895e-012	1.51412e-021	0.0178552  	0.0215143  
1.6464     	9.32791e-022	1.53932e-012	1.53006e-021	0.0179622  	0.0215846  
1.65375    	9.48729e-022	1.54964e-012	1.54601e-021	0.0180673  	0.0216527  
1.6611     	9.64833e-022	1.55992e-012	1.56196e-021	0.0181704  	0.0217188  
1.66845    	9.81104e-022	1.57016e-012	1.57791e-021	0.0182714  	0.0217827  
1.6758     	9.9754e-022	1.58034e-012	1.59385e-021	0.0183702  	0.0218447  
1.68315    	1.01414e-021	1.59048e-012	1.6098e-021	0.0184667  	0.0219046  
1.6905     	1.03091e-021	1.60056e-012	1.62573e-021	0.0185609  	0.0219627  
1.69785    	1.04785e-021	1.6106e-012	1.64166e-021	0.0186526  	0.0220188  
1.7052     	1.06495e-021	1.62058e-012	1.65758e-021	0.0187418  	0.022073   
1.71255    	1.08221e-021	1.63051e-012	1.67348e-021	0.0188284  	0.0221254  
1.7199     	1.09965e-021	1.64039e-012	1.68937e-021	0.0189123  	0.0221761  
1.72725    	1.11724e-021	1.65021e-012	1.70523e-021	0.0189935  	0.022225   
1.7346     	1.13501e-021	1.65997e-012	1.72108e-021	0.0190719  	0.0222722  
1.74195    	1.15293e-021	1.66967e-012	1.73689e-021	0.0191474  	0.0223177  
1.7493     	1.17103e-021	1.67932e-012	1.75268e-021	0.01922    	0.0223616  
1.75665    	1.18928e-021	1.68891e-012	1.76844e-021	0.0192895  	0.0224039  
1.764      	1.2077e-021	1.69843e-012	1.78417e-021	0.0193559  	0.0224446  
1.77135    	1.22629e-021	1.7079e-012	1.79986e-021	0.0194192  	0.0224838  
1.7787     	1.24504e-021	1.7173e-012	1.81551e-021	0.0194793  	0.0225215  
1.78605    	1.26395e-021	1.72663e-012	1.83113e-021	0.0195361  	0.0225577  
1.7934     	1.28302e-021	1.73591e-012	1.84669e-021	0.0195897  	0.0225925  
1.80075    	1.30226e-021	1.74511e-012	1.86221e-021	0.0196398  	0.0226259  
1.8081     	1.32166e-021	1.75425e-012	1.87768e-021	0.0196865  	0.0226579  
1.81545    	1.34122e-021	1.76332e-012	1.8931e-021	0.0197298  	0.0226885  
1.8228     	1.36094e-021	1.77232e-012	1.90846e-021	0.0197695  	0.0227179  
1.83015    	1.38082e-021	1.78125e-012	1.92377e-021	0.0198056  	0.0227459  
1.8375     	1.40086e-021	1.79011e-012	1.93901e-021	0.0198381  	0.0227727  
1.84485    	1.42105e-021	1.79889e-012	1.95419e-021	0.019867   	0.0227983  
1.8522     	1.44141e-021	1.80761e-012	1.9693e-021	0.0198922  	0.0228226  
1.85955    	1.46192e-021	1.81625e-012	1.98434e-021	0.0199136  	0.0228458  
1.8669     	1.48259e-021	1.82481e-012	1.99931e-021	0.0199313  	0.0228678  
1.87425    	1.50342e-021	1.8333e-012	2.01421e-021	0.0199451  	0.0228886  
1.8816     	1.5244e-021	1.84171e-012	2.02902e-021	0.0199551  	0.0229084  
1.88895    	1.54554e-021	1.85004e-012	2.04376e-021	0.0199612  	0.0229271  
1.8963     	1.56683e-021	1.85829e-012	2.05841e-021	0.0199634  	0.0229447  
1.90365    	1.58827e-021	1.86647e-012	2.07297e-021	0.0199616  	0.0229613  
1.911      	1.60986e-021	1.87456e-012	2.08744e-021	0.0199559  	0.0229768  
1.91835    	1.63161e-021	1.88257e-012	2.10182e-021	0.0199462  	0.0229914  
1.9257     	1.6535e-021	1.8905e-012	2.11611e-021	0.0199325  	0.023005   
1.93305    	1.67554e-021	1.89834e-012	2.13029e-021	0.0199147  	0.0230177  
1.9404     	1.69773e-021	1.9061e-012	2.14438e-021	0.0198929  	0.0230294  
1.94775    	1.72007e-021	1.91378e-012	2.15836e-021	0.019867   	0.0230402  
1.9551     	1.74255e-021	1.92137e-012	2.17223e-021	0.019837   	0.0230501  
1.96245    	1.76518e-021	1.92887e-012	2.18599e-021	0.0198029  	0.0230592  
1.9698     	1.78795e-021	1.93628e-012	2.19964e-021	0.0197647  	0.0230674  
1.97715    	1.81086e-021	1.94361e-012	2.21317e-021	0.0197224  	0.0230747  
1.9845     	1.83392e-021	1.95085e-012	2.22658e-021	0.0196759  	0.0230813  
1.99185    	1.85711e-021	1.95799e-012	2.23987e-021	0.0196252  	0.023087   
1.9992     	1.88044e-021	1.96505e-012	2.25303e-021	0.0195704  	0.023092   
2.00655    	1.90391e-021	1.97201e-012	2.26606e-021	0.0195114  	0.0230962  
2.0139     	1.92752e-021	1.97888e-012	2.27897e-021	0.0194483  	0.0230996  
2.02125    	1.95126e-021	1.98566e-012	2.29173e-021	0.019381   	0.0231024  
2.0286     	1.97513e-021	1.99234e-012	2.30437e-021	0.0193095  	0.0231044  
2.03595    	1.99913e-021	1.99893e-012	2.31686e-021	0.0192338  	0.0231057  
2.0433     	2.02327e-021	2.00542e-012	2.3292e-021	0.019154   	0.0231063  
2.05065    	2.04753e-021	2.01181e-012	2.34141e-021	0.01907    	0.0231063  
2.058      	2.07192e-021	2.01811e-012	2.35346e-021	0.0189819  	0.0231056  
2.06535    	2.09643e-021	2.02431e-012	2.36536e-021	0.0188896  	0.0231043  
2.0727     	2.12107e-021	2.03042e-012	2.37711e-021	0.0187932  	0.0231024  
2.08005    	2.14584e-021	2.03642e-012	2.38869e-021	0.0186927  	0.0230998  
2.0874     	2.17072e-021	2.04232e-012	2.40012e-021	0.018588   	0.0230966  
2.09475    	2.19572e-021	2.04812e-012	2.41138e-021	0.0184793  	0.0230929  
2.1021     	2.22084e-021	2.05382e-012	2.42248e-021	0.0183664  	0.0230886  
2.10945    	2.24607e-021	2.05942e-012	2.43341e-021	0.0182495  	0.0230837  
2.1168     	2.27142e-021	2.06492e-012	2.44416e-021	0.0181286  	0.0230783  
2.12415    	2.29688e-021	2.07031e-012	2.45474e-021	0.0180036  	0.0230723  
2.1315     	2.32245e-021	2.0756e-012	2.46514e-021	0.0178746  	0.0230659  
2.13885    	2.34813e-021	2.08079e-012	2.47536e-021	0.0177416  	0.0230589  
2.1462     	2.37391e-021	2.08587e-012	2.4854e-021	0.0176046  	0.0230514  
2.15355    	2.3998e-021	2.09085e-012	2.49525e-021	0.0174637  	0.0230434  
2.1609     	2.4258e-021	2.09572e-012	2.50491e-021	0.0173189  	0.023035   
2.16825    	2.45189e-021	2.10048e-012	2.51438e-021	0.0171702  	0.0230261  
2.1756     	2.47808e-021	2.10513e-012	2.52365e-021	0.0170176  	0.0230167  
2.18295    	2.50437e-021	2.10968e-012	2.53272e-021	0.0168613  	0.0230069  
2.1903     	2.53075e-021	2.11412e-012	2.5416e-021	0.0167011  	0.0229967  
2.19765    	2.55722e-021	2.11845e-012	2.55027e-021	0.0165372  	0.022986   
2.205      	2.58379e-021	2.12268e-012	2.55873e-021	0.0163695  	0.0229749  
2.21235    	2.61044e-021	2.12679e-012	2.56698e-021	0.0161982  	0.0229634  
2.2197     	2.63718e-021	2.13079e-012	2.57503e-021	0.0160232  	0.0229515  
2.22705    	2.66401e-021	2.13468e-012	2.58285e-021	0.0158445  	0.0229393  
2.2344     	2.69091e-021	2.13847e-012	2.59047e-021	0.0156623  	0.0229266  
2.24175    	2.71789e-021	2.14214e-012	2.59786e-021	0.0154766  	0.0229136  
2.2491     	2.74496e-021	2.14569e-012	2.60502e-021	0.0152874  	0.0229002  
2.25645    	2.77209e-021	2.14914e-012	2.61197e-021	0.0150947  	0.0228865  
2.2638     	2.7993e-021	2.15247e-012	2.61868e-021	0.0148986  	0.0228724  
2.27115    	2.82658e-021	2.15569e-012	2.62517e-021	0.0146992  	0.022858   
2.2785     	2.85392e-021	2.1588e-012	2.63142e-021	0.0144964  	0.0228432  
2.28585    	2.88133e-021	2.1618e-012	2.63744e-021	0.0142904  	0.0228282  
2.2932     	2.90881e-021	2.16468e-012	2.64321e-021	0.0140812  	0.0228128  
2.30055    	2.93634e-021	2.16744e-012	2.64875e-021	0.0138688  	0.0227971  
2.3079     	2.96393e-021	2.17009e-012	2.65404e-021	0.0136532  	0.0227811  
2.31525    	2.99158e-021	2.17263e-012	2.65909e-021	0.0134346  	0.0227648  
2.3226     	3.01928e-021	2.17505e-012	2.66389e-021	0.013213   	0.0227483  
2.32995    	3.04703e-021	2.17735e-012	2.66844e-021	0.0129884  	0.0227314  
2.3373     	3.07482e-021	2.17954e-012	2.67274e-021	0.0127609  	0.0227143  
